Date Time,Temp (°C) c:1,RH (%) c:1 2
07/02/19 10:00:00,29.389,68.434
07/02/19 11:00:00,34.969,53.543
07/02/19 12:00:00,38.337,42.025
07/02/19 13:00:00,36.960,52.902
07/02/19 14:00:00,30.824,73.347
07/02/19 15:00:00,29.715,78.031
07/02/19 16:00:00,30.192,74.871
07/02/19 17:00:00,28.692,80.970
07/02/19 18:00:00,28.147,84.417
07/02/19 19:00:00,26.916,83.490
07/02/19 20:00:00,24.557,88.295
07/02/19 21:00:00,23.785,92.388
07/02/19 22:00:00,23.136,95.616
07/02/19 23:00:00,22.441,96.076
07/03/19 00:00:00,22.513,96.201
07/03/19 01:00:00,22.058,97.536
07/03/19 02:00:00,22.011,96.282
07/03/19 03:00:00,21.270,98.037
07/03/19 04:00:00,20.936,97.896
07/03/19 05:00:00,20.627,98.179
07/03/19 06:00:00,20.484,98.766
07/03/19 07:00:00,20.507,99.007
07/03/19 08:00:00,21.413,98.337
07/03/19 09:00:00,23.761,92.110
07/03/19 10:00:00,25.234,87.062
07/03/19 11:00:00,26.671,84.176
07/03/19 12:00:00,29.240,79.223
07/03/19 13:00:00,30.091,74.553
07/03/19 14:00:00,25.963,82.826
07/03/19 15:00:00,24.629,83.639
07/03/19 16:00:00,25.841,85.151
07/03/19 17:00:00,26.012,84.313
07/03/19 18:00:00,26.061,89.231
07/03/19 19:00:00,26.207,89.793
07/03/19 20:00:00,24.629,92.051
07/03/19 21:00:00,23.593,93.747
07/03/19 22:00:00,22.657,97.298
07/03/19 23:00:00,22.345,97.902
07/04/19 00:00:00,22.465,97.986
07/04/19 01:00:00,21.604,97.653
07/04/19 02:00:00,21.032,98.888
07/04/19 03:00:00,20.627,99.325
07/04/19 04:00:00,20.913,99.817
07/04/19 05:00:00,21.127,100.000
07/04/19 06:00:00,21.103,100.000
07/04/19 07:00:00,20.936,100.000
07/04/19 08:00:00,21.557,99.680
07/04/19 09:00:00,22.609,98.340
07/04/19 10:00:00,23.930,93.777
07/04/19 11:00:00,25.550,88.444
07/04/19 12:00:00,28.568,77.798
07/04/19 13:00:00,32.794,60.990
07/04/19 14:00:00,33.730,61.357
07/04/19 15:00:00,27.974,79.340
07/04/19 16:00:00,29.040,76.394
07/04/19 17:00:00,27.751,83.159
07/04/19 18:00:00,27.210,86.786
07/04/19 19:00:00,26.426,89.179
07/04/19 20:00:00,25.793,94.272
07/04/19 21:00:00,24.919,96.209
07/04/19 22:00:00,23.930,96.755
07/04/19 23:00:00,23.280,97.938
07/05/19 00:00:00,22.944,99.087
07/05/19 01:00:00,22.657,99.560
07/05/19 02:00:00,22.274,99.666
07/05/19 03:00:00,21.915,100.000
07/05/19 04:00:00,21.700,100.000
07/05/19 05:00:00,21.342,100.000
07/05/19 06:00:00,21.199,100.000
07/05/19 07:00:00,21.151,100.000
07/05/19 08:00:00,21.843,100.000
07/05/19 09:00:00,23.232,100.000
07/05/19 10:00:00,25.040,95.407
07/05/19 11:00:00,26.622,87.550
07/05/19 12:00:00,33.001,61.935
07/05/19 13:00:00,33.835,60.458
07/05/19 14:00:00,33.521,59.776
07/05/19 15:00:00,29.690,79.754
07/05/19 16:00:00,27.677,84.199
07/05/19 17:00:00,27.899,87.789
07/05/19 18:00:00,27.259,87.865
07/05/19 19:00:00,26.451,92.224
07/05/19 20:00:00,25.768,95.079
07/05/19 21:00:00,24.702,96.180
07/05/19 22:00:00,23.881,97.460
07/05/19 23:00:00,23.521,98.319
