Date Time,Temp (°C) c:1,RH (%) c:1 2
07/02/19 10:00:00,30.495,63.713
07/02/19 11:00:00,36.254,49.034
07/02/19 12:00:00,39.886,37.198
07/02/19 13:00:00,31.970,65.228
07/02/19 14:00:00,29.540,76.965
07/02/19 15:00:00,29.991,76.760
07/02/19 16:00:00,29.565,75.995
07/02/19 17:00:00,28.916,81.712
07/02/19 18:00:00,28.320,82.622
07/02/19 19:00:00,26.989,85.494
07/02/19 20:00:00,24.339,90.586
07/02/19 21:00:00,23.545,92.816
07/02/19 22:00:00,22.609,95.827
07/02/19 23:00:00,22.106,97.970
07/03/19 00:00:00,22.130,97.160
07/03/19 01:00:00,21.628,97.949
07/03/19 02:00:00,21.604,97.916
07/03/19 03:00:00,20.817,98.752
07/03/19 04:00:00,20.484,98.870
07/03/19 05:00:00,20.198,99.157
07/03/19 06:00:00,20.055,99.533
07/03/19 07:00:00,20.198,99.779
07/03/19 08:00:00,21.223,99.382
07/03/19 09:00:00,23.761,95.830
07/03/19 10:00:00,24.871,92.274
07/03/19 11:00:00,27.210,82.698
07/03/19 12:00:00,30.167,75.372
07/03/19 13:00:00,29.365,77.313
07/03/19 14:00:00,26.085,83.535
07/03/19 15:00:00,25.210,84.728
07/03/19 16:00:00,26.402,83.662
07/03/19 17:00:00,26.622,82.112
07/03/19 18:00:00,26.549,88.762
07/03/19 19:00:00,26.451,88.823
07/03/19 20:00:00,24.532,92.463
07/03/19 21:00:00,23.280,93.776
07/03/19 22:00:00,22.274,97.567
07/03/19 23:00:00,22.130,98.790
07/04/19 00:00:00,22.321,98.579
07/04/19 01:00:00,21.175,98.691
07/04/19 02:00:00,20.627,99.584
07/04/19 03:00:00,20.317,100.000
07/04/19 04:00:00,20.555,100.000
07/04/19 05:00:00,20.865,100.000
07/04/19 06:00:00,20.817,100.000
07/04/19 07:00:00,20.650,100.000
07/04/19 08:00:00,21.461,100.000
07/04/19 09:00:00,22.633,98.610
07/04/19 10:00:00,24.050,92.045
07/04/19 11:00:00,26.231,86.871
07/04/19 12:00:00,30.217,69.523
07/04/19 13:00:00,29.540,72.146
07/04/19 14:00:00,31.128,68.528
07/04/19 15:00:00,28.543,79.371
07/04/19 16:00:00,29.040,77.806
07/04/19 17:00:00,27.924,84.511
07/04/19 18:00:00,27.161,89.185
07/04/19 19:00:00,26.256,91.076
07/04/19 20:00:00,25.574,94.732
07/04/19 21:00:00,24.605,96.636
07/04/19 22:00:00,23.617,97.921
07/04/19 23:00:00,22.920,98.634
07/05/19 00:00:00,22.537,99.528
07/05/19 01:00:00,22.154,99.790
07/05/19 02:00:00,21.795,100.000
07/05/19 03:00:00,21.437,100.000
07/05/19 04:00:00,21.199,100.000
07/05/19 05:00:00,20.841,100.000
07/05/19 06:00:00,20.650,100.000
07/05/19 07:00:00,20.698,100.000
07/05/19 08:00:00,21.557,100.000
07/05/19 09:00:00,23.064,100.000
07/05/19 10:00:00,24.702,99.689
07/05/19 11:00:00,26.671,88.372
07/05/19 12:00:00,34.019,62.033
07/05/19 13:00:00,32.924,66.906
07/05/19 14:00:00,33.887,60.086
07/05/19 15:00:00,30.343,76.889
07/05/19 16:00:00,28.048,83.710
07/05/19 17:00:00,28.221,86.791
07/05/19 18:00:00,27.259,88.677
07/05/19 19:00:00,26.426,92.438
07/05/19 20:00:00,25.550,95.213
07/05/19 21:00:00,24.291,96.795
07/05/19 22:00:00,23.472,97.883
07/05/19 23:00:00,23.064,99.040
07/06/19 00:00:00,22.633,99.658
07/06/19 01:00:00,22.393,99.959
07/06/19 02:00:00,22.058,100.000
07/06/19 03:00:00,21.581,100.000
07/06/19 04:00:00,21.366,100.000
07/06/19 05:00:00,21.175,100.000
07/06/19 06:00:00,21.270,100.000
07/06/19 07:00:00,21.294,100.000
07/06/19 08:00:00,22.274,100.000
07/06/19 09:00:00,23.665,100.000
07/06/19 10:00:00,24.677,95.798
07/06/19 11:00:00,25.065,94.171
07/06/19 12:00:00,27.530,87.253
07/06/19 13:00:00,29.490,77.691
07/06/19 14:00:00,29.015,81.213
07/06/19 15:00:00,29.090,78.929
07/06/19 16:00:00,28.419,83.103
07/06/19 17:00:00,27.825,85.994
07/06/19 18:00:00,26.916,89.628
07/06/19 19:00:00,26.451,93.101
07/06/19 20:00:00,25.501,88.794
07/06/19 21:00:00,23.448,94.088
07/06/19 22:00:00,22.800,97.706
07/06/19 23:00:00,22.345,98.638
07/07/19 00:00:00,22.034,99.497
07/07/19 01:00:00,21.509,99.719
07/07/19 02:00:00,21.175,100.000
07/07/19 03:00:00,20.770,100.000
07/07/19 04:00:00,20.603,100.000
07/07/19 05:00:00,20.555,100.000
07/07/19 06:00:00,20.603,100.000
07/07/19 07:00:00,20.650,100.000
07/07/19 08:00:00,21.604,100.000
07/07/19 09:00:00,23.232,100.000
07/07/19 10:00:00,25.331,96.503
07/07/19 11:00:00,26.989,82.592
07/07/19 12:00:00,28.444,84.797
07/07/19 13:00:00,30.748,73.333
07/07/19 14:00:00,30.748,72.612
07/07/19 15:00:00,28.891,79.501
07/07/19 16:00:00,28.841,83.166
07/07/19 17:00:00,27.825,83.690
07/07/19 18:00:00,27.850,86.141
07/07/19 19:00:00,26.867,90.116
07/07/19 20:00:00,25.841,94.094
07/07/19 21:00:00,25.040,94.705
07/07/19 22:00:00,23.809,95.548
07/07/19 23:00:00,22.992,93.704
07/08/19 00:00:00,22.154,96.637
07/08/19 01:00:00,21.628,98.237
07/08/19 02:00:00,21.175,100.000
07/08/19 03:00:00,20.650,100.000
07/08/19 04:00:00,20.222,100.000
07/08/19 05:00:00,19.793,100.000
07/08/19 06:00:00,19.460,100.000
07/08/19 07:00:00,19.294,100.000
07/08/19 08:00:00,20.126,100.000
07/08/19 09:00:00,21.342,97.269
07/08/19 10:00:00,22.753,94.448
07/08/19 11:00:00,24.774,85.389
07/08/19 12:00:00,31.357,57.264
07/08/19 13:00:00,30.066,63.612
07/08/19 14:00:00,31.612,54.592
07/08/19 15:00:00,28.617,64.574
07/08/19 16:00:00,27.579,69.501
07/08/19 17:00:00,27.530,74.621
07/08/19 18:00:00,25.817,82.965
07/08/19 19:00:00,24.919,86.123
07/08/19 20:00:00,24.002,91.625
07/08/19 21:00:00,22.729,93.637
07/08/19 22:00:00,21.366,95.161
07/08/19 23:00:00,20.388,96.965
07/09/19 00:00:00,19.793,98.788
07/09/19 01:00:00,19.341,98.511
07/09/19 02:00:00,18.675,97.607
07/09/19 03:00:00,18.224,98.572
07/09/19 04:00:00,18.033,99.446
07/09/19 05:00:00,18.081,100.000
07/09/19 06:00:00,17.986,100.000
07/09/19 07:00:00,18.081,100.000
07/09/19 08:00:00,18.961,100.000
07/09/19 09:00:00,21.342,98.161
07/09/19 10:00:00,23.280,92.588
07/09/19 11:00:00,25.793,82.590
07/09/19 12:00:00,27.924,79.330
07/09/19 13:00:00,30.571,63.540
07/09/19 14:00:00,32.665,63.540
07/09/19 15:00:00,29.991,62.639
07/09/19 16:00:00,29.490,65.888
07/09/19 17:00:00,28.568,74.051
07/09/19 18:00:00,27.333,81.231
07/09/19 19:00:00,26.598,89.163
07/09/19 20:00:00,25.137,94.053
07/09/19 21:00:00,24.002,95.088
07/09/19 22:00:00,22.920,97.208
07/09/19 23:00:00,22.034,98.450
07/10/19 00:00:00,21.413,99.173
07/10/19 01:00:00,21.079,99.811
07/10/19 02:00:00,20.793,100.000
07/10/19 03:00:00,20.507,100.000
07/10/19 04:00:00,20.269,100.000
07/10/19 05:00:00,20.031,100.000
07/10/19 06:00:00,19.793,100.000
07/10/19 07:00:00,19.770,100.000
07/10/19 08:00:00,20.722,100.000
07/10/19 09:00:00,22.657,100.000
07/10/19 10:00:00,25.065,96.434
07/10/19 11:00:00,27.358,86.030
07/10/19 12:00:00,31.382,71.099
07/10/19 13:00:00,32.458,66.795
07/10/19 14:00:00,35.931,52.600
07/10/19 15:00:00,29.941,78.605
07/10/19 16:00:00,30.343,77.775
07/10/19 17:00:00,29.565,81.909
07/10/19 18:00:00,28.816,86.983
07/10/19 19:00:00,27.825,92.008
07/10/19 20:00:00,27.014,94.497
07/10/19 21:00:00,25.939,96.364
07/10/19 22:00:00,24.895,97.992
07/10/19 23:00:00,24.243,98.775
07/11/19 00:00:00,23.905,99.713
07/11/19 01:00:00,23.280,96.107
07/11/19 02:00:00,22.130,100.000
07/11/19 03:00:00,21.652,100.000
07/11/19 04:00:00,21.604,100.000
07/11/19 05:00:00,21.748,100.000
07/11/19 06:00:00,21.604,100.000
07/11/19 07:00:00,21.223,100.000
07/11/19 08:00:00,21.652,100.000
07/11/19 09:00:00,22.824,100.000
07/11/19 10:00:00,24.050,100.000
07/11/19 11:00:00,24.774,97.375
07/11/19 12:00:00,28.196,85.283
07/11/19 13:00:00,30.217,74.160
07/11/19 14:00:00,32.047,62.659
07/11/19 15:00:00,29.115,72.575
07/11/19 16:00:00,28.320,77.015
07/11/19 17:00:00,27.456,81.862
07/11/19 18:00:00,26.158,86.630
07/11/19 19:00:00,25.258,88.070
07/11/19 20:00:00,24.291,92.458
07/11/19 21:00:00,23.208,94.966
07/11/19 22:00:00,22.513,96.201
07/11/19 23:00:00,21.819,96.021
07/12/19 00:00:00,21.032,97.921
07/12/19 01:00:00,20.412,98.591
07/12/19 02:00:00,19.960,99.791
07/12/19 03:00:00,19.555,99.707
07/12/19 04:00:00,18.937,99.590
07/12/19 05:00:00,18.271,99.921
07/12/19 06:00:00,17.605,99.790
07/12/19 07:00:00,17.177,99.315
07/12/19 08:00:00,17.510,99.047
07/12/19 09:00:00,19.270,97.375
07/12/19 10:00:00,20.889,91.511
07/12/19 11:00:00,23.184,81.172
07/12/19 12:00:00,30.444,57.256
07/12/19 13:00:00,29.290,56.042
07/12/19 14:00:00,31.637,46.721
07/12/19 15:00:00,27.112,67.608
07/12/19 16:00:00,26.353,69.520
07/12/19 17:00:00,25.695,72.879
07/12/19 18:00:00,24.605,83.831
07/12/19 19:00:00,23.521,86.166
07/12/19 20:00:00,21.963,88.510
07/12/19 21:00:00,20.555,92.930
07/12/19 22:00:00,18.794,93.125
07/12/19 23:00:00,17.629,94.620
07/13/19 00:00:00,16.892,97.904
07/13/19 01:00:00,16.320,97.853
07/13/19 02:00:00,15.724,98.306
07/13/19 03:00:00,15.342,99.726
07/13/19 04:00:00,14.984,99.121
07/13/19 05:00:00,14.577,99.414
07/13/19 06:00:00,14.337,99.096
07/13/19 07:00:00,14.385,99.513
07/13/19 08:00:00,15.652,100.000
07/13/19 09:00:00,18.057,100.000
07/13/19 10:00:00,21.079,95.458
07/13/19 11:00:00,23.521,84.574
07/13/19 12:00:00,30.419,58.987
07/13/19 13:00:00,30.495,49.512
07/13/19 14:00:00,33.417,43.627
07/13/19 15:00:00,28.617,62.571
07/13/19 16:00:00,27.677,65.365
07/13/19 17:00:00,26.965,72.616
07/13/19 18:00:00,25.841,81.544
07/13/19 19:00:00,24.726,86.498
07/13/19 20:00:00,23.617,90.275
07/13/19 21:00:00,22.513,94.976
07/13/19 22:00:00,20.984,95.328
07/13/19 23:00:00,19.865,95.987
07/14/19 00:00:00,19.127,96.528
07/14/19 01:00:00,18.675,98.591
07/14/19 02:00:00,18.152,98.707
07/14/19 03:00:00,17.724,98.746
07/14/19 04:00:00,17.510,99.764
07/14/19 05:00:00,17.558,100.000
07/14/19 06:00:00,17.558,100.000
07/14/19 07:00:00,17.391,100.000
07/14/19 08:00:00,18.319,99.781
07/14/19 09:00:00,20.603,99.214
07/14/19 10:00:00,23.160,94.632
07/14/19 11:00:00,25.380,87.095
07/14/19 12:00:00,32.872,55.443
07/14/19 13:00:00,31.459,58.229
07/14/19 14:00:00,33.887,50.960
07/14/19 15:00:00,30.066,61.811
07/14/19 16:00:00,29.190,73.217
07/14/19 17:00:00,28.468,74.388
07/14/19 18:00:00,27.407,85.390
07/14/19 19:00:00,26.622,88.946
07/14/19 20:00:00,25.598,91.769
07/14/19 21:00:00,24.581,95.397
07/14/19 22:00:00,23.905,97.227
07/14/19 23:00:00,23.088,97.040
07/15/19 00:00:00,22.561,98.064
07/15/19 01:00:00,21.867,98.877
07/15/19 02:00:00,21.246,99.388
07/15/19 03:00:00,21.246,100.000
07/15/19 04:00:00,21.151,100.000
07/15/19 05:00:00,20.936,100.000
07/15/19 06:00:00,20.603,100.000
07/15/19 07:00:00,20.722,100.000
07/15/19 08:00:00,21.294,100.000
07/15/19 09:00:00,22.585,99.226
07/15/19 10:00:00,25.016,92.283
07/15/19 11:00:00,27.136,83.596
07/15/19 12:00:00,30.697,68.361
07/15/19 13:00:00,31.281,69.471
07/15/19 14:00:00,34.942,57.472
07/15/19 15:00:00,31.230,69.644
07/15/19 16:00:00,29.190,79.738
07/15/19 17:00:00,28.345,80.289
07/15/19 18:00:00,27.407,85.984
07/15/19 19:00:00,25.574,86.244
07/15/19 20:00:00,24.098,92.248
07/15/19 21:00:00,23.232,96.467
07/15/19 22:00:00,22.513,98.735
07/15/19 23:00:00,22.154,99.242
07/16/19 00:00:00,22.034,99.705
07/16/19 01:00:00,21.987,100.000
07/16/19 02:00:00,22.034,100.000
07/16/19 03:00:00,21.963,100.000
07/16/19 04:00:00,21.891,100.000
07/16/19 05:00:00,21.748,100.000
07/16/19 06:00:00,21.891,100.000
07/16/19 07:00:00,21.987,100.000
07/16/19 08:00:00,22.753,99.795
07/16/19 09:00:00,23.545,97.690
07/16/19 10:00:00,25.404,92.187
07/16/19 11:00:00,27.358,83.815
07/16/19 12:00:00,29.941,72.821
07/16/19 13:00:00,30.571,72.879
07/16/19 14:00:00,30.217,75.679
07/16/19 15:00:00,29.916,74.609
07/16/19 16:00:00,23.232,93.818
07/16/19 17:00:00,23.761,99.569
07/16/19 18:00:00,24.677,100.000
07/16/19 19:00:00,24.895,99.847
07/16/19 20:00:00,24.677,100.000
07/16/19 21:00:00,24.291,100.000
07/16/19 22:00:00,23.184,100.000
07/16/19 23:00:00,22.896,100.000
07/17/19 00:00:00,22.633,100.000
07/17/19 01:00:00,22.369,100.000
07/17/19 02:00:00,22.058,100.000
07/17/19 03:00:00,22.058,100.000
07/17/19 04:00:00,22.082,100.000
07/17/19 05:00:00,22.178,100.000
07/17/19 06:00:00,22.250,100.000
07/17/19 07:00:00,22.369,100.000
07/17/19 08:00:00,22.537,100.000
07/17/19 09:00:00,22.944,100.000
07/17/19 10:00:00,23.641,100.000
07/17/19 11:00:00,24.629,100.000
07/17/19 12:00:00,26.329,98.021
07/17/19 13:00:00,28.023,91.503
07/17/19 14:00:00,29.215,86.961
07/17/19 15:00:00,28.941,86.898
07/17/19 16:00:00,27.407,93.310
07/17/19 17:00:00,27.284,91.573
07/17/19 18:00:00,25.987,99.663
07/17/19 19:00:00,24.436,100.000
07/17/19 20:00:00,24.968,100.000
07/17/19 21:00:00,24.460,100.000
07/17/19 22:00:00,24.146,100.000
07/17/19 23:00:00,21.724,100.000
07/18/19 00:00:00,21.748,100.000
07/18/19 01:00:00,21.676,100.000
07/18/19 02:00:00,21.509,100.000
07/18/19 03:00:00,21.223,100.000
07/18/19 04:00:00,20.984,100.000
07/18/19 05:00:00,20.889,100.000
07/18/19 06:00:00,20.698,100.000
07/18/19 07:00:00,20.746,100.000
07/18/19 08:00:00,21.843,100.000
07/18/19 09:00:00,23.593,100.000
07/18/19 10:00:00,24.944,100.000
07/18/19 11:00:00,25.720,100.000
07/18/19 12:00:00,27.579,100.000
07/18/19 13:00:00,30.192,90.348
07/18/19 14:00:00,32.536,83.969
07/18/19 15:00:00,30.016,85.375
07/18/19 16:00:00,29.590,91.268
07/18/19 17:00:00,28.667,93.676
07/18/19 18:00:00,27.776,96.050
07/18/19 19:00:00,27.112,97.070
07/18/19 20:00:00,26.426,97.860
07/18/19 21:00:00,25.331,99.170
07/18/19 22:00:00,24.581,100.000
07/18/19 23:00:00,24.050,100.000
07/19/19 00:00:00,23.954,100.000
07/19/19 01:00:00,23.713,100.000
07/19/19 02:00:00,23.304,100.000
07/19/19 03:00:00,22.872,100.000
07/19/19 04:00:00,23.064,100.000
07/19/19 05:00:00,23.112,100.000
07/19/19 06:00:00,23.497,100.000
07/19/19 07:00:00,23.689,100.000
07/19/19 08:00:00,24.219,100.000
07/19/19 09:00:00,25.162,100.000
07/19/19 10:00:00,26.231,99.569
07/19/19 11:00:00,27.382,97.032
07/19/19 12:00:00,29.640,90.385
07/19/19 13:00:00,29.991,87.620
07/19/19 14:00:00,33.757,73.843
07/19/19 15:00:00,30.520,85.459
07/19/19 16:00:00,30.217,87.018
07/19/19 17:00:00,29.565,90.171
07/19/19 18:00:00,28.717,92.280
07/19/19 19:00:00,27.727,94.512
07/19/19 20:00:00,26.916,97.692
07/19/19 21:00:00,25.939,98.507
07/19/19 22:00:00,24.919,99.536
07/19/19 23:00:00,24.291,100.000
07/20/19 00:00:00,23.761,100.000
07/20/19 01:00:00,23.400,100.000
07/20/19 02:00:00,23.088,100.000
07/20/19 03:00:00,22.848,100.000
07/20/19 04:00:00,22.657,100.000
07/20/19 05:00:00,22.465,100.000
07/20/19 06:00:00,22.345,100.000
