Date Time,Temp (°C) c:1,RH (%) c:1 2
07/02/19 10:00:00,30.419,66.599
07/02/19 11:00:00,29.015,74.137
07/02/19 12:00:00,32.794,67.870
07/02/19 13:00:00,30.976,73.616
07/02/19 14:00:00,28.766,85.979
07/02/19 15:00:00,31.382,74.623
07/02/19 16:00:00,35.716,59.921
07/02/19 17:00:00,30.217,77.956
07/02/19 18:00:00,28.320,86.247
07/02/19 19:00:00,26.182,89.482
07/02/19 20:00:00,23.497,96.509
07/02/19 21:00:00,23.016,97.498
07/02/19 22:00:00,22.441,97.400
07/02/19 23:00:00,21.724,98.420
07/03/19 00:00:00,22.058,99.451
07/03/19 01:00:00,21.581,98.539
07/03/19 02:00:00,21.652,99.446
07/03/19 03:00:00,20.889,98.510
07/03/19 04:00:00,20.698,99.526
07/03/19 05:00:00,20.293,99.649
07/03/19 06:00:00,20.174,100.000
07/03/19 07:00:00,20.269,100.000
07/03/19 08:00:00,21.079,100.000
07/03/19 09:00:00,22.705,100.000
07/03/19 10:00:00,23.737,96.225
07/03/19 11:00:00,25.355,92.994
07/03/19 12:00:00,28.345,81.764
07/03/19 13:00:00,30.394,76.425
07/03/19 14:00:00,26.378,88.108
07/03/19 15:00:00,25.890,87.213
07/03/19 16:00:00,26.695,85.343
07/03/19 17:00:00,26.940,86.978
07/03/19 18:00:00,26.280,84.316
07/03/19 19:00:00,26.134,91.652
07/03/19 20:00:00,24.098,94.009
07/03/19 21:00:00,23.160,94.069
07/03/19 22:00:00,21.748,97.138
07/03/19 23:00:00,21.772,97.487
07/04/19 00:00:00,21.963,98.011
07/04/19 01:00:00,20.817,98.804
07/04/19 02:00:00,20.246,99.429
07/04/19 03:00:00,19.888,100.000
07/04/19 04:00:00,19.722,100.000
07/04/19 05:00:00,19.841,100.000
07/04/19 06:00:00,20.222,100.000
07/04/19 07:00:00,20.174,100.000
07/04/19 08:00:00,20.746,100.000
07/04/19 09:00:00,21.652,100.000
07/04/19 10:00:00,23.497,98.048
07/04/19 11:00:00,24.629,93.276
07/04/19 12:00:00,27.604,83.355
07/04/19 13:00:00,28.891,79.851
07/04/19 14:00:00,33.313,62.675
07/04/19 15:00:00,34.150,61.833
07/04/19 16:00:00,36.227,54.333
07/04/19 17:00:00,29.315,72.553
07/04/19 18:00:00,27.727,87.383
07/04/19 19:00:00,26.573,92.967
07/04/19 20:00:00,25.768,95.160
07/04/19 21:00:00,24.750,96.834
07/04/19 22:00:00,23.472,97.486
07/04/19 23:00:00,23.016,98.449
07/05/19 00:00:00,22.585,99.645
07/05/19 01:00:00,22.321,99.626
