Date Time,Temp (°C) c:1,RH (%) c:1 2
7/2/19 10:00,28.171,73.619
7/2/19 11:00,32.82,61.214
7/2/19 12:00,36.933,47.496
7/2/19 13:00,36.769,49.429
7/2/19 14:00,30.394,73.086
7/2/19 15:00,31.868,66.478
7/2/19 16:00,31.281,63.314
7/2/19 17:00,31.23,67.69
7/2/19 18:00,30.016,75.669
7/2/19 19:00,28.841,65.164
7/2/19 20:00,25.21,85.263
7/2/19 21:00,24.195,87.711
7/2/19 22:00,22.992,92.327
7/2/19 23:00,22.082,95.185
7/3/19 0:00,22.513,94.173
7/3/19 1:00,21.939,94.829
7/3/19 2:00,22.058,94.833
7/3/19 3:00,21.032,95.234
7/3/19 4:00,20.65,96.614
7/3/19 5:00,20.341,97.92
7/3/19 6:00,20.174,98.163
7/3/19 7:00,20.246,98.286
7/3/19 8:00,21.724,95.466
7/3/19 9:00,25.841,81.801
7/3/19 10:00,29.615,68.596
7/3/19 11:00,30.041,72.119
7/3/19 12:00,29.59,75.2
7/3/19 13:00,29.615,74.818
7/3/19 14:00,25.963,77.881
7/3/19 15:00,25.137,80.449
7/3/19 16:00,26.5,80.795
7/3/19 17:00,26.891,80.157
7/3/19 18:00,27.014,86.121
7/3/19 19:00,27.702,82.431
7/3/19 20:00,25.744,87.515
7/3/19 21:00,24.219,92.413
7/3/19 22:00,22.776,95.257
7/3/19 23:00,22.417,96.653
7/4/19 0:00,22.609,96.597
7/4/19 1:00,21.533,97.24
7/4/19 2:00,20.841,98.001
7/4/19 3:00,20.555,98.89
7/4/19 4:00,20.984,99.421
7/4/19 5:00,21.127,99.616
7/4/19 6:00,21.056,99.441
7/4/19 7:00,20.865,99.805
7/4/19 8:00,21.533,99.153
7/4/19 9:00,24.798,88.185
7/4/19 10:00,27.259,76.978
7/4/19 11:00,27.974,76.564
7/4/19 12:00,29.29,67.107
7/4/19 13:00,28.965,68.511
7/4/19 14:00,30.596,67.732
7/4/19 15:00,29.565,75.373
7/4/19 16:00,29.24,74.805
7/4/19 17:00,30.167,64.093
7/4/19 18:00,29.64,72.104
7/4/19 19:00,31.103,68.28
7/4/19 20:00,27.899,84.077
7/4/19 21:00,25.501,90.453
7/4/19 22:00,23.978,93.843
7/4/19 23:00,23.136,95.963
7/5/19 0:00,22.753,97.64
7/5/19 1:00,22.465,97.881
7/5/19 2:00,22.034,98.345
7/5/19 3:00,21.772,98.851
7/5/19 4:00,21.366,99.004
7/5/19 5:00,21.27,99.239
7/5/19 6:00,20.936,99.227
7/5/19 7:00,20.841,99.383
7/5/19 8:00,22.465,98.644
7/5/19 9:00,25.987,86.198
7/5/19 10:00,29.991,75.278
7/5/19 11:00,30.192,70.065
7/5/19 12:00,32.484,60.784
7/5/19 13:00,32.124,63.826
7/5/19 14:00,32.278,64.224
7/5/19 15:00,31.663,66.227
7/5/19 16:00,30.874,71.883
7/5/19 17:00,31.51,68.198
7/5/19 18:00,30.268,71.258
7/5/19 19:00,30.066,70.012
7/5/19 20:00,27.751,82.413
7/5/19 21:00,25.355,90.694
7/5/19 22:00,24.219,93.958
7/5/19 23:00,23.472,95.863
7/6/19 0:00,22.968,96.797
7/6/19 1:00,22.633,97.635
7/6/19 2:00,22.274,98.356
7/6/19 3:00,21.867,98.563
7/6/19 4:00,21.533,98.892
7/6/19 5:00,21.246,99.154
7/6/19 6:00,21.318,99.538
7/6/19 7:00,21.366,99.733
7/6/19 8:00,23.256,98.986
7/6/19 9:00,24.436,93.959
7/6/19 10:00,25.065,91.255
7/6/19 11:00,25.21,89.501
7/6/19 12:00,28.245,79.367
7/6/19 13:00,29.715,71.065
7/6/19 14:00,28.667,76.673
7/6/19 15:00,29.64,72.824
7/6/19 16:00,28.593,76.246
7/6/19 17:00,29.54,72.176
7/6/19 18:00,29.414,69.44
7/6/19 19:00,29.715,72.058
7/6/19 20:00,26.695,76.923
7/6/19 21:00,23.954,90.383
7/6/19 22:00,23.184,93.994
7/6/19 23:00,22.633,96.232
7/7/19 0:00,22.25,96.504
7/7/19 1:00,21.748,97.218
7/7/19 2:00,21.294,97.886
7/7/19 3:00,20.936,98.157
7/7/19 4:00,20.65,98.811
7/7/19 5:00,20.65,99.175
7/7/19 6:00,20.698,99.396
7/7/19 7:00,21.008,99.584
7/7/19 8:00,22.944,98.166
7/7/19 9:00,26.5,87.493
7/7/19 10:00,29.565,78.441
7/7/19 11:00,29.215,76.487
7/7/19 12:00,29.79,72.642
7/7/19 13:00,30.697,72.573
7/7/19 14:00,30.621,71.715
7/7/19 15:00,30.369,72.991
7/7/19 16:00,30.091,70.893
7/7/19 17:00,30.041,69.674
7/7/19 18:00,30.469,72.079
7/7/19 19:00,31.382,68.421
7/7/19 20:00,27.628,82.96
7/7/19 21:00,25.987,86.31
7/7/19 22:00,24.653,89.699
7/7/19 23:00,23.737,88.213
7/8/19 0:00,22.896,90.81
