Date Time,Temp (°C) c:1,RH (%) c:1 2
07/03/19 10:00:00,25.987,81.718
07/03/19 11:00:00,30.318,69.875
07/03/19 12:00:00,29.365,72.832
07/03/19 13:00:00,31.306,64.095
07/03/19 14:00:00,26.598,74.881
07/03/19 15:00:00,26.622,73.174
07/03/19 16:00:00,27.875,73.205
07/03/19 17:00:00,28.816,68.848
07/03/19 18:00:00,28.270,76.211
07/03/19 19:00:00,27.751,79.003
07/03/19 20:00:00,25.841,86.642
07/03/19 21:00:00,24.050,91.609
07/03/19 22:00:00,22.465,96.055
07/03/19 23:00:00,22.298,97.679
07/04/19 00:00:00,22.561,96.585
07/04/19 01:00:00,21.246,98.292
07/04/19 02:00:00,20.507,99.085
07/04/19 03:00:00,20.222,99.966
07/04/19 04:00:00,20.817,100.000
07/04/19 05:00:00,21.175,100.000
07/04/19 06:00:00,20.936,99.980
07/04/19 07:00:00,20.817,100.000
07/04/19 08:00:00,21.557,99.576
07/04/19 09:00:00,22.872,96.772
07/04/19 10:00:00,24.460,87.245
07/04/19 11:00:00,28.941,69.687
07/04/19 12:00:00,28.468,71.945
07/04/19 13:00:00,31.001,66.422
07/04/19 14:00:00,41.181,34.514
07/04/19 15:00:00,36.254,47.645
07/04/19 16:00:00,32.949,56.542
07/04/19 17:00:00,33.313,53.800
07/04/19 18:00:00,34.889,47.346
07/04/19 19:00:00,30.318,63.777
07/04/19 20:00:00,27.702,81.050
07/04/19 21:00:00,25.380,88.321
07/04/19 22:00:00,23.761,94.731
07/04/19 23:00:00,22.920,96.466
07/05/19 00:00:00,22.561,98.064
07/05/19 01:00:00,22.250,98.612
07/05/19 02:00:00,21.795,99.015
07/05/19 03:00:00,21.485,99.635
07/05/19 04:00:00,21.127,99.720
07/05/19 05:00:00,20.770,99.986
07/05/19 06:00:00,20.507,100.000
07/05/19 07:00:00,20.484,100.000
07/05/19 08:00:00,21.581,100.000
07/05/19 09:00:00,23.665,96.979
07/05/19 10:00:00,26.012,88.580
07/05/19 11:00:00,30.900,68.915
07/05/19 12:00:00,29.916,66.022
07/05/19 13:00:00,34.969,46.794
07/05/19 14:00:00,39.205,39.565
07/05/19 15:00:00,40.228,37.747
07/05/19 16:00:00,35.208,49.067
07/05/19 17:00:00,34.124,52.422
07/05/19 18:00:00,35.022,49.996
07/05/19 19:00:00,30.268,71.499
07/05/19 20:00:00,27.801,81.849
07/05/19 21:00:00,25.162,90.151
07/05/19 22:00:00,23.978,93.546
07/05/19 23:00:00,23.328,96.146
07/06/19 00:00:00,22.800,97.309
07/06/19 01:00:00,22.417,98.289
07/06/19 02:00:00,22.034,99.026
07/06/19 03:00:00,21.557,99.368
07/06/19 04:00:00,21.270,99.759
07/06/19 05:00:00,20.984,100.000
07/06/19 06:00:00,21.056,100.000
07/06/19 07:00:00,21.127,100.000
07/06/19 08:00:00,22.537,100.000
07/06/19 09:00:00,24.388,94.675
07/06/19 10:00:00,25.380,89.181
07/06/19 11:00:00,25.793,86.153
