Date Time,Temp (°C) c:1,RH (%) c:1 2
07/02/19 10:00:00,32.433,55.508
07/02/19 11:00:00,28.841,74.163
07/02/19 12:00:00,27.974,84.094
07/02/19 13:00:00,31.153,74.699
07/02/19 14:00:00,28.593,84.287
07/02/19 15:00:00,29.265,80.830
07/02/19 16:00:00,28.916,82.319
07/02/19 17:00:00,28.593,84.173
07/02/19 18:00:00,27.628,86.571
07/02/19 19:00:00,25.598,90.532
07/02/19 20:00:00,23.328,96.252
07/02/19 21:00:00,22.944,97.056
07/02/19 22:00:00,22.561,97.061
07/02/19 23:00:00,22.082,98.253
07/03/19 00:00:00,22.250,97.877
07/03/19 01:00:00,21.891,97.519
07/03/19 02:00:00,21.795,97.967
07/03/19 03:00:00,21.246,97.873
07/03/19 04:00:00,20.913,98.360
07/03/19 05:00:00,20.555,98.395
07/03/19 06:00:00,20.388,98.689
07/03/19 07:00:00,20.388,99.208
07/03/19 08:00:00,21.056,99.882
07/03/19 09:00:00,22.609,99.652
07/03/19 10:00:00,23.857,93.219
07/03/19 11:00:00,25.186,95.201
07/03/19 12:00:00,26.646,89.175
07/03/19 13:00:00,31.484,68.836
07/03/19 14:00:00,25.866,88.935
07/03/19 15:00:00,25.016,86.397
07/03/19 16:00:00,25.453,89.143
07/03/19 17:00:00,25.890,90.326
07/03/19 18:00:00,25.671,91.869
07/03/19 19:00:00,25.671,92.088
07/03/19 20:00:00,24.074,93.435
07/03/19 21:00:00,23.208,93.381
07/03/19 22:00:00,22.106,95.112
07/03/19 23:00:00,21.843,95.071
07/04/19 00:00:00,22.034,97.398
07/04/19 01:00:00,21.151,97.192
07/04/19 02:00:00,20.555,98.108
07/04/19 03:00:00,20.174,98.839
07/04/19 04:00:00,20.079,99.436
07/04/19 05:00:00,19.984,98.424
07/04/19 06:00:00,20.293,99.908
07/04/19 07:00:00,20.269,99.487
07/04/19 08:00:00,20.746,100.000
07/04/19 09:00:00,21.676,100.000
07/04/19 10:00:00,23.208,96.328
07/04/19 11:00:00,24.171,94.378
07/04/19 12:00:00,25.380,90.479
07/04/19 13:00:00,29.240,76.197
07/04/19 14:00:00,34.097,56.099
07/04/19 15:00:00,29.991,70.633
07/04/19 16:00:00,28.518,81.599
07/04/19 17:00:00,27.974,77.795
07/04/19 18:00:00,27.333,86.250
07/04/19 19:00:00,26.671,90.845
07/04/19 20:00:00,25.890,93.780
07/04/19 21:00:00,25.089,95.203
07/04/19 22:00:00,23.978,96.047
07/04/19 23:00:00,23.352,97.348
07/05/19 00:00:00,23.016,98.291
07/05/19 01:00:00,22.705,98.471
07/05/19 02:00:00,22.298,99.359
07/05/19 03:00:00,22.034,99.445
07/05/19 04:00:00,21.700,99.459
07/05/19 05:00:00,21.604,100.000
