effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,(Intercept),0.6469338099196565,0.33032238810998626,-0.00929018605177104,1.3335663627779535
fixed,cond,NA,litter.g.cm2,-39.40624052816026,4.142129958105749,-47.67349779922538,-31.36195341795096
fixed,cond,NA,sterilized,-0.02504671766135743,0.06497517907027794,-0.15230465656632713,0.1010437612102545
fixed,cond,NA,litter.g.cm2:sterilized,-5.294646010644522,5.191005229178475,-15.327051854631506,4.896518938805097
ran_pars,cond,site,sd__(Intercept),0.5577565029141028,0.40455152184995774,0.19309570932605527,1.6509860055250443
