effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,b0_treatmentcontrol,79.96823867368411,9.887082793308359,60.86380469854674,99.53192755009984
fixed,cond,NA,b0_treatmentfungicide,81.75897295018508,10.044459973236693,61.93051678966038,101.27205228145904
fixed,cond,NA,alpha_treatmentcontrol,0.4367874490178736,0.6434720819933515,0.010756203180299835,2.1741400699650706
fixed,cond,NA,alpha_treatmentfungicide,0.2354705230353539,0.3352858733597469,0.005317386818912612,1.1110629178739662
ran_pars,cond,site,sd__b0_(Intercept),258.1094680800178,213.88410344577522,48.13503082962433,812.3401666976882
ran_pars,cond,Residual,sd__Observation,518.5545944461738,78.35071787394577,391.54269006231584,698.2100095420926
