time,species,N
1,Annual,43547.77218405569
2,Annual,43547.59806675684
3,Annual,43546.68379536966
4,Annual,43541.60639966869
5,Annual,41516.361748032745
6,Annual,41454.95130260016
7,Annual,41485.13054342629
8,Annual,41504.688755660354
9,Annual,41513.533485564825
10,Annual,41516.955813934626
11,Annual,41518.11601949447
12,Annual,41518.44650230849
13,Annual,41518.509906363244
14,Annual,41518.50333069642
15,Annual,41518.48680563787
16,Annual,41518.4744529986
17,Annual,41518.46724634
18,Annual,41518.46351052465
19,Annual,41518.461710977914
20,Annual,41518.46088857804
21,Annual,41518.46052800824
22,Annual,41518.46037536388
23,Annual,41518.460312732765
24,Annual,41518.46028777664
25,Annual,41518.46027811354
26,Annual,41518.46027447995
27,Annual,41518.46027315583
28,Annual,41518.46027268993
29,Annual,41518.46027253284
30,Annual,41518.460272482436
31,Annual,41518.46027246752
32,Annual,41518.46027246367
33,Annual,41518.46027246289
34,Annual,41518.460272462864
35,Annual,41518.46027246311
36,Annual,41518.46027246312
37,Annual,41518.460272463046
38,Annual,41518.460272463155
39,Annual,41518.46027246309
40,Annual,41518.46027246312
41,Annual,41518.46027246312
42,Annual,41518.46027246312
43,Annual,41518.460272463046
44,Annual,41518.46027246308
45,Annual,41518.460272463046
46,Annual,41518.46027246312
47,Annual,41518.4602724632
48,Annual,41518.460272463206
49,Annual,41518.460272463206
50,Annual,41518.46027246316
51,Annual,41518.460272463126
52,Annual,41518.4602724632
53,Annual,41518.46027246324
54,Annual,41518.46027246316
55,Annual,41518.460272463206
56,Annual,41518.46027246324
57,Annual,41518.460272463206
58,Annual,41518.46027246324
59,Annual,41518.46027246316
60,Annual,41518.46027246316
61,Annual,41518.46027246316
62,Annual,41518.46027246316
63,Annual,41518.460272463126
64,Annual,41518.46027246308
65,Annual,41518.46027246312
66,Annual,41518.46027246312
67,Annual,41518.46027246308
68,Annual,41518.46027246312
69,Annual,41518.460272463155
70,Annual,41518.46027246327
71,Annual,41518.46027246316
72,Annual,41518.46027246316
73,Annual,41518.46027246324
74,Annual,41518.460272463126
75,Annual,41518.46027246308
76,Annual,41518.46027246312
77,Annual,41518.46027246312
78,Annual,41518.460272463155
79,Annual,41518.460272463126
80,Annual,41518.460272463155
81,Annual,41518.46027246324
82,Annual,41518.46027246316
83,Annual,41518.46027246309
84,Annual,41518.460272463155
85,Annual,41518.46027246327
86,Annual,41518.460272463126
87,Annual,41518.460272463155
88,Annual,41518.460272463206
89,Annual,41518.460272463206
90,Annual,41518.46027246316
91,Annual,41518.460272463206
92,Annual,41518.46027246316
93,Annual,41518.460272463126
94,Annual,41518.46027246312
95,Annual,41518.46027246308
96,Annual,41518.460272463155
97,Annual,41518.46027246316
98,Annual,41518.46027246309
99,Annual,41518.46027246312
100,Annual,41518.460272463155
1,Perennial first-year,14160.61632515268
2,Perennial first-year,14160.423050633635
3,Perennial first-year,14159.357706212671
4,Perennial first-year,14153.632580839156
5,Perennial first-year,5404.35719063995
6,Perennial first-year,3169.016009550448
7,Perennial first-year,2551.7171024417044
8,Perennial first-year,2369.2734306694692
9,Perennial first-year,2316.234080912939
10,Perennial first-year,2302.588867543303
11,Perennial first-year,2300.1386600404226
12,Perennial first-year,2300.3302560652437
13,Perennial first-year,2300.8458281278627
14,Perennial first-year,2301.2089080236224
15,Perennial first-year,2301.4070680595146
16,Perennial first-year,2301.502863894385
17,Perennial first-year,2301.5457471495483
18,Perennial first-year,2301.563869044315
19,Perennial first-year,2301.571162247268
20,Perennial first-year,2301.573965901242
21,Perennial first-year,2301.574993783571
22,Perennial first-year,2301.5753507598956
23,Perennial first-year,2301.5754664217366
24,Perennial first-year,2301.5755002173555
25,Perennial first-year,2301.5755083441195
26,Perennial first-year,2301.5755093763514
27,Perennial first-year,2301.5755089161817
28,Perennial first-year,2301.5755084032867
29,Perennial first-year,2301.5755080800113
30,Perennial first-year,2301.5755079105884
31,Perennial first-year,2301.575507830197
32,Perennial first-year,2301.5755077945023
33,Perennial first-year,2301.5755077794574
34,Perennial first-year,2301.575507773386
35,Perennial first-year,2301.5755077710332
36,Perennial first-year,2301.5755077701633
37,Perennial first-year,2301.575507769854
38,Perennial first-year,2301.575507769756
39,Perennial first-year,2301.575507769725
40,Perennial first-year,2301.575507769716
41,Perennial first-year,2301.575507769714
42,Perennial first-year,2301.575507769719
43,Perennial first-year,2301.5755077697204
44,Perennial first-year,2301.575507769715
45,Perennial first-year,2301.575507769715
46,Perennial first-year,2301.5755077697177
47,Perennial first-year,2301.5755077697195
48,Perennial first-year,2301.5755077697136
49,Perennial first-year,2301.5755077697104
50,Perennial first-year,2301.5755077697145
51,Perennial first-year,2301.575507769716
52,Perennial first-year,2301.5755077697154
53,Perennial first-year,2301.5755077697168
54,Perennial first-year,2301.575507769715
55,Perennial first-year,2301.575507769714
56,Perennial first-year,2301.575507769713
57,Perennial first-year,2301.575507769711
58,Perennial first-year,2301.57550776971
59,Perennial first-year,2301.57550776971
60,Perennial first-year,2301.5755077697086
61,Perennial first-year,2301.57550776971
62,Perennial first-year,2301.5755077697145
63,Perennial first-year,2301.5755077697086
64,Perennial first-year,2301.5755077697113
65,Perennial first-year,2301.5755077697104
66,Perennial first-year,2301.5755077697136
67,Perennial first-year,2301.575507769712
68,Perennial first-year,2301.5755077697113
69,Perennial first-year,2301.575507769715
70,Perennial first-year,2301.575507769712
71,Perennial first-year,2301.5755077697077
72,Perennial first-year,2301.5755077697177
73,Perennial first-year,2301.575507769715
74,Perennial first-year,2301.575507769713
75,Perennial first-year,2301.575507769712
76,Perennial first-year,2301.575507769711
77,Perennial first-year,2301.5755077697136
78,Perennial first-year,2301.575507769713
79,Perennial first-year,2301.5755077697195
80,Perennial first-year,2301.575507769717
81,Perennial first-year,2301.575507769715
82,Perennial first-year,2301.575507769714
83,Perennial first-year,2301.5755077697086
84,Perennial first-year,2301.575507769712
85,Perennial first-year,2301.575507769712
86,Perennial first-year,2301.5755077697095
87,Perennial first-year,2301.575507769714
88,Perennial first-year,2301.575507769714
89,Perennial first-year,2301.5755077697145
90,Perennial first-year,2301.5755077697104
91,Perennial first-year,2301.5755077697117
92,Perennial first-year,2301.5755077697145
93,Perennial first-year,2301.5755077697168
94,Perennial first-year,2301.5755077697154
95,Perennial first-year,2301.575507769712
96,Perennial first-year,2301.5755077697104
97,Perennial first-year,2301.5755077697163
98,Perennial first-year,2301.5755077697177
99,Perennial first-year,2301.575507769712
100,Perennial first-year,2301.5755077697095
1,Perennial adult,28709.44835237306
2,Perennial adult,28697.19050522951
3,Perennial adult,28685.357826153755
4,Perennial adult,28673.858088695797
5,Perennial adult,28334.634377045975
6,Perennial adult,27311.47806459643
7,Perennial adult,26166.24210935655
8,Perennial adult,25035.751540468318
9,Perennial adult,23954.281786043215
10,Perennial adult,22928.718308995052
11,Perennial adult,21958.349489708024
12,Perennial adult,21040.5417612226
13,Perennial adult,20172.37684584876
14,Perennial adult,19351.06426420453
15,Perennial adult,18574.0060559558
16,Perennial adult,17838.780744046115
17,Perennial adult,17143.118654224036
18,Perennial adult,16484.883043807928
19,Perennial adult,15862.057099913729
20,Perennial adult,15272.734654611475
21,Perennial adult,14715.112961954204
22,Perennial adult,14187.486596162264
23,Perennial adult,13688.241999181755
24,Perennial adult,13215.85245506284
25,Perennial adult,12768.873387671054
26,Perennial adult,12345.93793145292
27,Perennial adult,11945.752747732658
28,Perennial adult,11567.094068545337
29,Perennial adult,11208.80395406856
30,Perennial adult,10869.78675159609
31,Perennial adult,10549.005745038436
32,Perennial adult,10245.479984655545
33,Perennial adult,9958.281287317946
34,Perennial adult,9686.531398123821
35,Perennial adult,9429.399304694063
36,Perennial adult,9186.098695933822
37,Perennial adult,8955.885557490117
38,Perennial adult,8738.055896552793
39,Perennial adult,8531.943589041424
40,Perennial adult,8336.918342594925
41,Perennial adult,8152.383769134676
42,Perennial adult,7977.775561107121
43,Perennial adult,7812.559765828727
44,Perennial adult,7656.23115265629
45,Perennial adult,7508.311667989357
46,Perennial adult,7368.348973380174
47,Perennial adult,7235.915062280681
48,Perennial adult,7110.6049511965675
49,Perennial adult,6992.035441245933
50,Perennial adult,6879.843946335383
51,Perennial adult,6773.687384370135
52,Perennial adult,6673.241128107424
53,Perennial adult,6578.198012444945
54,Perennial adult,6488.267395108589
55,Perennial adult,6403.174267867067
56,Perennial adult,6322.658415555503
57,Perennial adult,6246.47362033629
58,Perennial adult,6174.386908763845
59,Perennial adult,6106.177839350761
60,Perennial adult,6041.637828456753
61,Perennial adult,5980.569512438945
62,Perennial adult,5922.786144112972
63,Perennial adult,5868.111021679247
64,Perennial adult,5816.376948368065
65,Perennial adult,5767.425721151137
66,Perennial adult,5721.107646956011
67,Perennial adult,5677.281084903994
68,Perennial adult,5635.812013171701
69,Perennial adult,5596.573619151723
70,Perennial adult,5559.445911659102
71,Perennial adult,5524.315353997753
72,Perennial adult,5491.074516764732
73,Perennial adult,5459.621749330648
74,Perennial adult,5429.860868991571
75,Perennial adult,5401.700866841902
76,Perennial adult,5375.0556294687285
77,Perennial adult,5349.843675616617
78,Perennial adult,5325.987907017576
79,Perennial adult,5303.415372624198
80,Perennial adult,5282.057045525038
81,Perennial adult,5261.847611860002
82,Perennial adult,5242.725271090271
83,Perennial adult,5224.63154701198
84,Perennial adult,5207.511108935717
85,Perennial adult,5191.311602485037
86,Perennial adult,5175.9834894965325
87,Perennial adult,5161.479896531915
88,Perennial adult,5147.75647153883
89,Perennial adult,5134.771248222076
90,Perennial adult,5122.484517710493
91,Perennial adult,5110.85870712705
92,Perennial adult,5099.858264690826
93,Perennial adult,5089.449550999498
94,Perennial adult,5079.600736159896
95,Perennial adult,5070.2817024520555
96,Perennial adult,5061.463952229087
97,Perennial adult,5053.120520771248
98,Perennial adult,5045.225893827708
99,Perennial adult,5037.7559295938545
100,Perennial adult,5030.687784885546
1,Litter,2660.469458290261
2,Litter,2660.482729487427
3,Litter,2660.559282088446
4,Litter,2661.0005135472265
5,Litter,2274.113443424919
6,Litter,1876.7986485085926
7,Litter,1649.6379272269642
8,Litter,1539.3187686467224
9,Litter,1489.9192620378126
10,Litter,1468.9869638329321
11,Litter,1460.5106308463037
12,Litter,1457.2191198657606
