effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,e0_(Intercept),0.8050264149456652,0.02246415398684058,0.7639994124044165,0.8514032692548889
fixed,cond,NA,beta_(Intercept),5.061121405619097e-4,2.719027935019722e-4,5.869268459861016e-5,0.0010937185957489814
ran_pars,cond,Residual,sd__Observation,0.07030449758611047,0.011265404788533903,0.052270852173404235,0.09662868188870334
