effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,s0_(Intercept),1197.2927013539504,94.76598569185926,1012.4427774130495,1381.9930069359557,0.9999748038610916,17345.007579780908
fixed,cond,NA,s0_fungicide,767.3780185487544,100.16860312443609,571.05720709893,959.0681590355056,1.0006837159216655,19298.922759133227
fixed,cond,NA,alpha_treatmentfungicide,0.22140076255518118,0.08666342267551819,0.08244763199246595,0.3970295740388822,1.0005160873117134,7527.748471646932
fixed,cond,NA,alpha_treatmentwater,0.09415190699762425,0.04278723486794863,0.023462563883188407,0.17956984997037026,1.0002630569442041,6932.22870875298
ran_pars,cond,site,sd__s0_(Intercept),270.00116712583224,238.69487673823204,0.002908214171406081,725.9775359990916,1.0005386431476928,4996.230606496177
ran_pars,cond,site:plotID,sd__s0_(Intercept),928.9697081877518,187.71439589349208,587.2199579801921,1292.7737802815952,1.0007138149530614,4818.7673465716325
ran_pars,cond,Residual,sd__Observation,422.2056155888769,35.63222315818835,354.6212769158259,491.85073813498553,0.9999535774621775,14018.870177847115
