effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,maxEst_(Intercept),0.027556305486103317,0.013367277828214263,0.004445186583697088,0.056855483501461745
fixed,cond,NA,betaL_(Intercept),12.751324255704084,11.256428443163294,0.47007431281633416,42.53080190867269
ran_pars,cond,Residual,sd__Observation,0.033987394492712646,0.00837269610516915,0.022114680749422366,0.05461539320244478
