effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,(Intercept),3.8994682344171454,0.7466678200731662,2.3951526352245116,5.43104406941373
fixed,cond,NA,ageseedling,-2.096333493063902,0.21549413538526396,-2.512835744590756,-1.6732085884054637
fixed,cond,NA,fungicide,-0.18525192652295203,0.29624958367487597,-0.7670498870377772,0.3904832695518916
fixed,cond,NA,ageseedling:fungicide,0.12645871425317237,0.3029105754890223,-0.4983293185400722,0.698917296325935
ran_pars,cond,site,sd__(Intercept),1.269678250213245,0.740279843117895,0.3615345151691245,2.6865052991379526
ran_pars,cond,site:plotID,sd__(Intercept),0.6271815163950158,0.10477056058490548,0.4290424104897733,0.8417629518395132
ran_pars,cond,Residual,sd__Observation,1.1726578338777118,0.0547140058789822,1.0649192878940956,1.2783177226790772
