effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,e0_(Intercept),0.03803604843243548,0.015028864190797584,0.008079235260316744,0.06700870254025941,1.0002043444833053,7820.4912391986345
fixed,cond,NA,beta_(Intercept),0.32742733691458,0.32942356631177644,1.3416130461017787e-4,0.9815932605058334,1.0000220296229896,15184.067906200966
ran_pars,cond,site_block,sd__e0_(Intercept),0.038034776899303194,0.03867178186569802,1.0519546461948016e-5,0.10139487401774791,1.000966718660228,3460.65149608685
ran_pars,cond,Residual,sd__Observation,0.03093179161821688,0.00831939023914374,0.01719625105137738,0.04682602787313701,1.0000682087554766,8884.034504263516
