effect,component,group,term,estimate,std.error,conf.low,conf.high,rhat,ess
fixed,cond,NA,(Intercept),-2.1847526636454697,0.24744492485822317,-2.6889989454797973,-1.6852281746319075,1.0003921870286454,6504.9787382205095
fixed,cond,NA,fungicide,-0.8499741041920391,0.1788392187089384,-1.2004042252700573,-0.49929967853881546,1.000058419051116,7275.991181511303
ran_pars,cond,site,sd__(Intercept),0.3808370596848888,0.2746918759517326,5.587934147486146e-5,0.9014600287133961,1.0011653904436293,5042.041258364092
ran_pars,cond,site:plotID,sd__(Intercept),0.607671134199507,0.08693459411866616,0.4459969091795971,0.7833349608086692,1.0003594252196772,5888.655491107415
