Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
lesions:D1_7F_BgMv,66,36838,558.152,0.292,255,83.424,31.536,16.254,90.386
leaf:D1_7F_Mv1,1,207432,207432,21.987,255,2543.759,1048.406,251.916,173.762
lesions:D1_7F_Mv1,2,1046,523,0.32,255,89.376,34.253,18.842,86.733
leaf:D1_7F_Mv2,1,215185,215185,23.652,255,2533.516,1038.834,263.74,174.357
lesions:D1_7F_Mv2,3,1790,596.667,0.549,255,100.198,36.279,18.112,122.671
leaf:D1_7F_Mv3,1,314285,314285,30.927,255,3465.197,1454.329,275.151,178.218
lesions:D1_7F_Mv3,2,630,315,0.136,255,71.184,26.658,15.526,159.197
leaf:D1_7W_BgMv,10,4168732,416873.2,25.229,255,3924.402,1626.673,324.952,72.313
lesions:D1_7W_BgMv,275,223560,812.945,1.736,255,103.942,37.719,18.198,93.218
leaf:D1_7W_Mv1,1,287155,287155,24.568,255,3291.339,1375.958,265.718,6.307
lesions:D1_7W_Mv1,32,29732,929.125,6.357,255,122.084,41.903,19.39,73.316
leaf:D1_7W_Mv2,1,91288,91288,16.127,255,1820.673,744.969,156.022,179.18
lesions:D1_7W_Mv2,6,6543,1090.5,4.825,255,139.821,54.61,17.276,100.254
leaf:D1_7W_Mv3,1,403489,403489,28.24,255,4031.18,1713.073,299.893,177.527
lesions:D1_7W_Mv3,11,15513,1410.273,2.614,255,165.557,59.328,27.699,142.634
leaf:D1_8F_BgMv,10,3606097,360609.7,23.994,255,3726.94,1555.553,292.254,171.306
lesions:D1_8F_BgMv,80,52018,650.225,0.435,255,89.801,33.111,14.878,113.997
leaf:D1_8F_Mv1,1,424321,424321,29.052,255,4398.744,1696.468,318.463,178.64
lesions:D1_8F_Mv1,27,10433,386.407,1.674,255,61.901,23.169,10.991,84.11
leaf:D1_8F_Mv2,1,306315,306315,23.978,255,3732.362,1596.361,244.313,0.521
lesions:D1_8F_Mv2,7,2355,336.429,0.535,255,66.437,27.047,12.29,83.229
leaf:D1_8F_Mv3,1,340252,340252,22.321,255,3674.15,1508.237,287.238,176.973
lesions:D1_8F_Mv3,11,3149,286.273,0.596,255,66.514,24.339,9.862,85.263
leaf:D1_8W_BgMv,10,4332993,433299.3,24.019,255,4193.875,1741.556,315.246,107.345
lesions:D1_8W_BgMv,355,291825,822.042,1.988,255,106.954,38.769,17.829,91.298
leaf:D1_8W_Mv1,1,437699,437699,33.605,255,4328.761,1799.826,309.639,2.517
lesions:D1_8W_Mv1,34,29890,879.118,4.584,255,106.446,37.459,19.192,65.216
leaf:D1_8W_Mv2,1,152194,152194,22.01,255,2575.876,1039.527,186.411,175.994
lesions:D1_8W_Mv2,15,8134,542.267,3.325,255,95.218,35.789,11.7,93.035
leaf:D1_8W_Mv3,1,372198,372198,24.054,255,3802.425,1589.416,298.158,169.526
lesions:D1_8W_Mv3,41,15847,386.512,2.145,255,69.131,25.678,13.971,139.438
leaf:D1_9F_BgMv,10,2728906,272890.6,18.894,255,3305.878,1360.572,254.581,157.642
lesions:D1_9F_BgMv,69,94099,1363.754,0.904,255,147.786,56.47,20.575,104.519
leaf:D1_9F_Mv1,1,135445,135445,25.099,255,2294.614,974.267,177.009,2.683
lesions:D1_9F_Mv1,6,10890,1815,5.489,255,180.118,74.047,19.053,120.019
leaf:D1_9F_Mv2,1,117064,117064,16.413,255,2023.675,834.952,178.514,166.002
lesions:D1_9F_Mv2,2,1546,773,0.654,255,111.397,43.831,21.277,162.78
leaf:D1_9F_Mv3,1,235341,235341,27.374,255,2974.161,1222.921,245.024,176.202
lesions:D1_9F_Mv3,4,7014,1753.5,1.964,255,203.292,62.728,24.046,52.031
leaf:D1_9W_BgMv,10,3394875,339487.5,23.347,255,3596.268,1480.46,287.118,124.641
lesions:D1_9W_BgMv,94,115521,1228.947,0.965,255,136.701,52.038,19.503,101.119
leaf:D1_9W_Mv1,1,344577,344577,25.654,255,3664.626,1467.533,298.957,174.465
lesions:D1_9W_Mv1,6,4864,810.667,0.812,255,111.895,42.513,20.282,136.331
leaf:D1_9W_Mv2,1,256653,256653,23.516,255,3225.256,1339.802,243.902,174.071
lesions:D1_9W_Mv2,7,13368,1909.714,3.16,255,214.85,65.051,31.42,78.068
leaf:D1_9W_Mv3,1,290310,290310,27.029,255,3495.055,1444.199,255.944,178.816
lesions:D1_9W_Mv3,5,5064,1012.8,1.171,255,121.554,48.862,19.741,105.091
leaf:D2_10F_BgMv,6,1650336,275056,19.125,255,3282.233,1353.442,251.192,32.527
lesions:D2_10F_BgMv,18,17255,958.611,0.252,255,133.661,53.495,19.483,88.011
leaf:D2_10F_Mv1,1,393405,393405,21.682,255,4078.768,1697.445,295.09,9.107
lesions:D2_10F_Mv1,2,4605,2302.5,0.596,255,250.158,100.621,28.932,164.399
leaf:D2_10F_Mv2,1,497029,497029,19.162,255,4841.964,2035.569,310.89,172.208
lesions:D2_10F_Mv2,2,2109,1054.5,0.221,255,133.497,58.933,13.467,131.67
leaf:D2_10W_BgMv,10,3528085,352808.5,21.687,255,3658.054,1528.603,284.168,105.67
lesions:D2_10W_BgMv,248,222846,898.573,1.626,255,110.131,39.752,16.55,107.82
leaf:D2_10W_Mv1,1,374751,374751,23.369,255,4024.244,1711.092,278.856,177.978
lesions:D2_10W_Mv1,39,48184,1235.487,8.936,255,150.006,55.589,18.152,70.365
leaf:D2_10W_Mv2,1,281317,281317,21.816,255,3333.197,1368.347,261.764,177.476
lesions:D2_10W_Mv2,38,17664,464.842,4.064,255,74.5,29.547,11.916,89.019
leaf:D2_10W_Mv3,1,87437,87437,15.703,255,1712.129,705.989,157.691,171.22
lesions:D2_10W_Mv3,10,11497,1149.7,7.848,255,147.769,39.382,23.709,106.409
leaf:D2_1F_BgMv,10,4115195,411519.5,23.752,255,4071.868,1700.571,307.247,108.573
lesions:D2_1F_BgMv,60,29940,499,0.201,255,82.071,32.263,13.925,91.14
leaf:D2_1F_Mv1,1,399281,399281,37.469,255,3821.222,1586.986,320.343,2.012
lesions:D2_1F_Mv1,2,862,431,0.146,255,102.548,39.318,13.241,14.104
leaf:D2_1F_Mv2,1,287719,287719,30.174,255,3099.381,1251.712,292.667,0.995
lesions:D2_1F_Mv2,16,21778,1361.125,5.261,255,156.478,54.242,18.433,73.468
leaf:D2_1F_Mv3,1,340716,340716,23.756,255,3884.043,1655.88,261.983,177.247
lesions:D2_1F_Mv3,5,4509,901.8,0.892,255,122.051,46.184,22.429,136.722
leaf:D2_1W_BgMv,10,2458194,245819.4,16.273,255,3211.142,1333.332,232.632,105.64
lesions:D2_1W_BgMv,59,36090,611.695,0.307,255,91.714,34.825,12.861,100.039
leaf:D2_1W_Mv1,1,483002,483002,29.35,255,4706.05,1973.174,311.669,178.161
lesions:D2_1W_Mv1,1,5289,5289,0.729,255,510.534,210.942,31.924,178.444
leaf:D2_1W_Mv2,1,227444,227444,25.701,255,2907.776,1218.462,237.669,178.548
lesions:D2_1W_Mv2,3,1912,637.333,0.578,255,125.369,54.152,13.833,54.899
leaf:D2_1W_Mv3,1,373456,373456,26.499,255,4044.435,1644.565,289.134,0.186
lesions:D2_1W_Mv3,7,2658,379.714,0.48,255,71.739,29.031,12.944,46.156
leaf:D2_2F_BgMv,6,1570303,261717.167,18.126,255,3430.041,1408.144,234.378,118.335
lesions:D2_2F_BgMv,20,17418,870.9,0.27,255,119.669,39.915,17.743,79.961
leaf:D2_2F_Mv3,1,166404,166404,12.455,255,2791.332,1073.073,197.444,173.267
lesions:D2_2F_Mv3,5,1073,214.6,0.373,255,52.042,21.747,8.823,83.2
leaf:D2_2W_BgMv,10,3485649,348564.9,21.615,254.976,3762.765,1521.676,287.305,90.048
lesions:D2_2W_BgMv,247,163451,661.745,1.175,255,97.465,35.599,16.642,96.877
leaf:D2_2W_Mv1,1,413145,413145,25.431,255,4165.042,1731.21,303.853,12.052
lesions:D2_2W_Mv1,29,23172,799.034,2.579,255,99.252,34.983,18.39,28.645
leaf:D2_2W_Mv2,1,379813,379813,25.967,255,4096.986,1651.356,292.846,3.467
lesions:D2_2W_Mv2,13,7485,575.769,1.253,255,81.052,32.516,12.186,60.361
leaf:D2_2W_Mv3,1,230397,230397,18.139,255,2959.707,1231.838,238.141,169.839
lesions:D2_2W_Mv3,27,33296,1233.185,7.396,255,131.686,47.045,22.224,131.835
leaf:D2_3F_BgMv,10,2863790,286379,17.956,255,3415.832,1420.893,253.274,106.59
lesions:D2_3F_BgMv,53,42908,809.585,0.332,255,103.092,37.545,16.533,88.863
leaf:D2_3F_Mv1,1,203736,203736,23.803,255,2999.734,1256.216,206.497,175.819
lesions:D2_3F_Mv1,4,813,203.25,0.243,255,54.602,22.74,10.053,132.963
leaf:D2_3F_Mv2,1,190384,190384,16.879,255,2654.119,1112.07,217.976,172.876
lesions:D2_3F_Mv2,1,580,580,0.185,255,95.598,38.425,19.219,171.832
leaf:D2_3F_Mv3,1,431891,431891,20.069,255,4483.814,1895.857,290.054,172.842
lesions:D2_3F_Mv3,6,1449,241.5,0.187,255,52.399,20.917,10.584,127.637
leaf:D2_3W_BgMv,10,3528907,352890.7,22.626,255,3886.974,1630.466,270.56,122.936
lesions:D2_3W_BgMv,74,78213,1056.932,0.583,255,119.691,42.848,18.507,97.75
leaf:D2_3W_Mv1,1,265550,265550,20.65,255,3166.268,1350.125,250.428,173.295
lesions:D2_3W_Mv1,8,2090,261.25,0.47,255,50.943,19.767,11.053,110.079
leaf:D2_3W_Mv2,1,232766,232766,20.806,255,3136.06,1313.997,225.546,175.67
lesions:D2_3W_Mv2,1,5169,5169,1.363,255,348.593,92.372,71.249,176.837
leaf:D2_3W_Mv3,1,257299,257299,21.093,255,3137.263,1287.561,254.437,9.485
lesions:D2_3W_Mv3,3,680,226.667,0.134,255,53.032,19.299,12.223,83.493
leaf:D2_4F_BgMv,10,3369889,336988.9,21.386,255,3822.097,1614.38,262.882,54.562
lesions:D2_4F_BgMv,54,42369,784.611,0.323,255,115.05,46.142,17.366,81.244
leaf:D2_4F_Mv1,1,307090,307090,25.992,255,3759.19,1595.678,245.036,179.328
lesions:D2_4F_Mv1,3,141,47,0.032,255,25.475,9.493,6.356,114.449
leaf:D2_4F_Mv2,1,273171,273171,20.077,255,3332.084,1389.835,250.254,175.392
lesions:D2_4F_Mv2,8,3594,449.25,0.833,255,72.388,30.188,12.691,99.152
leaf:D2_4F_Mv3,1,250691,250691,24.802,255,3151.356,1316.512,242.451,173.285
lesions:D2_4F_Mv3,6,8293,1382.167,2.003,255,169.852,73.235,13.809,138.177
leaf:D2_4W_BgMv,10,3430414,343041.4,24.327,255,3882.005,1614.231,266.097,90.033
lesions:D2_4W_BgMv,190,178052,937.116,1.505,255,113.682,39.932,17.649,87.237
leaf:D2_4W_Mv1,1,437976,437976,34.941,255,4405.825,1876.311,297.205,2.379
lesions:D2_4W_Mv1,25,12031,481.24,1.82,255,79.411,28.653,14.111,62.527
leaf:D2_4W_Mv2,1,385426,385426,24.978,255,4190.435,1791.044,273.996,4.83
lesions:D2_4W_Mv2,30,21524,717.467,3.26,255,87.183,31.615,12.394,49.416
leaf:D2_4W_Mv3,1,273664,273664,21.526,255,3337.641,1403.251,248.309,175.788
lesions:D2_4W_Mv3,33,30692,930.061,7.206,255,124.109,42.742,16.463,98.586
leaf:D2_5F_BgMv,10,3442424,344242.4,24.317,255,3549.113,1485.442,289.641,55.308
lesions:D2_5F_BgMv,84,45014,535.881,0.395,255,88.268,33.487,15.234,96.225
leaf:D2_5F_Mv1,1,557176,557176,30.003,255,5073.506,2140.589,331.413,0.616
lesions:D2_5F_Mv1,13,6398,492.154,0.806,255,77.486,28.707,14.529,52.864
leaf:D2_5F_Mv2,1,364732,364732,31.186,255,3913.222,1667.34,278.522,173.157
lesions:D2_5F_Mv2,7,4662,666,0.758,255,98.767,39.913,18.288,126.423
leaf:D2_5F_Mv3,1,174368,174368,16.997,255,2755.006,1148.146,193.366,174.438
lesions:D2_5F_Mv3,3,1251,417,0.407,255,89.827,37.027,13.49,60.75
leaf:D2_5W_BgMv,10,3142889,314288.9,21.23,255,3321.562,1367.936,280.111,125.287
lesions:D2_5W_BgMv,293,193390,660.034,1.586,255,91.246,32.85,15.592,85.274
leaf:D2_5W_Mv1,1,352289,352289,20.573,255,3999.741,1688.92,265.583,179.802
lesions:D2_5W_Mv1,33,22046,668.061,4.367,255,91.072,31.817,15.488,93.705
leaf:D2_5W_Mv2,1,302471,302471,21.192,255,3615.204,1427.773,269.733,174.445
lesions:D2_5W_Mv2,34,38534,1133.353,7.226,255,145.517,45.003,23.518,108.01
leaf:D2_5W_Mv3,1,346319,346319,28.386,255,3278.092,1327.129,332.256,1.073
lesions:D2_5W_Mv3,67,47597,710.403,9.357,255,97.13,36.065,17.811,75.232
leaf:D2_6F_BgMv,10,2661894,266189.4,18.092,255,3158.873,1304.663,250.369,106.751
lesions:D2_6F_BgMv,121,92183,761.843,0.787,255,102.158,36.542,15.479,86.842
leaf:D2_6F_Mv1,1,220082,220082,17.037,255,3169.537,1311.135,213.721,164.827
lesions:D2_6F_Mv1,7,3040,434.286,0.501,255,85.131,34.337,12.246,160.803
leaf:D2_6F_Mv2,1,127728,127728,16.63,255,2214.698,939.02,173.189,174.535
lesions:D2_6F_Mv2,4,1239,309.75,0.607,255,68.659,26,14.444,129.268
leaf:D2_6F_Mv3,1,346353,346353,23.008,255,3800.896,1603.989,274.934,176.016
lesions:D2_6F_Mv3,28,10397,371.321,1.914,255,71.819,28.09,13.946,114.441
leaf:D2_6W_BgMv,10,2562972,256297.2,20.726,255,3218.1,1328.287,238.952,106.125
lesions:D2_6W_BgMv,155,162791,1050.265,1.603,255,120.138,41.486,16.911,84.204
leaf:D2_6W_Mv1,1,240586,240586,24.761,255,3329.006,1410.396,217.19,0.961
lesions:D2_6W_Mv1,14,22015,1572.5,6.241,255,160.696,42.952,18.007,43.556
leaf:D2_6W_Mv2,1,65216,65216,11.762,255,1657.193,691.479,120.084,1.876
lesions:D2_6W_Mv2,4,2681,670.25,2.682,255,113.705,45.629,17.421,82.583
leaf:D2_6W_Mv3,1,427249,427249,26.841,255,4792.854,2023.167,268.881,179.536
lesions:D2_6W_Mv3,14,17059,1218.5,2.743,255,126.521,50.369,16.801,106.909
leaf:D2_7F_BgMv,10,2303294,230329.4,17.749,255,3001.374,1254.677,231.378,105.831
lesions:D2_7F_BgMv,49,15331,312.878,0.151,255,58.547,22.633,10.804,88.915
leaf:D2_7F_Mv1,1,208498,208498,19.21,255,2762.244,1158.734,229.102,8.758
lesions:D2_7F_Mv1,1,522,522,0.147,255,94.912,35.229,18.866,7.128
leaf:D2_7F_Mv2,1,335044,335044,23.583,255,3709.499,1555.291,274.284,177.988
lesions:D2_7F_Mv2,2,247,123.5,0.049,255,45.092,19.119,8.234,174.775
leaf:D2_7W_BgMv,10,3218777,321877.7,25.519,255,3594.07,1461.965,275.776,73.944
lesions:D2_7W_BgMv,312,319258,1023.263,2.856,255,123.862,42.381,17.337,84.739
leaf:D2_7W_Mv1,1,326862,326862,26.87,255,3450.511,1439.287,289.153,175.436
lesions:D2_7W_Mv1,13,7860,604.615,1.533,255,91.365,35.565,15.733,115.608
leaf:D2_7W_Mv2,1,542941,542941,30.07,255,5077.88,2049.661,337.272,175.275
lesions:D2_7W_Mv2,100,107865,1078.65,12.488,255,112.612,36.347,15.381,117.68
leaf:D2_7W_Mv3,1,428454,428454,21.859,255,4121.991,1734.254,314.559,177.376
lesions:D2_7W_Mv3,73,37362,511.808,5.957,255,81.603,27.346,14.52,100.311
leaf:D2_8F_BgMv,10,3208032,320803.2,25.37,255,3498.167,1447.063,277.926,108.223
lesions:D2_8F_BgMv,119,79977,672.076,0.737,255,98.41,34.378,14.576,88.183
leaf:D2_8F_Mv1,1,235544,235544,22.508,255,2883.606,1193.112,251.363,167.698
lesions:D2_8F_Mv1,1,5027,5027,1.118,255,483.019,180.733,35.415,166.917
leaf:D2_8F_Mv2,1,275820,275820,20.459,255,3298.56,1353.658,259.434,171.441
lesions:D2_8F_Mv2,8,837,104.625,0.155,255,30.165,11.603,6.935,122.75
leaf:D2_8F_Mv3,1,364294,364294,29.15,255,3782.168,1573.997,294.685,179.974
lesions:D2_8F_Mv3,10,7928,792.8,1.478,255,122.906,40.673,17.19,90.542
leaf:D2_8W_BgMv,10,3396557,339655.7,21.545,255,3489.337,1452.212,292.953,106.724
lesions:D2_8W_BgMv,214,177652,830.15,1.487,255,110.242,36.508,17.018,90.445
leaf:D2_8W_Mv1,1,223020,223020,22.722,255,2961.322,1229.528,230.949,11.387
lesions:D2_8W_Mv1,26,14127,543.346,3.199,255,91.43,35.186,14.868,53.808
leaf:D2_8W_Mv2,1,143753,143753,14.723,255,2276.504,952.895,192.08,168.417
lesions:D2_8W_Mv2,11,11871,1079.182,4.334,255,113.174,40.08,15.012,99.48
leaf:D2_8W_Mv3,1,489450,489450,28.407,255,4436.702,1850.179,336.825,2.498
lesions:D2_8W_Mv3,43,30641,712.581,4.151,255,92.627,32.918,16.947,76.75
leaf:D2_9F_BgMv,10,3006784,300678.4,18.818,255,3424.935,1438.187,261.48,107.834
lesions:D2_9F_BgMv,53,34579,652.434,0.262,255,93.679,37.894,15.066,90.101
leaf:D2_9F_Mv1,1,373739,373739,23.389,255,4361.173,1887.789,252.072,1.624
lesions:D2_9F_Mv1,2,304,152,0.055,255,41.456,14.928,10.735,25.791
leaf:D2_9F_Mv2,1,261363,261363,14.416,255,3188.587,1332.614,249.718,5.716
lesions:D2_9F_Mv2,7,2519,359.857,0.599,255,62.98,23.087,12.415,62.891
leaf:D2_9F_Mv3,1,197682,197682,20.789,255,2700.019,1129.989,222.742,6.889
lesions:D2_9F_Mv3,2,508,254,0.155,255,45.456,17.039,10.36,3.24
leaf:D2_9W_BgMv,10,2990840,299084,18.501,255,3631.479,1510.427,251.279,106.499
lesions:D2_9W_BgMv,172,147079,855.11,1.097,255,103.951,37.602,15.567,101.898
leaf:D2_9W_Mv1,1,408994,408994,27.497,255,4354.993,1812.673,287.281,172.203
lesions:D2_9W_Mv1,17,12284,722.588,1.451,255,95.402,33.713,15.948,116.219
leaf:D2_9W_Mv2,1,447797,447797,29.694,255,4421.211,1858.238,306.824,173.509
lesions:D2_9W_Mv2,18,13199,733.278,1.693,255,104.054,37.212,18.318,110.79
leaf:D2_9W_Mv3,1,157802,157802,14.487,255,2644.743,1064.62,188.724,162.056
lesions:D2_9W_Mv3,5,6033,1206.6,1.357,255,128.431,53.5,12.915,122.379
leaf:D3_10F_BgMv,10,2091178,209117.8,15.65,255,2912.16,1209.454,216.75,104.866
lesions:D3_10F_BgMv,84,60704,722.667,0.539,255,103.635,39.688,15.01,86.351
leaf:D3_10F_Mv1,1,121895,121895,17.254,255,2475.418,1070.524,144.977,179.193
lesions:D3_10F_Mv1,2,4678,2339,2.668,255,190.56,72.836,30.035,89.28
leaf:D3_10F_Mv2,1,167145,167145,18.156,255,2633.467,1108.112,192.052,178.652
lesions:D3_10F_Mv2,6,3509,584.833,1.449,255,82.995,31.787,12.345,151.188
leaf:D3_10F_Mv3,1,280579,280579,28.64,255,3457.315,1447.476,246.805,1.237
lesions:D3_10F_Mv3,8,7303,912.875,1.794,255,123.765,35.369,14.942,48.319
leaf:D3_10W_BgMv,11,2748740,249885.455,19.079,255,3199.275,1312.956,228.278,84.598
lesions:D3_10W_BgMv,191,202589,1060.675,1.764,255,123.602,45.557,16.628,94.247
leaf:D3_10W_Mv1,1,111258,111258,23.578,255,1919.803,811.618,174.538,178.334
lesions:D3_10W_Mv1,14,4761,340.071,3.019,255,71.254,28.433,11.672,77.29
leaf:D3_10W_Mv3,1,94380,94380,16.539,255,1887.609,760.197,158.075,9.902
lesions:D3_10W_Mv3,9,1721,191.222,0.909,255,47.575,18.178,10.864,54.653
leaf:D3_1F_BgMv,10,2055019,205501.9,19.082,255,2848.594,1181.887,212.428,105.728
lesions:D3_1F_BgMv,121,180464,1491.438,1.992,255,153.75,51.056,18.055,92.545
leaf:D3_1F_Mv1,1,149445,149445,18.709,255,2518.622,1023.244,185.957,172.78
lesions:D3_1F_Mv1,6,6469,1078.167,2.41,255,114.538,35.919,16.129,91.972
leaf:D3_1F_Mv2,1,140254,140254,20.751,255,2586.94,1123.879,158.893,173.83
lesions:D3_1F_Mv2,5,3269,653.8,1.356,255,86.321,34.038,15.572,122.303
leaf:D3_1F_Mv3,1,126459,126459,13.361,255,2616.275,966.181,166.648,169.166
lesions:D3_1F_Mv3,4,1682,420.5,0.422,255,78.062,30.053,13.781,105.942
leaf:D3_1W_BgMv,10,3036344,303634.4,20.899,255,3584.55,1473.449,260.846,89.861
lesions:D3_1W_BgMv,275,332526,1209.185,2.732,255,124.095,42.583,16.453,91.814
leaf:D3_1W_Mv1,1,180793,180793,17.913,255,2945.614,1165.087,197.576,166.777
lesions:D3_1W_Mv1,18,29135,1618.611,6.415,255,159.488,50.521,15.944,135.671
leaf:D3_1W_Mv2,1,245999,245999,21.356,255,3566.008,1520.978,205.93,171.212
lesions:D3_1W_Mv2,13,32533,2502.538,6.115,255,228.96,76.995,20.886,137.387
leaf:D3_1W_Mv3,1,119634,119634,11.646,255,2240.851,937.747,162.435,155.055
lesions:D3_1W_Mv3,9,6420,713.333,1.569,255,121.627,42.166,13.392,139.612
leaf:D3_2F_BgMv,10,2370790,237079,17.206,255,3048.686,1260.338,237.336,55.484
lesions:D3_2F_BgMv,119,73614,618.605,0.712,255,92.473,35.126,14.202,89.826
leaf:D3_2F_Mv1,1,196318,196318,19.618,255,2854.597,1195.537,209.077,0.606
lesions:D3_2F_Mv1,5,939,187.8,0.33,255,50.304,19.676,10.329,48.244
leaf:D3_2F_Mv2,1,268280,268280,24.664,255,3482.168,1397.13,244.49,5.992
lesions:D3_2F_Mv2,7,12235,1747.857,2.596,255,184.754,76.423,16.582,30.279
leaf:D3_2F_Mv3,1,181707,181707,19.132,255,2849.651,1184.68,195.29,5.54
lesions:D3_2F_Mv3,8,2504,313,0.8,255,68.724,28.7,10.902,51.403
leaf:D3_2W_BgMv,11,2758796,250799.636,15.828,255,3198.937,1332.919,235.853,142.947
lesions:D3_2W_BgMv,434,448479,1033.362,3.266,255,121.448,41.502,16.449,103.916
leaf:D3_2W_Mv2,1,269744,269744,23.094,255,3565.624,1428.708,240.391,3.944
lesions:D3_2W_Mv2,30,42976,1432.533,9.518,255,160.761,53.721,18.193,62.803
leaf:D3_2W_Mv3,1,156770,156770,17.552,255,2387.769,995.774,200.453,3.041
lesions:D3_2W_Mv3,38,18421,484.763,7.948,255,86.751,31.926,15.913,55.988
leaf:D3_3F_BgMv,10,2635936,263593.6,19.689,255,3268.725,1379.42,241.683,72.344
lesions:D3_3F_BgMv,103,68445,664.515,0.641,255,100.483,40.025,14.747,81.955
leaf:D3_3F_Mv1,1,196507,196507,15.829,255,2916.688,1209.132,206.926,173.104
lesions:D3_3F_Mv1,5,8694,1738.8,2.534,255,196.768,83.645,22.824,134.299
leaf:D3_3F_Mv3,1,122846,122846,12.941,255,2381.585,996.251,157.001,173.672
lesions:D3_3F_Mv3,2,647,323.5,0.298,255,73.062,28.155,14.853,170.091
leaf:D3_3W_BgMv,10,2813871,281387.1,17.257,255,3387.484,1414.196,245.842,72.554
lesions:D3_3W_BgMv,431,432026,1002.381,3.375,255,121.863,40.316,16.369,80.365
leaf:D3_3W_Mv1,1,118368,118368,12.963,255,2241.36,962.733,156.545,177.567
lesions:D3_3W_Mv1,28,11012,393.286,6.12,255,73.739,28.285,11.925,85.884
leaf:D3_3W_Mv2,1,59703,59703,12.967,255,1474.992,591.867,128.435,175.807
lesions:D3_3W_Mv2,10,34203,3420.3,35.557,255,254.906,75.015,26.262,107.891
leaf:D3_3W_Mv3,1,175731,175731,18.751,255,2728.019,1065.375,210.018,174.211
lesions:D3_3W_Mv3,46,49296,1071.652,16.95,255,138.261,42.348,18.244,104.069
leaf:D3_4F_BgMv,11,2444093,222190.273,16.053,255,3037.416,1258.327,223.147,69.091
lesions:D3_4F_BgMv,154,166434,1080.74,1.244,255,127.332,47.956,16.083,72.635
leaf:D3_4F_Mv1,1,203890,203890,19.596,255,2862.469,1162.076,223.394,172.343
lesions:D3_4F_Mv1,9,3851,427.889,1.058,255,68.419,25.734,10.558,42.527
leaf:D3_4F_Mv2,1,85464,85464,10.185,255,1971.737,856.776,127.006,178.895
lesions:D3_4F_Mv2,3,1953,651,1.601,255,98.036,38.562,15.553,61.368
leaf:D3_4W_BgMv,10,2552223,255222.3,20.593,255,3395.324,1359.316,235.304,91.95
lesions:D3_4W_BgMv,214,256494,1198.57,2.652,255,135.601,48.048,17.17,81.792
leaf:D3_4W_Mv1,1,324515,324515,23.583,255,3571.295,1481.083,278.975,167.442
lesions:D3_4W_Mv1,9,982,109.111,0.142,255,36.52,13.851,8.645,146.507
leaf:D3_4W_Mv2,1,259562,259562,20.537,255,3973.516,1774.323,186.26,174.876
lesions:D3_4W_Mv2,11,11684,1062.182,2.5,255,132.118,55.54,13.644,98.129
leaf:D3_4W_Mv3,1,300113,300113,22.179,255,3844.168,1614.807,236.633,177.709
lesions:D3_4W_Mv3,21,16464,784,3.54,255,103.658,36.911,15.976,135.664
leaf:D3_5F_BgMv,10,2182820,218282,17.06,255,2861.263,1190.304,233.032,90.613
lesions:D3_5F_BgMv,72,59482,826.139,0.616,255,108.809,40.952,16.583,92.706
leaf:D3_5F_Mv1,1,126245,126245,13.677,255,2193.183,914.29,175.809,173.495
lesions:D3_5F_Mv1,7,3836,548,1.811,255,86.282,35.987,12.655,112.394
leaf:D3_5W_BgMv,10,2563179,256317.9,17.305,255,3310.476,1364.81,234.313,89.063
lesions:D3_5W_BgMv,338,393457,1164.074,3.128,255,128.383,44.305,17.134,85.1
leaf:D3_5W_Mv1,1,318607,318607,24.92,255,3556.268,1502.631,269.968,176.497
lesions:D3_5W_Mv1,64,33461,522.828,7.02,255,83.952,30.051,11.752,104.54
leaf:D3_5W_Mv2,1,173479,173479,21.732,255,2437.901,986.229,223.964,172.788
lesions:D3_5W_Mv2,21,18374,874.952,6.027,255,110.707,40.727,15.258,129.461
leaf:D3_5W_Mv3,1,297278,297278,18.953,255,3837.749,1549.133,244.334,174.232
lesions:D3_5W_Mv3,45,51785,1150.778,9.303,255,110.581,40.177,14.473,118.411
leaf:D3_6F_BgMv,10,2451219,245121.9,23.105,255,3041.736,1267.962,241.844,105.947
lesions:D3_6F_BgMv,116,97067,836.784,1.201,255,107.519,39.731,15.733,95.295
leaf:D3_6F_Mv1,1,349468,349468,20.927,255,3815.981,1595.344,278.91,169.531
lesions:D3_6F_Mv1,7,2482,354.571,0.354,255,67.098,25.031,13.036,120.796
leaf:D3_6W_BgMv,10,2930146,293014.6,19.286,255,3666.138,1506.551,246.918,21.53
lesions:D3_6W_BgMv,235,205397,874.03,1.599,255,115.649,43.097,15.177,65.566
leaf:D3_6W_Mv1,1,231658,231658,23.666,255,3273.332,1319.977,223.455,177.678
lesions:D3_6W_Mv1,17,7130,419.412,1.969,255,67.839,27.308,12.009,116.589
