Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
lesions:D3_10F_EvA_R4,33,33823,1024.939,3.295,255,128.391,49.248,11.385,62.239
leaf:D3_10F_EvA_R6,1,494431,494431,23.58,254.999,9543.243,4422.549,142.345,1.728
lesions:D3_10F_EvA_R6,24,74934,3122.25,7.334,255,241.56,101.887,16.473,72.529
leaf:D3_10F_EvA_R7,2,1223942,611971,26.237,254.999,9534.943,4247.478,183.333,179.131
lesions:D3_10F_EvA_R7,26,138314,5319.769,5.429,255,282.02,115.573,11.308,86.557
leaf:D3_10F_EvA_R8,1,277024,277024,20.387,255,4350.452,1955.538,180.369,0.572
lesions:D3_10F_EvA_R8,3,82296,27432,20.181,255,612.933,223.759,60.638,127.114
leaf:D3_10W_Ev_3,1,57721,57721,8.286,255,2785.769,1256.525,58.489,0.094
lesions:D3_10W_Ev_3,8,1864,233,2.12,255,59.461,21.869,11.504,89.495
leaf:D3_10W_EvA_R1,1,223464,223464,9.79,255,7937.08,3692.894,77.046,179.493
lesions:D3_10W_EvA_R1,13,7124,548,1.955,255,101.292,38.941,13.2,106.359
leaf:D3_10W_EvA_R2,1,172316,172316,16.738,255,5003.492,2488.436,88.168,0.477
lesions:D3_10W_EvA_R2,5,37373,7474.6,15.185,255,546.596,185.999,33.031,3.905
leaf:D3_10W_EvA_R5,1,60617,60617,13.648,255,2332.021,1015.601,75.994,0.452
lesions:D3_10W_EvA_R5,7,7059,1008.429,8.114,255,136.614,55.072,14.014,36.481
leaf:D3_10W_EvA_R6,2,588382,294191,19.863,254.994,6833.76,3050.5,121.03,90.023
lesions:D3_10W_EvA_R6,32,102924,3216.375,6.496,255,193.41,72.82,10.856,66.242
leaf:D3_10W_EvA_R8,1,181264,181264,11.809,255,5838.497,2991.208,77.157,179.777
lesions:D3_10W_EvA_R8,8,13960,1745,5.81,255,204.756,73.081,18.406,47.922
leaf:D3_1F_EvA,2,645465,322732.5,13.621,255,5972.75,2704.701,148.268,1.807
lesions:D3_1F_EvA,20,14543,727.15,0.698,255,100.95,44.629,10.153,35.048
leaf:D3_1W_EvA,2,386011,193005.5,10.844,255,6683.062,3065.357,80.768,177.661
lesions:D3_1W_EvA,14,20371,1455.071,1.443,255,174.305,78.791,11.666,112.118
leaf:D3_2F_EvA,1,266542,266542,19.798,255,4274.947,2058.854,164.835,0.301
lesions:D3_2F_EvA,16,125107,7819.188,35.896,255,312.147,98.93,21.221,88.609
leaf:D3_3W_EvA,2,808959,404479.5,20.244,254.997,6797.528,3145.669,157.951,1.188
lesions:D3_3W_EvA,30,218988,7299.6,11.471,255,318.73,124.863,12.306,49.377
leaf:D3_5F_EvA,1,108845,108845,9.138,255,3249.602,1552.7,89.255,0.734
lesions:D3_5F_EvA,6,6742,1123.667,4.654,255,132.083,49.889,13.538,17.485
leaf:D3_5W_Ev_1,1,84623,84623,11.299,255,3213.235,1516.249,71.06,0.996
lesions:D3_5W_Ev_1,6,14973,2495.5,11.75,255,274.606,94.991,22.293,88.184
leaf:D3_5W_EvA,1,333852,333852,13.376,254.995,8194.508,3761.487,113.007,1.487
lesions:D3_5W_EvA,6,739,123.167,0.117,255,42.685,18.577,6.096,99.32
leaf:D3_6W_Ev_R1,1,300899,300899,22.686,254.999,5302.268,2433.368,157.443,1.756
lesions:D3_6W_Ev_R1,33,78109,2366.939,16.984,255,178.473,59.63,15.378,77.603
leaf:D3_6W_EvA,1,334663,334663,16.412,255,8121.146,3967.708,107.394,2.113
lesions:D3_6W_EvA,5,23929,4785.8,2.972,255,339.544,116.483,26.868,107.874
leaf:D3_7F_Ev_R3,1,142149,142149,17.477,255,2909.301,1268.443,142.687,0.47
lesions:D3_7F_Ev_R3,6,98362,16393.667,51.888,255,532.963,192.751,36.246,70.779
leaf:D3_7W_EvA,1,280102,280102,7.678,255,6541.391,3302.465,107.991,2.337
lesions:D3_7W_EvA,8,34835,4354.375,5.575,255,268.019,102.944,23.768,68.935
leaf:D3_8F_EvA_R1,1,114545,114545,10.932,255,3099.678,1457.94,100.034,1.819
lesions:D3_8F_EvA_R1,7,39455,5636.429,23.22,255,326.703,114.71,21.007,32.927
leaf:D3_9F_EvA_R1,1,194392,194392,21.949,255,4970.362,2422.802,102.158,2.765
lesions:D3_9F_EvA_R1,24,48655,2027.292,12.017,255,182.66,65.329,17.397,54.502
leaf:D3_9F_EvA_R2,1,124432,124432,20.305,255,3815.259,1899.054,83.427,1.892
lesions:D3_9F_EvA_R2,10,2694,269.4,1.26,255,76.703,30.938,9.586,122.17
leaf:D3_9F_EvA_R3,1,349664,349664,18.062,255,7823.967,3776.032,117.903,0.583
lesions:D3_9F_EvA_R3,25,32975,1319,6.33,255,176.257,61.985,11.001,108.276
leaf:D3_9F_EvA_R4,1,254808,254808,15.179,255,6971.874,3296.508,98.417,179.775
lesions:D3_9F_EvA_R4,26,84575,3252.885,22.533,255,229.575,85.987,16.178,90.21
leaf:D3_9F_EvA,1,307094,307094,16.473,255,6668.66,3269.355,119.597,1.47
lesions:D3_9F_EvA,13,213042,16387.846,41.964,255,678.312,248.618,15.425,72.484
leaf:D3_9W_EvA,1,262395,262395,8.173,255,7904.868,3820.894,87.438,176.125
lesions:D3_9W_EvA,8,4295,536.875,0.407,255,115.868,43.277,11.72,124.457
leaf:D3_9W_EvA_R1,1,278223,278223,10.936,255,7285.849,3657.001,96.867,179.601
lesions:D3_9W_EvA_R1,20,23415,1170.75,6.453,255,114.819,48.078,11.002,108.148
leaf:D3_9W_EvA_R2,3,662432,220810.667,21.206,255,5702.314,2509.159,106.043,1.202
lesions:D3_9W_EvA_R2,29,24554,846.69,1.362,255,161.687,72.038,11.618,81.287
leaf:D3_9W_EvA_R3,1,109691,109691,4.544,254.995,6008.376,2624.562,53.214,2.142
lesions:D3_9W_EvA_R3,11,3236,294.182,0.977,255,76.33,34.001,8.649,74.007
leaf:D4_10W_EvA,1,103122,103122,16.06,255,4080.69,1982.628,66.225,0.768
lesions:D4_10W_EvA,15,7606,507.067,4.856,255,105.879,45.165,11.76,62.464
leaf:D4_10W_EvA_R2,1,375618,375618,16.839,255,8947.219,3969.551,120.48,2.228
lesions:D4_10W_EvA_R2,16,17886,1117.875,1.711,255,141.777,49.952,10.385,32.685
leaf:D4_10W_EvA_R3,2,481032,240516,20.093,254.991,7198.773,3389.825,90.34,178.925
lesions:D4_10W_EvA_R3,50,15034,300.68,1.298,255,68.4,28.802,8.148,88.327
leaf:D4_10W_EvA_R5,1,122744,122744,12.039,255,4351.418,2073.486,75.372,1.378
lesions:D4_10W_EvA_R5,7,3316,473.714,1.628,255,107.578,44.608,11.696,89.131
leaf:D4_10W_EvA_R6_edited,1,326376,326376,18.064,255,8124.363,3759.723,110.528,1.864
lesions:D4_10W_EvA_R6_edited,30,72470,2415.667,7.98,255,213.92,73.18,16.655,69.173
leaf:D4_10W_EvA_R7,1,310508,310508,15.892,255,8356.026,3797.734,104.102,3.424
lesions:D4_10W_EvA_R7,26,21398,823,1.986,255,144.817,56.009,8.743,33.493
leaf:D4_10W_EvA_R8,2,595872,297936,22.014,255,6509.577,3086.369,122.367,3.241
lesions:D4_10W_EvA_R8,47,25134,534.766,1.527,255,86.071,35.816,8.661,40.821
leaf:D4_1W_Ev_2,1,79086,79086,9.738,255,3143.592,1187.442,84.8,1.424
lesions:D4_1W_Ev_2,10,34008,3400.8,13.659,255,344.211,132.047,17.65,49.728
leaf:D4_1W_EvA,1,271695,271695,16.708,255,6578.06,2999.818,115.318,0.784
lesions:D4_1W_EvA,36,29618,822.722,7.272,255,114.387,42.448,12.701,70.172
leaf:D4_2W_Ev_1,1,86339,86339,7.702,255,4734.812,1497.865,73.391,2.057
lesions:D4_2W_Ev_1,7,726,103.714,0.156,255,50.105,23.232,5.165,59.597
leaf:D4_2W_Ev_2,1,230042,230042,12.908,255,6469.876,3081.781,95.042,179.189
lesions:D4_2W_Ev_2,12,4642,386.833,1.271,255,95.461,33.934,10.629,46.87
leaf:D4_2W_EvA,1,286445,286445,19.214,255,6175.516,2862.235,127.422,178.854
lesions:D4_2W_EvA,16,32337,2021.062,8.182,255,175.379,65.127,17.794,124.509
leaf:D4_3F_Ev_1,1,210321,210321,16.262,254.996,6145.565,2512.921,106.565,0.102
lesions:D4_3F_Ev_1,12,30173,2514.417,8.242,255,224.189,88.442,12.384,107.975
leaf:D4_3F_EvA,1,473819,473819,20.55,255,8265.313,3168.235,190.417,0.835
lesions:D4_3F_EvA,18,223590,12421.667,14.725,255,662.208,171.231,29.65,50.269
leaf:D4_3W_EvA,1,305135,305135,16.141,255,6657.062,2983.404,130.224,1.349
lesions:D4_3W_EvA,24,17491,728.792,3.3,255,133.976,57.235,8.463,33.732
leaf:D4_5F_EvA,1,401207,401207,14.866,254.999,10110.772,4546.508,112.357,2.501
lesions:D4_5F_EvA,13,19294,1484.154,1.483,255,203.846,83.689,12.538,87.632
leaf:D4_5W_EvA,2,506562,253281,11.13,255,6642.794,2652.546,120.118,176.845
lesions:D4_5W_EvA,19,199392,10494.316,7.078,255,678.401,224.616,17.132,134.355
leaf:D4_6F_Ev_R1,1,94467,94467,10.183,255,4209.384,1834.219,65.575,177.74
lesions:D4_6F_Ev_R1,6,7390,1231.667,2.919,255,182.417,77.659,9.829,118.74
leaf:D4_6F_Ev_R3,1,158649,158649,12.138,254.976,5425.332,2309.145,87.477,179.518
lesions:D4_6F_Ev_R3,7,881,125.857,0.36,255,46.907,18.807,7.316,81.665
leaf:D4_6F_EvA,1,163846,163846,12.664,255,4912.067,2082.283,100.186,173.035
lesions:D4_6F_EvA,15,61046,4069.733,10.187,255,272.035,96.823,15.291,137.854
leaf:D4_6W_Ev_R3,2,485280,242640,23.777,255,6033.183,2960.819,104.185,0.949
lesions:D4_6W_Ev_R3,6,286,47.667,0.032,255,23.792,8.693,6.223,81.055
leaf:D4_6W_EvA,1,529685,529685,23.498,255,10475.704,4871.615,138.438,0.224
lesions:D4_6W_EvA,14,15484,1106,2.188,255,156.954,62.426,9.188,58.147
leaf:D4_7F_Ev_R2,1,269094,269094,14.993,255,9013.537,4022.448,85.177,179.587
lesions:D4_7F_Ev_R2,32,9538,298.062,2.034,255,68.131,29.075,7.816,81.445
leaf:D4_7F_Ev_R3,1,71597,71597,11.944,255,3314.85,1483.625,61.444,0.492
lesions:D4_7F_Ev_R3,9,4713,523.667,3.529,255,109.829,47.392,9.266,81.064
leaf:D4_7F_EvA,1,365461,365461,16.041,255,7964.736,3840.104,121.174,178.083
lesions:D4_7F_EvA,7,4159,594.143,0.564,255,119.425,55.237,10.82,107.216
leaf:D4_7W_Ev_1,1,142544,142544,14.34,255,4781.945,2325.232,78.054,1.024
lesions:D4_7W_Ev_1,7,1901,271.571,0.772,255,76.062,34.457,7.474,91.623
leaf:D4_7W_Ev_R2,1,87438,87438,10.072,254.991,3506.656,1691.613,65.813,2.903
lesions:D4_7W_Ev_R2,6,2377,396.167,1.233,255,80.268,33.499,9.214,62.701
leaf:D4_7W_EvA,1,386897,386897,26.404,255,7457.984,3459.23,142.405,2.03
lesions:D4_7W_EvA,3,632,210.667,0.086,255,45.813,16.123,10.928,59.005
leaf:D4_8W_Ev_1,1,141635,141635,11.199,255,5646.84,2783.141,64.796,179.257
lesions:D4_8W_Ev_1,9,9816,1090.667,4.25,255,168.62,60.248,14.048,80.896
leaf:D4_8W_EvA,2,489304,244652,22.016,255,5674.003,2666.192,116.448,1.064
lesions:D4_8W_EvA,6,244,40.667,0.021,255,22.435,8.864,4.956,141.924
leaf:D4_8W_EvA_R1,1,450988,450988,19.871,254.998,10417.971,5052.167,113.657,1.735
lesions:D4_8W_EvA_R1,19,29824,1569.684,3.035,255,171.559,64.837,14.348,48.908
leaf:D4_8W_EvA_S1,1,386186,386186,18.778,255,8915.035,4086.591,120.322,1.684
lesions:D4_8W_EvA_S1,21,7574,360.667,0.991,255,83.853,36.037,7.595,59.914
leaf:D4_9F_EvA,1,259107,259107,14.203,255,6663.107,3251.984,101.447,1.073
lesions:D4_9F_EvA,19,32098,1689.368,7.943,255,220.975,87.933,12.651,92.024
leaf:D4_9F_EvA_R1,1,276190,276190,8.999,255,9312.779,3800.792,92.522,1.845
lesions:D4_9F_EvA_R1,16,85789,5361.812,6.661,255,575.291,228.503,14.756,29.822
leaf:D4_9W_EvA,2,818036,409018,22.295,255,7860.128,3728.098,139.303,179.256
lesions:D4_9W_EvA,13,2046,157.385,0.161,255,51.007,21.366,7.904,89.692
leaf:D4_9W_EvA_R1,1,314727,314727,12.532,255,8633.597,4043.089,99.113,0.732
lesions:D4_9W_EvA_R1,9,69858,7762,13.189,255,550.398,202.4,15.638,81.547
leaf:D4_9W_EvA_R2,2,372705,186352.5,14.26,255,5758.609,2764.289,85.896,179.433
lesions:D4_9W_EvA_R2,3,357,119,0.046,255,48.937,21.12,7.578,105.859
leaf:D4_9W_EvA_R3,1,288099,288099,11.624,255,8773.128,4237.489,86.565,1.781
lesions:D4_9W_EvA_R3,6,1345,224.167,0.178,255,63.351,28.035,8.399,21.307
leaf:D4_9W_EvA_R4,1,268496,268496,9.716,255,7360.06,3613.03,94.619,0.08
lesions:D4_9W_EvA_R4,4,766,191.5,0.216,255,61.102,25.957,6.823,115.605
