date,site,plot,treatment,sp,ID,leaves_tot,leaves_infec,Bp_spots,scan,seeds_collected,field_notes
20190703,D3,8,fungicide,Ev,3,7,3,1,0,0,only green tiller
20190703,D3,8,fungicide,Ev,A,6,2,0,1,0,
20190703,D3,9,fungicide,Ev,1,6,3,0,1,0,
20190703,D3,9,fungicide,Ev,2,6,2,0,1,0,
20190703,D3,9,fungicide,Ev,3,7,1,0,1,0,
20190703,D3,9,fungicide,Ev,A,5,2,0,1,0,
20190703,D3,10,fungicide,Ev,1,5,2,0,1,0,
20190703,D3,10,fungicide,Ev,2,8,3,0,1,0,
20190703,D3,10,fungicide,Ev,3,8,4,0,1,0,
20190703,D3,10,fungicide,Ev,A,4,3,0,1,0,
20190703,D3,1,water,Ev,1,8,2,0,1,0,
20190703,D3,1,water,Ev,2,2,2,1,1,0,
20190703,D3,1,water,Ev,3,2,2,1,1,0,
20190703,D3,1,water,Ev,A,7,2,0,1,0,
20190703,D3,2,water,Ev,1,3,2,0,1,0,
20190703,D3,2,water,Ev,2,5,2,0,1,0,
20190703,D3,2,water,Ev,3,6,2,0,1,0,
20190703,D3,2,water,Ev,A,5,2,0,1,0,
20190703,D3,3,water,Ev,1,6,1,0,1,0,
20190703,D3,3,water,Ev,2,6,2,1,1,0,
20190703,D3,3,water,Ev,3,6,2,0,1,0,
20190703,D3,3,water,Ev,A,6,4,0,1,0,
20190703,D3,4,water,Ev,1,4,4,1,1,0,
20190703,D3,4,water,Ev,2,6,4,1,1,0,
20190703,D3,4,water,Ev,3,7,4,1,1,0,
20190703,D3,4,water,Ev,A,3,3,0,1,0,
20190703,D3,5,water,Ev,1,5,2,0,1,0,
20190703,D3,5,water,Ev,2,5,3,1,1,0,
20190703,D3,5,water,Ev,3,6,2,0,1,0,
20190703,D3,5,water,Ev,A,5,4,0,1,0,
20190703,D3,6,water,Ev,1,7,2,0,1,0,
20190703,D3,6,water,Ev,2,7,2,0,1,0,
20190703,D3,6,water,Ev,3,8,3,1,1,0,
20190703,D3,6,water,Ev,A,6,4,0,1,0,
20190703,D3,7,water,Ev,1,7,3,0,1,0,
20190703,D3,7,water,Ev,2,7,2,0,1,0,
20190703,D3,7,water,Ev,3,8,3,1,1,0,
20190703,D3,7,water,Ev,A,7,2,0,1,0,
20190703,D3,8,water,Ev,1,8,2,0,1,0,
20190703,D3,8,water,Ev,2,7,4,0,1,0,
20190703,D3,8,water,Ev,3,7,1,0,1,0,
20190703,D3,8,water,Ev,A,5,2,0,1,0,
20190703,D3,9,water,Ev,1,6,3,0,1,0,
20190703,D3,9,water,Ev,2,8,2,0,1,0,
20190703,D3,9,water,Ev,3,7,2,0,1,0,
20190703,D3,9,water,Ev,A,4,1,0,1,0,
20190703,D3,10,water,Ev,1,6,2,1,1,0,
20190703,D3,10,water,Ev,2,6,4,0,1,0,
20190703,D3,10,water,Ev,3,6,2,0,1,0,
20190703,D3,10,water,Ev,A,5,2,0,1,0,
20190703,D4,1,fungicide,Ev,1,8,4,1,1,0,
20190703,D4,1,fungicide,Ev,2,5,3,0,1,0,
20190703,D4,1,fungicide,Ev,3,5,3,1,1,0,
20190703,D4,1,fungicide,Ev,A,7,3,1,1,0,
20190703,D4,2,fungicide,Ev,1,8,4,0,1,0,
20190703,D4,2,fungicide,Ev,2,7,3,0,1,0,
20190703,D4,2,fungicide,Ev,3,8,5,0,1,0,
20190703,D4,2,fungicide,Ev,A,5,2,1,1,0,
20190703,D4,3,fungicide,Ev,1,8,6,1,1,0,
20190703,D4,3,fungicide,Ev,2,8,2,0,1,0,
20190703,D4,3,fungicide,Ev,3,6,1,0,1,0,
20190703,D4,3,fungicide,Ev,A,8,5,1,1,1,
20190703,D4,4,fungicide,Ev,1,7,1,0,1,0,
20190703,D4,4,fungicide,Ev,2,6,1,0,1,0,
20190703,D4,4,fungicide,Ev,3,7,1,0,1,0,
20190703,D4,4,fungicide,Ev,A,6,2,0,1,0,
20190702,D4,5,fungicide,Ev,1,7,3,1,1,0,
20190702,D4,5,fungicide,Ev,2,7,3,1,1,0,
20190702,D4,5,fungicide,Ev,3,4,2,1,1,0,
20190702,D4,5,fungicide,Ev,A,4,2,1,1,0,
20190703,D4,6,fungicide,Ev,1,6,2,1,1,0,
20190703,D4,6,fungicide,Ev,2,8,3,1,1,0,
20190703,D4,6,fungicide,Ev,3,8,2,1,1,0,
20190703,D4,6,fungicide,Ev,A,5,2,1,1,1,seed tiller detached
20190703,D4,7,fungicide,Ev,1,6,2,0,1,0,
20190703,D4,7,fungicide,Ev,2,8,4,1,1,0,
20190703,D4,7,fungicide,Ev,3,7,4,0,1,0,
20190703,D4,7,fungicide,Ev,A,5,2,0,1,0,
20190703,D4,8,fungicide,Ev,1,8,6,0,1,0,
20190703,D4,8,fungicide,Ev,2,4,1,0,1,0,
20190703,D4,8,fungicide,Ev,3,5,1,0,1,0,
20190703,D4,8,fungicide,Ev,A,5,3,1,1,0,
20190703,D4,9,fungicide,Ev,1,7,3,1,0,0,
20190703,D4,9,fungicide,Ev,2,8,5,1,1,0,
20190703,D4,9,fungicide,Ev,3,2,1,0,1,0,
20190703,D4,9,fungicide,Ev,A,3,2,1,1,0,
20190702,D4,10,fungicide,Ev,1,3,1,0,1,0,
20190702,D4,10,fungicide,Ev,2,4,2,1,1,0,
20190702,D4,10,fungicide,Ev,3,5,4,1,1,0,
20190702,D4,10,fungicide,Ev,A,5,3,0,1,0,
20190702,D4,1,water,Ev,1,6,5,1,1,0,
20190702,D4,1,water,Ev,2,6,4,1,1,0,
20190702,D4,1,water,Ev,3,6,2,1,1,0,
20190702,D4,1,water,Ev,A,0,0,0,0,0,dead
20190702,D4,2,water,Ev,1,6,1,0,1,0,
20190702,D4,2,water,Ev,2,8,2,1,1,0,
20190702,D4,2,water,Ev,3,9,5,1,1,0,
20190702,D4,2,water,Ev,A,5,2,0,1,0,
20190703,D4,3,water,Ev,1,9,6,1,1,0,
20190703,D4,3,water,Ev,2,6,3,1,1,0,
20190703,D4,3,water,Ev,3,3,1,0,1,0,
20190703,D4,3,water,Ev,A,5,2,1,1,0,
20190703,D4,4,water,Ev,1,6,2,0,1,0,
20190703,D4,4,water,Ev,2,6,3,1,1,0,
20190703,D4,4,water,Ev,3,6,3,1,1,0,
20190703,D4,4,water,Ev,A,1,1,0,0,0,
20190703,D4,5,water,Ev,1,1,1,0,1,0,
20190703,D4,5,water,Ev,2,5,2,0,1,0,
20190703,D4,5,water,Ev,3,6,1,0,1,0,
20190703,D4,5,water,Ev,A,6,3,0,1,0,
20190703,D4,6,water,Ev,1,4,1,0,1,0,
20190703,D4,6,water,Ev,2,6,4,1,1,0,
20190703,D4,6,water,Ev,3,7,2,0,1,0,
20190703,D4,6,water,Ev,A,4,1,0,1,0,
20190703,D4,7,water,Ev,1,4,4,1,1,0,
20190703,D4,7,water,Ev,2,7,3,1,1,0,
20190703,D4,7,water,Ev,3,9,2,1,1,0,
20190703,D4,7,water,Ev,A,4,4,1,1,1,
20190702,D4,8,water,Ev,1,5,5,1,1,0,
20190702,D4,8,water,Ev,2,5,3,0,1,0,
20190702,D4,8,water,Ev,3,4,4,1,1,0,
20190702,D4,8,water,Ev,A,5,2,1,1,0,
20190703,D4,9,water,Ev,1,3,2,1,1,0,
20190703,D4,9,water,Ev,2,2,1,1,1,0,
20190703,D4,9,water,Ev,3,4,2,0,1,0,
20190703,D4,9,water,Ev,A,5,3,1,1,0,
20190702,D4,10,water,Ev,1,5,2,0,1,0,
20190702,D4,10,water,Ev,2,5,5,0,1,0,
20190702,D4,10,water,Ev,3,7,2,1,1,0,
20190702,D4,10,water,Ev,A,2,0,0,0,0,too small to sample
