site,plot,treatment,bag,stems,seeds,seed_weight.g,count_date,count_initials,bag_notes
D3,5,water,4,0,6,0.0082,2/8/2019,PR,
D3,5,water,5,0,52,0.067,2/8/2019,PR,
D3,5,water,6,0,63,0.0701,2/8/2019,PR,
D3,5,water,7,1,60,0.0671,2/8/2019,PR,
D3,5,water,8,1,49,0.0728,2/8/2019,PR,
D3,5,water,9,3,62,0.0723,2/8/2019,PR,
D3,5,water,10,0,61,0.0695,2/8/2019,PR,
D3,6,water,1,2,43,0.0459,2/8/2019,DM,
D3,6,water,2,3,60,0.059,2/8/2019,DM,
D3,6,water,3,2,77,0.0912,2/8/2019,DM,
D3,6,water,4,3,54,0.0558,2/8/2019,DM,
D3,6,water,5,1,38,0.0467,2/8/2019,DM,
D3,6,water,6,2,65,0.0723,2/8/2019,DM,
D3,6,water,7,1,45,0.0627,2/8/2019,DM,
D3,6,water,8,3,71,0.0818,2/8/2019,PR,
D3,6,water,9,0,24,0.0218,2/8/2019,DM,
D3,6,water,10,0,97,0.0781,2/8/2019,PR,
D3,7,water,1,3,51,0.0623,2/7/2019,DM,
D3,7,water,2,3,48,0.0503,2/7/2019,DM,
D3,7,water,3,0,34,0.0414,2/7/2019,DM,
D3,7,water,4,1,36,0.049,2/7/2019,DM,
D3,7,water,5,0,67,0.0754,2/7/2019,DM,
D3,7,water,6,0,72,0.0762,2/7/2019,DM,
D3,7,water,7,1,56,0.0623,2/8/2019,DM,
D3,7,water,8,0,40,0.0425,2/8/2019,DM,
D3,7,water,9,1,70,0.0776,2/8/2019,DM,
D3,7,water,10,0,81,0.0934,2/8/2019,DM,
D3,8,water,1,2,56,0.0578,2/8/2019,DM,
D3,8,water,2,3,113,0.1216,2/8/2019,DM,
D3,8,water,3,2,78,0.0911,2/8/2019,DM,
D3,8,water,4,3,63,0.0708,2/8/2019,DM,
D3,8,water,5,3,99,0.0966,2/8/2019,DM,
D3,8,water,6,1,84,0.104,2/8/2019,DM,
D3,8,water,7,0,41,0.0383,2/8/2019,DM,
D3,8,water,8,1,85,0.0975,2/8/2019,DM,
D3,8,water,9,0,55,0.0649,2/8/2019,DM,
D3,8,water,10,0,117,0.1143,2/8/2019,DM,
D3,9,water,1,3,60,0.0777,2/7/2019,DM,
D3,9,water,2,3,100,0.0954,2/7/2019,DM,
D3,9,water,3,0,24,0.0376,2/7/2019,DM,may be 29 seeds
D3,9,water,4,0,75,0.0623,2/7/2019,DM,may be 0.0823 weight
D3,9,water,5,2,60,0.0742,2/7/2019,DM,
D3,9,water,6,0,78,0.0951,2/7/2019,DM,
D3,9,water,7,0,32,0.0389,2/7/2019,DM,
D3,9,water,8,1,49,0.0554,2/7/2019,DM,
D3,9,water,9,0,48,0.0466,2/7/2019,DM,
D3,9,water,10,3,46,0.0446,2/7/2019,DM,
D3,10,water,1,0,51,0.0672,2/8/2019,PR,
D3,10,water,2,1,50,0.0635,2/8/2019,PR,
D3,10,water,3,0,75,0.082,2/8/2019,PR,
D3,10,water,4,1,30,0.0377,2/8/2019,PR,
D3,10,water,5,2,63,0.0745,2/8/2019,PR,
D3,10,water,6,0,46,0.0626,2/8/2019,PR,
D3,10,water,7,0,15,0.0248,2/8/2019,DM,
D3,10,water,8,0,17,0.0239,2/8/2019,DM,
D3,10,water,9,1,42,0.0504,2/8/2019,DM,
D3,10,water,10,0,75,0.0841,2/8/2019,DM,
D3,1,fungicide,1,1,52,0.0536,2/9/2019,PR,
D3,1,fungicide,2,0,42,0.0542,2/9/2019,PR,
D3,1,fungicide,3,1,60,0.0633,2/9/2019,PR,
D3,1,fungicide,4,1,40,0.0526,2/9/2019,PR,
D3,1,fungicide,5,1,51,0.0728,2/9/2019,PR,
D3,1,fungicide,6,0,33,0.0452,2/9/2019,PR,
D3,1,fungicide,7,0,60,0.083,2/9/2019,PR,
D3,1,fungicide,8,0,77,0.0777,2/9/2019,PR,
D3,1,fungicide,9,3,72,0.0715,2/9/2019,PR,
D3,1,fungicide,10,3,63,0.0766,2/9/2019,PR,
D3,1,fungicide,11,0,49,0.0638,2/9/2019,PR,"This plot had an extra mesh bag, put in as ""11"""
D3,2,fungicide,1,0,61,0.0804,2/11/2019,RT,
D3,2,fungicide,2,0,34,0.0334,2/11/2019,RT,
D3,2,fungicide,3,0,68,0.0814,2/11/2019,RT,
D3,2,fungicide,4,1,53,0.0751,2/11/2019,RT,
D3,2,fungicide,5,2,57,0.0721,2/11/2019,RT,
D3,2,fungicide,6,1,46,0.0554,2/11/2019,RT,
D3,2,fungicide,7,2,69,0.0526,2/11/2019,RT,
D3,2,fungicide,8,0,40,0.0532,2/11/2019,RT,
D3,2,fungicide,9,0,71,0.0956,2/11/2019,RT,
D3,2,fungicide,10,2,49,0.0699,2/11/2019,RT,
D3,3,fungicide,1,0,86,0.0777,2/11/2019,PR,"Had 2 Mesh bags, used one for 3"
D3,3,fungicide,2,0,61,0.0886,2/11/2019,PR,
D3,3,fungicide,3,0,52,0.0846,2/11/2019,PR,No Mesh bag
D3,3,fungicide,4,0,40,0.0593,2/11/2019,PR,
D3,3,fungicide,5,0,60,0.0774,2/11/2019,PR,
D3,3,fungicide,6,0,66,0.1008,2/11/2019,PR,
D3,3,fungicide,7,0,25,0.0381,2/11/2019,PR,
D3,3,fungicide,8,3,50,0.0727,2/11/2019,PR,
D3,3,fungicide,9,0,111,0.1272,2/11/2019,PR,
D3,3,fungicide,10,0,95,0.1275,2/11/2019,PR,
D3,4,fungicide,1,0,50,0.0723,2/11/2019,PR,
D3,4,fungicide,2,3,45,0.0508,2/11/2019,PR,"2 Mesh Bags, used one for 10"
D3,4,fungicide,3,0,75,0.1059,2/11/2019,PR,
D3,4,fungicide,4,1,71,0.098,2/11/2019,PR,
D3,4,fungicide,5,3,62,0.0897,2/11/2019,PR,
D3,4,fungicide,6,0,63,0.0967,2/11/2019,PR,
D3,4,fungicide,7,0,32,0.0409,2/11/2019,PR,
D3,4,fungicide,8,2,53,0.0821,2/11/2019,PR,
D3,4,fungicide,9,0,63,0.08,2/11/2019,PR,
D3,4,fungicide,10,0,49,0.0679,2/11/2019,PR,No Mesh Bag
D3,5,fungicide,1,0,53,0.0576,2/7/2019,PR,
D3,5,fungicide,2,0,57,0.0743,2/7/2019,PR,
D3,5,fungicide,3,1,67,0.0844,2/8/2019,PR,
D3,5,fungicide,4,1,51,0.0515,2/8/2019,PR,
D3,5,fungicide,5,0,4,0.0034,2/8/2019,PR,
D3,5,fungicide,6,3,93,0.1058,2/8/2019,PR,
D3,5,fungicide,7,0,49,0.0638,2/8/2019,PR,
D3,5,fungicide,8,3,66,0.0865,2/8/2019,PR,
D3,5,fungicide,9,3,60,0.0824,2/8/2019,PR,
D3,5,fungicide,10,0,60,0.0719,2/8/2019,PR,
D3,6,fungicide,1,1,50,0.0669,2/11/2019,PR,
D3,6,fungicide,2,1,52,0.068,2/11/2019,PR,
D3,6,fungicide,3,0,59,0.0904,2/11/2019,PR,
D3,6,fungicide,4,0,59,0.0965,2/11/2019,PR,
D3,6,fungicide,5,0,44,0.0491,2/11/2019,PR,
D3,6,fungicide,6,0,57,0.0771,2/11/2019,PR,
D3,6,fungicide,7,0,46,0.0682,2/11/2019,PR,
D3,6,fungicide,8,0,68,0.097,2/11/2019,PR,
D3,6,fungicide,9,0,74,0.0957,2/11/2019,PR,
D3,6,fungicide,10,2,47,0.0699,2/11/2019,PR,
D3,7,fungicide,1,0,23,0.0232,2/8/2019,PR,
D3,7,fungicide,2,0,82,0.079,2/8/2019,PR,
D3,7,fungicide,3,0,82,0.0957,2/8/2019,PR,
D3,7,fungicide,4,2,58,0.0519,2/8/2019,PR,
D3,7,fungicide,5,0,61,0.0615,2/8/2019,PR,
D3,7,fungicide,6,2,72,0.0935,2/8/2019,PR,
D3,7,fungicide,7,2,60,0.0805,2/8/2019,PR,
D3,7,fungicide,8,0,62,0.0735,2/8/2019,PR,
D3,7,fungicide,9,0,65,0.0871,2/8/2019,PR,
D3,7,fungicide,10,0,99,0.1122,2/8/2019,PR,
D3,8,fungicide,1,0,71,0.0777,2/13/2019,PR,
D3,8,fungicide,2,0,25,0.0394,2/13/2019,PR,
D3,8,fungicide,3,0,39,0.0474,2/13/2019,PR,
D3,8,fungicide,4,3,39,0.0481,2/13/2019,PR,
D3,8,fungicide,5,3,71,0.0992,2/13/2019,PR,
D3,8,fungicide,6,0,8,0.0105,2/13/2019,PR,
D3,8,fungicide,7,0,49,0.0618,2/13/2019,PR,
D3,8,fungicide,8,0,99,0.1284,2/13/2019,PR,
D3,8,fungicide,9,2,84,0.1022,2/13/2019,PR,
D3,8,fungicide,10,0,55,0.08,2/13/2019,PR,
D3,9,fungicide,1,0,30,0.0357,2/9/2019,PR,
D3,9,fungicide,2,0,74,0.0985,2/9/2019,PR,
D3,9,fungicide,3,0,60,0.0698,2/9/2019,PR,
D3,9,fungicide,4,0,113,0.1221,2/9/2019,PR,
D3,9,fungicide,5,1,68,0.0711,2/9/2019,PR,
D3,9,fungicide,6,0,74,0.0928,2/9/2019,PR,
D3,9,fungicide,7,1,80,0.1086,2/9/2019,PR,
D3,9,fungicide,8,0,76,0.1015,2/9/2019,PR,
D3,9,fungicide,9,2,46,0.0498,2/9/2019,PR,
D3,9,fungicide,10,1,73,0.0732,2/9/2019,PR,
D3,10,fungicide,1,1,26,0.0316,2/11/2019,PR,
D3,10,fungicide,2,0,25,0.0302,2/11/2019,PR,
D3,10,fungicide,3,0,34,0.0496,2/11/2019,PR,
D3,10,fungicide,4,0,53,0.0856,2/11/2019,PR,
D3,10,fungicide,5,0,40,0.0615,2/11/2019,PR,
D3,10,fungicide,6,3,57,0.0781,2/11/2019,PR,
D3,10,fungicide,7,3,66,0.0765,2/11/2019,PR,
D3,10,fungicide,8,1,21,0.0274,2/11/2019,PR,
D3,10,fungicide,9,0,37,0.0525,2/11/2019,PR,
D3,10,fungicide,10,2,44,0.0422,2/11/2019,PR,
D4,1,water,1,2,126,0.1518,2/14/2019,DM,
D4,1,water,2,1,64,0.076,2/14/2019,DM,
D4,1,water,3,0,20,0.0202,2/14/2019,DM,
D4,1,water,4,0,61,0.0713,2/14/2019,DM,
D4,1,water,5,2,155,0.1488,2/14/2019,DM,
D4,1,water,6,3,70,0.06,2/14/2019,DM,
D4,1,water,7,2,56,0.0683,2/14/2019,DM,
D4,1,water,8,2,73,0.0791,2/14/2019,DM,
D4,1,water,9,1,66,0.0852,2/14/2019,DM,
D4,1,water,10,3,105,0.1018,2/14/2019,DM,
D4,2,water,1,2,97,0.0698,2/14/2019,DM,
D4,2,water,2,0,32,0.021,2/14/2019,DM,
D4,2,water,3,3,46,0.0508,2/14/2019,DM,
D4,2,water,4,3,78,0.0804,2/18/2019,PR,
D4,2,water,5,1,124,0.0932,2/18/2019,PR,
D4,2,water,6,3,67,0.0638,2/18/2019,PR,
D4,2,water,7,0,70,0.0715,2/18/2019,PR,
D4,2,water,8,2,42,0.0373,2/18/2019,PR,
D4,2,water,9,1,67,0.0589,2/18/2019,PR,
D4,2,water,10,2,99,0.0831,2/18/2019,PR,
D4,3,water,1,2,30,0.0176,2/14/2019,PR,
D4,3,water,2,3,23,0.0261,2/14/2019,PR,
D4,3,water,3,3,28,0.0194,2/14/2019,PR,
D4,3,water,4,3,31,0.0248,2/14/2019,PR,
D4,3,water,5,1,13,0.0186,2/14/2019,PR,
D4,3,water,6,3,37,0.038,2/14/2019,PR,
D4,3,water,7,3,52,0.0549,2/14/2019,PR,
D4,3,water,8,2,30,0.0278,2/14/2019,PR,
D4,3,water,9,3,53,0.0556,2/14/2019,PR,
D4,3,water,10,3,74,0.061,2/14/2019,PR,
D4,4,water,1,2,50,0.0536,2/18/2019,PR,
D4,4,water,2,1,34,0.0405,2/18/2019,PR,
D4,4,water,3,2,50,0.0512,2/18/2019,PR,
D4,4,water,4,1,39,0.0547,2/18/2019,PR,
D4,4,water,5,2,46,0.054,2/18/2019,PR,
D4,4,water,6,2,26,0.031,2/18/2019,PR,
D4,4,water,7,1,52,0.0728,2/18/2019,PR,
D4,4,water,8,3,66,0.068,2/18/2019,PR,
D4,4,water,9,1,91,0.0872,2/18/2019,PR,
D4,4,water,10,0,51,0.0551,2/18/2019,PR,
D4,5,water,1,2,39,0.0488,2/18/2019,PR,
D4,5,water,2,1,40,0.0556,2/18/2019,PR,
D4,5,water,3,2,45,0.0628,2/18/2019,PR,
D4,5,water,4,3,73,0.0857,2/18/2019,PR,
D4,5,water,5,0,47,0.0599,2/18/2019,PR,
D4,5,water,6,0,32,0.0474,2/18/2019,PR,
D4,5,water,7,1,58,0.0702,2/18/2019,PR,
D4,5,water,8,1,40,0.053,2/18/2019,PR,
D4,5,water,9,3,47,0.0621,2/18/2019,PR,
D4,5,water,10,1,46,0.0751,2/18/2019,PR,
D4,6,water,1,0,70,0.0787,2/15/2019,PR,
D4,6,water,2,0,49,0.0624,2/15/2019,PR,
D4,6,water,3,0,40,0.0389,2/15/2019,PR,
D4,6,water,4,1,37,0.0428,2/15/2019,PR,
D4,6,water,5,2,54,0.0664,2/15/2019,PR,
D4,6,water,6,3,39,0.0367,2/15/2019,PR,
D4,6,water,7,3,54,0.0686,2/15/2019,PR,
D4,6,water,8,1,34,0.045,2/15/2019,PR,
D4,6,water,9,1,50,0.0669,2/15/2019,PR,
D4,6,water,10,0,31,0.037,2/15/2019,PR,
D4,7,water,1,3,35,0.0478,2/13/2019,PR,
D4,7,water,2,2,152,0.0947,2/13/2019,PR,
D4,7,water,3,3,62,0.0594,2/13/2019,PR,
D4,7,water,4,3,100,0.1008,2/13/2019,PR,
D4,7,water,5,1,54,0.0744,2/13/2019,PR,
D4,7,water,6,3,67,0.0759,2/13/2019,PR,
D4,7,water,7,1,121,0.084,2/13/2019,PR,
D4,7,water,8,2,99,0.0954,2/13/2019,PR,
D4,7,water,9,2,25,0.0287,2/13/2019,PR,
D4,7,water,10,0,69,0.0627,2/13/2019,PR,
D4,8,water,1,3,43,0.0472,2/15/2019,PR,
D4,8,water,2,3,50,0.053,2/15/2019,PR,
D4,8,water,3,3,57,0.0519,2/15/2019,PR,
D4,8,water,4,0,43,0.0522,2/15/2019,PR,
D4,8,water,5,0,52,0.0599,2/15/2019,PR,
D4,8,water,6,1,40,0.0466,2/15/2019,PR,
D4,8,water,7,1,59,0.0755,2/15/2019,PR,
D4,8,water,8,0,38,0.0408,2/15/2019,PR,
D4,8,water,9,0,30,0.0318,2/15/2019,PR,
D4,8,water,10,0,39,0.0564,2/15/2019,PR,
D4,9,water,1,3,43,0.0577,2/18/2019,PR,
D4,9,water,2,4,51,0.05,2/18/2019,PR,
D4,9,water,3,2,50,0.0636,2/18/2019,PR,
D4,9,water,4,2,44,0.054,2/18/2019,PR,
D4,9,water,5,0,41,0.0508,2/18/2019,PR,
D4,9,water,6,2,76,0.0725,2/18/2019,PR,
D4,9,water,7,3,46,0.0504,2/18/2019,PR,
D4,9,water,8,3,54,0.0635,2/18/2019,PR,
D4,9,water,9,2,35,0.0377,2/18/2019,PR,
D4,9,water,10,3,50,0.0547,2/18/2019,PR,
D4,10,water,1,1,52,0.0495,2/14/2019,PR,
D4,10,water,2,2,65,0.0618,2/15/2019,PR,
D4,10,water,3,0,109,0.1092,2/15/2019,PR,
D4,10,water,4,3,46,0.0387,2/15/2019,PR,
D4,10,water,5,1,64,0.0783,2/15/2019,PR,
D4,10,water,6,2,44,0.06,2/15/2019,PR,
D4,10,water,7,2,57,0.0634,2/15/2019,PR,
D4,10,water,8,3,73,0.0766,2/15/2019,PR,
D4,10,water,9,3,43,0.0483,2/15/2019,PR,
D4,10,water,10,1,42,0.0488,2/15/2019,PR,
D4,1,fungicide,1,1,38,0.0567,2/15/2019,PR,
D4,1,fungicide,2,3,60,0.0715,2/15/2019,PR,
D4,1,fungicide,3,0,31,0.0451,2/15/2019,PR,
D4,1,fungicide,4,1,45,0.0644,2/15/2019,PR,
D4,1,fungicide,5,2,64,0.0957,2/15/2019,PR,
D4,1,fungicide,6,2,47,0.0678,2/18/2019,PR,
D4,1,fungicide,7,1,23,0.0328,2/18/2019,PR,
D4,1,fungicide,8,2,45,0.0595,2/18/2019,PR,
D4,1,fungicide,9,3,40,0.0387,2/18/2019,PR,
D4,1,fungicide,10,3,40,0.0493,2/18/2019,PR,
D4,2,fungicide,1,0,46,0.0647,2/15/2019,PR,
D4,2,fungicide,2,2,94,0.1196,2/15/2019,PR,
D4,2,fungicide,3,1,53,0.0777,2/15/2019,PR,
D4,2,fungicide,4,1,67,0.0965,2/15/2019,PR,
D4,2,fungicide,5,0,44,0.0598,2/15/2019,PR,
D4,2,fungicide,6,0,42,0.073,2/15/2019,PR,
D4,2,fungicide,7,2,72,0.099,2/15/2019,PR,
D4,2,fungicide,8,3,66,0.0943,2/15/2019,PR,
D4,2,fungicide,9,1,57,0.0841,2/15/2019,PR,
D4,2,fungicide,10,3,75,0.1085,2/15/2019,PR,
D4,3,fungicide,1,3,39,0.0642,2/18/2019,PR,
D4,3,fungicide,2,0,99,0.1367,2/18/2019,PR,
D4,3,fungicide,3,1,65,0.0991,2/18/2019,PR,
D4,3,fungicide,4,2,54,0.0749,2/18/2019,PR,
D4,3,fungicide,5,1,43,0.0535,2/18/2019,PR,
D4,3,fungicide,6,3,56,0.0798,2/18/2019,PR,
D4,3,fungicide,7,1,44,0.0727,2/18/2019,PR,
D4,3,fungicide,8,3,53,0.084,2/18/2019,PR,
D4,3,fungicide,9,2,87,0.1289,2/18/2019,PR,
D4,3,fungicide,10,3,61,0.0947,2/18/2019,PR,
D4,4,fungicide,1,0,45,0.0591,2/14/2019,PR,
D4,4,fungicide,2,0,33,0.0392,2/14/2019,PR,
D4,4,fungicide,3,0,30,0.0347,2/14/2019,PR,
D4,4,fungicide,4,1,48,0.0639,2/14/2019,PR,
D4,4,fungicide,5,0,45,0.0642,2/14/2019,PR,
D4,4,fungicide,6,0,35,0.0466,2/14/2019,PR,
D4,4,fungicide,7,0,9,0.0119,2/14/2019,PR,
D4,4,fungicide,8,0,31,0.0253,2/14/2019,PR,
D4,4,fungicide,9,3,53,0.0736,2/14/2019,PR,
D4,4,fungicide,10,0,35,0.0503,2/14/2019,PR,
D4,5,fungicide,1,1,60,0.0727,2/14/2019,PR,
D4,5,fungicide,2,0,105,0.0977,2/14/2019,PR,
D4,5,fungicide,3,0,70,0.0985,2/14/2019,PR,
D4,5,fungicide,4,1,84,0.0978,2/14/2019,PR,
D4,5,fungicide,5,3,63,0.0801,2/14/2019,PR,
D4,5,fungicide,6,2,97,0.1156,2/14/2019,PR,
D4,5,fungicide,7,3,47,0.07,2/14/2019,PR,
D4,5,fungicide,8,2,65,0.0895,2/14/2019,PR,
D4,5,fungicide,9,2,48,0.0511,2/14/2019,PR,
D4,5,fungicide,10,2,92,0.1183,2/14/2019,PR,
D4,6,fungicide,1,0,75,0.1025,2/14/2019,PR,
D4,6,fungicide,2,3,75,0.1025,2/14/2019,PR,
D4,6,fungicide,3,0,72,0.0957,2/14/2019,PR,
D4,6,fungicide,4,0,69,0.1028,2/14/2019,PR,
D4,6,fungicide,5,0,27,0.0262,2/14/2019,PR,
D4,6,fungicide,6,2,70,0.0633,2/14/2019,PR,
D4,6,fungicide,7,2,132,0.1658,2/14/2019,PR,
D4,6,fungicide,8,0,45,0.06,2/14/2019,PR,
D4,6,fungicide,9,4,52,0.0653,2/14/2019,PR,
D4,6,fungicide,10,0,26,0.0388,2/14/2019,PR,
D4,7,fungicide,1,2,97,0.1011,2/14/2019,DM,
D4,7,fungicide,2,0,56,0.0651,2/14/2019,DM,
D4,7,fungicide,3,0,78,0.0832,2/14/2019,DM,
D4,7,fungicide,4,0,59,0.0814,2/14/2019,DM,
D4,7,fungicide,5,0,36,0.0511,2/14/2019,DM,
D4,7,fungicide,6,0,141,0.1476,2/14/2019,DM,
D4,7,fungicide,7,0,166,0.1797,2/14/2019,DM,
D4,7,fungicide,8,2,108,0.1296,2/14/2019,DM,
D4,7,fungicide,9,3,52,0.0705,2/14/2019,DM,
D4,7,fungicide,10,NA,NA,NA,NA,NA,
D4,9,fungicide,1,0,53,0.059,2/13/2019,PR,
D4,9,fungicide,2,0,45,0.0593,2/13/2019,PR,
D4,9,fungicide,3,2,56,0.0788,2/13/2019,PR,
D4,9,fungicide,4,0,35,0.0408,2/13/2019,PR,
D4,9,fungicide,5,2,47,0.0686,2/13/2019,PR,
D4,9,fungicide,6,0,51,0.0559,2/13/2019,PR,
D4,9,fungicide,7,3,59,0.0769,2/13/2019,PR,
D4,9,fungicide,8,3,48,0.0463,2/13/2019,PR,
D4,9,fungicide,9,0,44,0.0516,2/13/2019,PR,
D4,9,fungicide,10,1,97,0.0915,2/13/2019,PR,
