Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
lesions:D2_1W_Ev_2,35,103135,2946.714,7.415,255,334.257,101.159,13.67,138.194
leaf:D2_1W_EvA,1,636755,636755,27.107,254.995,10895.872,4067.956,199.3,178.505
lesions:D2_1W_EvA,46,200651,4361.978,14.173,255,209.921,77.968,11.745,90.937
leaf:D2_2F_Ev_1,1,494798,494798,32.082,255,7888.674,3508.648,179.555,0.514
lesions:D2_2F_Ev_1,79,26859,339.987,3.803,255,61.168,23.629,7.909,79.76
leaf:D2_2F_Ev_2,1,517459,517459,37.084,255,8377.93,3682.158,178.93,0.585
lesions:D2_2F_Ev_2,59,91853,1556.831,11.593,255,178.832,63.174,9.649,70.103
leaf:D2_2F_Ev_3,1,413027,413027,31.471,254.993,8566.561,3722.25,141.281,1.531
lesions:D2_2F_Ev_3,41,20057,489.195,2.764,255,96.601,39.177,9.173,66.58
leaf:D2_2F_EvA,1,524131,524131,31.189,255,8483.527,3640.763,183.298,1.332
lesions:D2_2F_EvA,38,85182,2241.632,9.771,255,161.682,59.165,12.197,53.459
leaf:D2_2W_Ev_1,1,760265,760265,34.661,254.999,12302.988,4605.366,210.189,178.004
lesions:D2_2W_Ev_1,48,28431,592.312,1.769,255,111.852,42.76,8.603,77.565
leaf:D2_2W_Ev_3,1,687752,687752,28.844,255,10755.5,4705.069,186.113,179.37
lesions:D2_2W_Ev_3,46,30770,668.913,2.537,255,103.859,38.917,8.529,105.896
leaf:D2_2W_EvA,1,342216,342216,23.546,255,9011.434,3789.821,114.972,178.915
lesions:D2_2W_EvA,15,185482,12365.467,25.224,255,524.066,199.412,16.062,90.443
leaf:D2_3F_Ev_1,1,501797,501797,35.356,254.998,9777.223,4038.973,158.186,0.812
lesions:D2_3F_Ev_1,16,284796,17799.75,29.787,255,507.412,200.222,14.016,51.919
leaf:D2_3F_Ev_2,1,423705,423705,28.736,255,8483.763,3671.877,146.922,179.644
lesions:D2_3F_Ev_2,31,124360,4011.613,18.715,255,269.562,90.366,13.001,93.787
leaf:D2_3F_Ev_3,1,267067,267067,22.848,255,6216.116,2735.59,124.302,0.411
lesions:D2_3F_Ev_3,28,8157,291.321,2.067,255,72.584,25.18,7.287,74.152
leaf:D2_3F_EvA,1,593825,593825,33.073,254.998,9495.843,3655.986,206.806,0.377
lesions:D2_3F_EvA,52,62556,1203,6.39,255,150.541,49.25,13.18,94.032
leaf:D2_3W_Ev_1,1,557689,557689,29.48,255,9149.122,3880.048,183.006,179.581
lesions:D2_3W_Ev_1,36,99884,2774.556,11.956,255,208.973,73.941,13.403,88.694
leaf:D2_3W_Ev_2,1,274312,274312,17.531,254.996,7965.052,3511.751,99.456,1.049
lesions:D2_3W_Ev_2,15,186484,12432.267,36.265,255,707.707,267.921,14.505,45.229
leaf:D2_3W_Ev_3,1,556066,556066,22.484,255,9751.5,4174.179,169.615,2.231
lesions:D2_3W_Ev_3,25,81073,3242.92,6.509,255,251.905,94.612,10.386,50.41
leaf:D2_3W_EvA,1,802402,802402,30.929,255,10399.799,4348.254,234.956,179.637
lesions:D2_3W_EvA,91,116789,1283.396,9.221,255,105.359,38.834,11.046,91.255
leaf:D2_4F_Ev_1,1,604214,604214,27.298,254.999,10665.119,4655.85,165.235,1.384
lesions:D2_4F_Ev_1,20,244846,12242.3,20.073,255,434.334,168.761,12.472,77.815
leaf:D2_4F_Ev_2,1,472565,472565,28.876,255,8815.714,4076.246,147.608,179.828
lesions:D2_4F_Ev_2,33,56263,1704.939,8.733,255,169.56,67.835,14.97,94.948
leaf:D2_4F_Ev_3,1,614662,614662,26.46,254.912,10638.605,4913.466,159.279,179.401
lesions:D2_4F_Ev_3,38,227195,5978.816,24.372,255,239.213,98.011,9.353,99.625
leaf:D2_4F_EvA,1,587838,587838,30.677,255,10929.604,4965.146,150.742,0.552
lesions:D2_4F_EvA,43,427581,9943.744,44.442,255,276.147,113.867,12.663,72.893
leaf:D2_4W_Ev_1,1,473066,473066,21.179,255,10694.929,4504.396,133.72,179.368
lesions:D2_4W_Ev_1,16,74431,4651.938,9.558,255,300.273,115.332,11.598,92.739
leaf:D2_4W_Ev_3,1,393011,393011,16.832,255,10134.054,4414.59,113.351,179.459
lesions:D2_4W_Ev_3,37,249426,6741.243,35.525,255,260.923,104.938,11.725,70.824
leaf:D2_4W_EvA,1,1032038,1032038,42.349,254.996,11727.685,4819.261,272.662,179.218
lesions:D2_4W_EvA,61,516533,8467.754,32.75,255,250.126,74.9,13.117,70.518
leaf:D2_5F_Ev_1,1,945310,945310,23.093,254.999,13467.992,4391.214,274.094,178.537
lesions:D2_5F_Ev_1,79,220025,2785.127,6.093,255,151.722,38.069,12.401,94.641
leaf:D2_5F_Ev_2,1,577910,577910,25.86,255,9812.758,4599.018,159.995,178.403
lesions:D2_5F_Ev_2,29,381942,13170.414,35.62,255,354.421,135.155,15.23,98.061
leaf:D2_5F_Ev_3,1,278080,278080,18.385,255,7066.084,3308.068,107.03,179.768
lesions:D2_5F_Ev_3,31,19335,623.71,4.881,255,88.462,34.306,10.05,93.965
leaf:D2_5F_Ev_R1,1,499974,499974,29.279,254.998,10251.306,4419.538,144.039,177.856
lesions:D2_5F_Ev_R1,52,117183,2253.519,10.454,255,157.599,62.038,10.539,96.651
leaf:D2_5F_Ev_R2,1,430300,430300,30.527,254.998,9895.882,4070.598,134.593,179.037
lesions:D2_5F_Ev_R2,28,12886,460.214,1.591,255,91.07,36.743,7.97,128.728
leaf:D2_5F_Ev_R3,1,90237,90237,26.569,255,2829.585,1233.938,93.111,179.494
lesions:D2_5F_Ev_R3,10,13823,1382.3,9.026,255,163.586,64.638,11.896,79.399
leaf:D2_5F_Ev_R4_edited,1,167217,167217,12.672,254.986,4641.021,2165.264,98.329,0.133
lesions:D2_5F_Ev_R4_edited,24,5199,216.625,2.185,255,61.799,23.231,8.935,77.078
leaf:D2_5F_EvA,1,608267,608267,39.444,254.967,8162.242,3119.871,248.238,176.401
lesions:D2_5F_EvA,47,12031,255.979,1.018,255,69.256,26.102,8.585,116.867
leaf:D2_5W_Ev_2,1,127841,127841,18.766,255,3533.876,1349.506,120.616,1.264
lesions:D2_5W_Ev_2,8,73634,9204.25,29.167,255,551.908,210.827,23.149,72.2
leaf:D2_5W_EvA,1,744750,744750,31.722,254.947,13744.768,4277.373,221.689,0.472
lesions:D2_5W_EvA,132,166358,1260.288,10.895,255,105.843,27.024,9.643,86.869
leaf:D2_6F_Ev_1,1,395644,395644,38.605,255,7247.295,2949.85,170.771,0.222
lesions:D2_6F_Ev_1,52,49649,954.788,7.686,255,165.933,64.225,9.479,82.235
leaf:D2_6F_Ev_2,1,342113,342113,32.788,255,6929.756,2973,146.516,2.994
lesions:D2_6F_Ev_2,43,20971,487.698,2.989,255,91.561,37.222,8.839,55.607
leaf:D2_6F_Ev_3,1,696435,696435,49.919,255,9266.571,4015.437,220.83,1.073
lesions:D2_6F_Ev_3,121,55341,457.364,5.264,255,79.172,26.718,9.281,74.139
leaf:D2_6F_Ev_R1,1,630293,630293,39.477,255,8901.33,3868.501,207.448,1.712
lesions:D2_6F_Ev_R1,85,38881,457.424,3.858,255,70.524,26.158,8.306,83.512
leaf:D2_6F_Ev_R2,1,586405,586405,36.102,255,9052.623,4044.493,184.605,2.391
lesions:D2_6F_Ev_R2,62,86042,1387.774,7.819,255,109.322,38.86,9.862,67.888
leaf:D2_6F_Ev_R3,1,631617,631617,19.401,254.998,9236.051,4006.724,200.713,3.543
lesions:D2_6F_Ev_R3,55,48133,875.145,3.489,255,84.101,32.44,8.981,68.137
leaf:D2_6F_Ev_R4_bp,1,246803,246803,13.96,255,6485.648,2794.909,112.433,3.825
lesions:D2_6F_Ev_R4_bp,3,3027,1009,0.444,255,160.912,65.783,19.395,62.796
leaf:D2_6F_Ev_R4_edited,1,342859,342859,10.897,255,7669.137,3338.934,130.743,11.626
lesions:D2_6F_Ev_R4_edited,41,19534,476.439,0.789,255,97.813,36.371,7.333,39.943
leaf:D2_6F_Ev_R5,1,428982,428982,31.805,255,8015.091,3378.487,161.669,1.666
lesions:D2_6F_Ev_R5,55,115511,2100.2,14.568,255,220.55,79.953,11.297,57.533
leaf:D2_6F_Ev_R6,1,849865,849865,23.964,255,10560.294,4492.493,240.864,2.982
lesions:D2_6F_Ev_R6,35,41538,1186.8,2.444,255,184.025,67.348,12.643,39.835
leaf:D2_6F_Ev_R7,1,447952,447952,24.42,255,8271.943,3618.102,157.638,0.202
lesions:D2_6F_Ev_R7,51,11168,218.98,1.592,255,58.998,22.302,8.505,81.144
leaf:D2_6F_Ev_R8,1,396621,396621,30.422,254.995,6635.125,2700.896,186.973,178.573
lesions:D2_6F_Ev_R8,62,132151,2131.468,19.742,255,158.41,48.594,13.404,96.995
leaf:D2_6F_EvA,1,469699,469699,25.881,254.992,9787.431,3722.901,160.638,1.47
lesions:D2_6F_EvA,80,130537,1631.713,11.439,255,152.678,47.13,12.404,76.628
leaf:D2_6W_Ev_2,1,234811,234811,25.891,255,6362.636,2789.871,107.163,0.523
lesions:D2_6W_Ev_2,8,1619,202.375,0.462,255,58.256,25.795,7.889,44.88
leaf:D2_6W_Ev_3,1,316919,316919,24.474,254.996,6306.941,2861.836,140.998,178.657
lesions:D2_6W_Ev_3,34,70005,2058.971,14.127,255,125.162,50.896,9.64,107.299
leaf:D2_6W_Ev_R1,1,582080,582080,17.168,255,9411.721,4079.063,181.691,178.465
lesions:D2_6W_Ev_R1,41,90228,2200.683,8.985,255,147.478,50.165,9.864,119.745
leaf:D2_6W_Ev_R2,1,301441,301441,24.837,254.981,7353.153,3381.73,113.494,178.792
lesions:D2_6W_Ev_R2,24,116843,4868.458,23.684,255,213.757,84.239,11.872,95.745
leaf:D2_6W_Ev_R3,1,620328,620328,42.778,254.998,10095.032,4462.564,176.989,179.413
lesions:D2_6W_Ev_R3,66,29262,443.364,3.109,255,82.994,36.235,7.91,86.533
leaf:D2_6W_Ev_R4,1,455322,455322,35.433,255,8709.729,3830.508,151.346,0.303
lesions:D2_6W_Ev_R4,64,97629,1525.453,13.473,255,150.031,51.937,13.01,89.283
leaf:D2_6W_Ev_R5,1,460571,460571,35.759,254.999,8961.115,3765.943,155.716,179.216
lesions:D2_6W_Ev_R5,32,126141,3941.906,15.379,255,298.324,111.876,10.311,86.155
leaf:D2_6W_Ev_R6,1,494586,494586,36.051,255,7708.241,3644.483,172.789,179.514
lesions:D2_6W_Ev_R6,38,79770,2099.211,11.695,255,109.691,45.049,9.796,104.028
leaf:D2_6W_Ev_R7,1,395171,395171,29.44,255,7689.479,3309.132,152.048,1.737
lesions:D2_6W_Ev_R7,48,21248,442.667,3.203,255,98.998,43.387,7.449,61.767
leaf:D2_6W_EvA,1,448046,448046,29.738,255,9766.512,4037.091,141.307,0.578
lesions:D2_6W_EvA,30,211464,7048.8,26.841,255,280.945,109.772,13.912,94.816
leaf:D2_7F_Ev_1,1,466330,466330,33.384,255,7326.868,3157.596,188.039,178.15
lesions:D2_7F_Ev_1,34,77089,2267.324,10.186,255,201.094,80.165,11.632,78.027
leaf:D2_7F_Ev_2,1,410016,410016,30.597,255,7186.341,3189.149,163.695,178.738
lesions:D2_7F_Ev_2,34,58220,1712.353,9.491,255,179.848,70.941,11.213,116.778
leaf:D2_7F_Ev_3,1,536156,536156,31.423,254.998,8895.968,3718.145,183.601,178.767
lesions:D2_7F_Ev_3,41,159577,3892.122,16.283,255,225.768,81.509,13.523,105.318
leaf:D2_7F_Ev_R1,1,310838,310838,19.365,254.992,8348.855,3280.963,120.627,179.96
lesions:D2_7F_Ev_R1,40,50723,1268.075,8.84,255,154.147,57.874,11.244,100.39
leaf:D2_7F_Ev_R2,1,585092,585092,35.878,255,8437.503,3597.542,207.075,1.276
lesions:D2_7F_Ev_R2,63,20264,321.651,2.159,255,81.777,33.144,8.486,62.369
leaf:D2_7F_Ev_R3,1,220880,220880,23.646,254.993,5256.109,2128.036,132.156,178.789
lesions:D2_7F_Ev_R3,65,16010,246.308,4.313,255,64.469,24.059,8.401,70.146
leaf:D2_7F_Ev_R4,1,506910,506910,28.505,254.988,8037.164,3298.932,195.644,0.739
lesions:D2_7F_Ev_R4,81,162994,2012.272,19.83,255,145.582,49.172,10.793,86.303
leaf:D2_7F_Ev_R5,1,358075,358075,30.47,254.998,7035.326,3016.51,151.14,0.302
lesions:D2_7F_Ev_R5,47,57764,1229.021,10.347,255,141.074,54.562,10.983,64.376
leaf:D2_7F_EvA,1,354482,354482,28.913,254.995,7088.248,3055.624,147.708,178.787
lesions:D2_7F_EvA,47,81235,1728.404,14.174,255,229.117,81.344,14.676,93.395
leaf:D2_7W_Ev_1,1,321671,321671,34.165,255,6233.028,2623.396,156.12,0.928
lesions:D2_7W_Ev_1,20,64202,3210.1,13.036,255,180.854,64.428,11.873,60.084
leaf:D2_7W_Ev_2_edited,1,472981,472981,52.529,254.999,8815.594,3811.6,157.996,178.993
lesions:D2_7W_Ev_2_edited,34,32832,965.647,4.066,255,138.055,47.581,17.973,123.744
leaf:D2_7W_Ev_3,1,492777,492777,37.739,254.989,8793.341,3836.459,163.542,1.924
lesions:D2_7W_Ev_3,32,5052,157.875,0.579,255,50.411,20.883,8.281,73.067
leaf:D2_7W_Ev_R1,1,296628,296628,32.267,255,5880.765,2497.207,151.24,0.871
lesions:D2_7W_Ev_R1,22,17709,804.955,4.027,255,113.217,48.447,12.492,83.876
leaf:D2_7W_Ev_R10,1,598356,598356,37.28,255,9352.672,3953.945,192.681,1.165
lesions:D2_7W_Ev_R10,13,5063,389.462,0.439,255,75.98,29.836,11.069,85.471
leaf:D2_7W_Ev_R11,1,255318,255318,37.426,255,6744.019,3069.178,105.918,0.134
lesions:D2_7W_Ev_R11,5,678,135.6,0.185,255,47.965,20.382,7.393,48.43
leaf:D2_7W_Ev_R2,1,275757,275757,28.188,255,6594.317,2837.632,123.732,3.371
lesions:D2_7W_Ev_R2,4,674,168.5,0.099,255,49.299,21.481,7.908,73.03
leaf:D2_7W_Ev_R3_edited,1,264742,264742,29.625,255,6595.204,2823.69,119.376,179.048
lesions:D2_7W_Ev_R3_edited,38,62484,1644.316,14.263,255,151.713,47.964,10.419,122.749
leaf:D2_7W_Ev_R4,1,481805,481805,28.275,255,9658.907,4250.096,144.339,0.195
lesions:D2_7W_Ev_R4,42,293353,6984.595,34.423,255,266.851,96.621,12.224,67.364
leaf:D2_7W_Ev_R5,1,166458,166458,22.085,255,5614.244,2663.921,79.56,2.021
lesions:D2_7W_Ev_R5,5,1188,237.6,0.329,255,70.979,33.165,7.628,28.578
leaf:D2_7W_Ev_R6,1,554033,554033,35.222,254.998,9652.026,4245.555,166.154,179.062
lesions:D2_7W_Ev_R6,31,15950,514.516,1.924,255,83.813,31.491,9.552,101.409
leaf:D2_7W_Ev_R7,1,376686,376686,24.92,255,8566.071,3885.163,123.447,0.011
lesions:D2_7W_Ev_R7,16,3424,214,0.601,255,66.651,28.477,8.086,91.419
leaf:D2_7W_Ev_R8,1,199905,199905,13.233,255,7812.601,3249.815,78.32,178.771
lesions:D2_7W_Ev_R8,13,131880,10144.615,25.636,255,566.399,210.521,11.474,118.191
leaf:D2_7W_Ev_R9,1,119574,119574,15.279,255,5370.729,2263.438,67.263,1.762
lesions:D2_7W_Ev_R9,11,66553,6050.273,20.364,255,373.474,157.909,12.763,71.473
leaf:D2_7W_EvA,1,641739,641739,36.099,255,8894.336,3842.824,212.627,179.484
lesions:D2_7W_EvA,53,5650,106.604,0.622,255,40.008,16.85,6.031,83.411
leaf:D2_8F_Ev_1,1,292634,292634,25.256,254.999,6345.481,2786.686,133.705,179.848
lesions:D2_8F_Ev_1,20,87340,4367,19.485,255,324.803,129.502,18.33,77.678
leaf:D2_8F_Ev_2,1,711042,711042,31.902,255,10409.042,4651.643,194.625,179.01
lesions:D2_8F_Ev_2,44,32472,738,2.92,255,100.264,39.061,9.228,107.184
leaf:D2_8F_Ev_3,1,829153,829153,37.008,254.999,9412.12,3702.408,285.142,178.91
lesions:D2_8F_Ev_3,61,18931,310.344,1.372,255,66.965,26.933,10.189,116.763
leaf:D2_8F_EvA,2,1117114,558557,34.398,254.998,6512.039,2826.201,182.774,177.352
lesions:D2_8F_EvA,93,391296,4207.484,18.205,255,176.813,66.465,13.302,86.187
leaf:D2_8F_EvA_R1,1,838518,838518,37.592,254.994,10417.182,4245.967,251.447,179.806
lesions:D2_8F_EvA_R1,62,70815,1142.177,5.65,255,107.877,44.338,7.826,76.986
leaf:D2_8F_EvA_R2_edited,2,865608,432804,36.505,255,5988.288,2671.624,136.428,178.94
lesions:D2_8F_EvA_R2_edited,121,67047,554.107,3.773,255,86.035,28.997,10.055,87.39
leaf:D2_8W_Ev_1,1,300218,300218,24.656,254.995,7470.657,3338.289,114.505,0.491
lesions:D2_8W_Ev_1,51,84290,1652.745,17.674,255,171.772,63.407,12.61,87.314
leaf:D2_8W_Ev_2_edited,1,404939,404939,23.866,254.995,9124.284,3782.012,136.325,179.818
lesions:D2_8W_Ev_2_edited,52,33176,638,5.215,255,98.087,38.751,9.256,124.361
leaf:D2_8W_Ev_3,1,145808,145808,26.939,255,3711.918,1513.931,122.627,0.062
lesions:D2_8W_Ev_3,19,55742,2933.789,24.353,255,257.761,66.212,11.014,122.267
leaf:D2_8W_EvA,1,281073,281073,23.413,255,6479.028,2766.556,129.357,1.495
lesions:D2_8W_EvA,10,10813,1081.3,2.153,255,161.956,67.819,16.583,49.696
leaf:D2_8W_EvA_R1,1,755064,755064,33.267,254.999,9509.455,3828.612,251.103,0.583
lesions:D2_8W_EvA_R1,42,159783,3804.357,13.097,255,186.603,58.754,13.666,82.942
leaf:D2_8W_EvA_R2,1,353241,353241,25.405,255,6963.077,2901.312,155.02,179.003
lesions:D2_8W_EvA_R2,15,170232,11348.8,27.069,255,524.691,160.783,18.677,98.817
leaf:D2_9F_Ev_1,1,594199,594199,30.241,254.998,8193.763,3636.38,208.052,1.385
lesions:D2_9F_Ev_1,81,41554,513.012,4.399,255,76.928,29.112,9.678,82.797
leaf:D2_9F_Ev_2,1,302531,302531,21.216,255,7712.103,2726.333,141.287,1.519
lesions:D2_9F_Ev_2,22,138565,6298.409,20.62,255,293.1,98.13,10.911,43.297
leaf:D2_9F_Ev_3,1,504264,504264,27.674,255,7546.598,3318.335,193.485,178.551
lesions:D2_9F_Ev_3,63,57048,905.524,7.229,255,132.277,50.429,11.241,96.795
leaf:D2_9F_EvA,1,672221,672221,17.186,255,11029.352,4438.212,192.848,1.829
lesions:D2_9F_EvA,35,214451,6127.171,10.791,255,303.918,90.458,13.7,77.831
leaf:D2_9F_EvA_R1,1,515962,515962,28.066,254.987,9723.417,3999.953,164.238,179.021
lesions:D2_9F_EvA_R1,20,2974,148.7,0.309,255,46.972,19.173,7.65,77.295
leaf:D2_9F_EvA_R3,1,587199,587199,33.694,254.986,9164.82,3492.243,214.087,1.618
lesions:D2_9F_EvA_R3,35,85722,2449.2,8.57,255,171.9,62.8,12.064,90.101
leaf:D2_9F_EvA_R4,1,391929,391929,22.147,255,8840.294,3579.718,139.402,178.627
lesions:D2_9F_EvA_R4,58,42176,727.172,5.953,255,87.803,33.915,8.085,86.975
leaf:D2_9W_Ev_1,1,234245,234245,16.633,255,6123.364,2534.757,117.664,3.702
lesions:D2_9W_Ev_1,31,13231,426.806,2.045,255,90.679,36.497,9.007,40.261
leaf:D2_9W_Ev_2,1,425469,425469,31.358,255,8083.648,3524.948,153.683,179.256
lesions:D2_9W_Ev_2,35,40706,1163.029,6.077,255,118.678,37.154,8.363,108.409
leaf:D2_9W_Ev_3,1,227495,227495,23.432,254.998,6527.503,2459.036,117.792,1.384
lesions:D2_9W_Ev_3,32,120967,3780.219,21.004,255,214.75,80.277,9.573,66.333
leaf:D2_9W_EvA,1,522783,522783,31.592,255,8368.321,3669.824,181.379,1.651
lesions:D2_9W_EvA,121,256240,2117.686,28.19,255,115.607,38.604,10.184,81.774
leaf:D2_9W_EvA_R1,1,390387,390387,34.492,255,6168.768,2458.398,202.187,0.944
lesions:D2_9W_EvA_R1,29,44646,1539.517,6.831,255,176.292,60.108,11.141,65.482
leaf:D2_9W_EvA_R2,1,430757,430757,28.467,254.992,8956.02,3993.603,137.334,1.86
lesions:D2_9W_EvA_R2,74,210812,2848.811,24.346,255,168.23,61.821,12.015,64.635
leaf:D2_9W_EvA_R3,1,478763,478763,30.04,254.996,9665.186,3865.884,157.682,179.451
lesions:D2_9W_EvA_R3,58,45997,793.052,4.959,255,102.968,31.33,8.182,86.47
leaf:D2_9W_EvA_R4,1,585922,585922,40.406,254.999,10738.309,4303.498,173.352,0.434
lesions:D2_9W_EvA_R4,187,124579,666.198,12.481,255,78.904,28.982,9.009,87.46
leaf:D3_10F_EvA_edited,1,920853,920853,17.183,254.999,12146.392,4014.882,292.03,177.064
lesions:D3_10F_EvA_edited,28,28817,1029.179,1.65,255,136.25,51.648,9.876,129.78
leaf:D3_10F_EvA_R1,1,482463,482463,16.178,252.131,8583.497,3782.543,162.402,177.718
lesions:D3_10F_EvA_R1,47,142596,3033.957,15.963,255,178.624,57.284,10.975,113.188
leaf:D3_10F_EvA_R2_edited,1,207325,207325,13.956,255,5279.79,2278.046,115.878,2.378
lesions:D3_10F_EvA_R2_edited,12,3531,294.25,0.864,255,68.692,29.202,9.018,86.303
leaf:D3_10F_EvA_R3_edited,1,463422,463422,12.122,254.999,8633.799,3057.159,193.005,1.439
lesions:D3_10F_EvA_R3_edited,32,33249,1039.031,3.185,255,102.772,41.899,8.029,88.143
leaf:D3_10F_EvA_R4_edited,1,389297,389297,20.745,254.995,6460.283,2640.49,187.718,0.348
lesions:D3_10F_EvA_R4_edited,29,95254,3284.621,15.383,255,218.054,71.129,19.803,70.05
leaf:D3_10F_EvA_R5_edited,1,124538,124538,4.406,254.977,5490.3,2065.041,76.786,5.037
lesions:D3_10F_EvA_R5_edited,11,27914,2537.636,4.458,255,345.242,149.68,12.161,52.934
leaf:D3_10F_EvA_R6_edited,1,291687,291687,32.599,254.997,6828.584,2674.45,138.865,179.948
lesions:D3_10F_EvA_R6_edited,15,20608,1373.867,4.089,255,222.759,85.438,12.03,95.919
leaf:D3_10F_EvA_R7,1,503312,503312,14.955,255,7679.503,3023.509,211.951,179.862
lesions:D3_10F_EvA_R7,28,9574,341.929,1.183,255,76.9,31.872,7.674,88.237
leaf:D3_10F_EvA_R8_edited,2,1043608,521804,7.317,254.915,6440.941,2421.299,151.134,25.752
lesions:D3_10F_EvA_R8_edited,36,14776,410.444,0.127,255,89.275,36.764,9.338,40.814
leaf:D3_10W_Ev_2,1,215575,215575,17.926,255,6685.43,2774.439,98.931,178.646
lesions:D3_10W_Ev_2,6,192683,32113.833,29.169,255,1119.126,438.731,22.327,146.059
leaf:D3_10W_EvA,1,594972,594972,31.827,255,8069.767,3410.305,222.133,177.356
lesions:D3_10W_EvA,27,13896,514.667,1.27,255,91.446,35.783,9.013,90.656
leaf:D3_10W_EvA_R1_bp,1,338463,338463,40.615,255,5290.702,2096.716,205.533,176.735
lesions:D3_10W_EvA_R1_bp,16,7861,491.312,1.303,255,99.902,34.297,14.27,94.771
leaf:D3_10W_EvA_R1_edited,1,926684,926684,50.24,255,10035.767,4169.615,282.974,0.432
lesions:D3_10W_EvA_R1_edited,49,187299,3822.429,13.158,255,203.365,68.938,12.867,81.039
leaf:D3_10W_EvA_R2,1,558519,558519,23.595,254.999,10790.148,4268.291,166.607,176.957
lesions:D3_10W_EvA_R2,7,476001,68000.143,31.749,255,1520.021,584.037,26.18,101.374
leaf:D3_10W_EvA_R3,1,454443,454443,26.195,254.997,7915.125,3633.904,159.227,178.663
lesions:D3_10W_EvA_R3,28,23433,836.893,3.359,255,125.924,45.098,11.661,89.164
leaf:D3_10W_EvA_R4,1,418728,418728,20.629,255,8658.281,3380.188,157.725,178.646
lesions:D3_10W_EvA_R4,13,79243,6095.615,6.093,255,402.647,113.768,18.362,106.83
leaf:D3_10W_EvA_R5_edited,1,490558,490558,39.65,255,9233.829,3797.472,164.477,178.58
lesions:D3_10W_EvA_R5_edited,31,164338,5301.226,17.88,255,302.532,108.698,14.557,79.306
leaf:D3_10W_EvA_R6,1,538945,538945,18.299,255,9539.292,4249.627,161.474,177.297
lesions:D3_10W_EvA_R6,10,408299,40829.9,32.107,255,1107.722,461.508,21.578,107.023
leaf:D3_10W_EvA_R7,1,458499,458499,23.499,254.998,6063.271,2347.891,248.64,1.706
lesions:D3_10W_EvA_R7,25,49328,1973.12,6.174,255,191.746,73.903,11.928,57.85
leaf:D3_1F_EvA,1,794806,794806,10.285,255,10539.881,4760.361,212.584,15.024
lesions:D3_1F_EvA,76,41074,540.447,0.679,255,80.182,28.14,9.963,34.601
leaf:D3_1W_Ev_1,1,117531,117531,14.773,255,2974.906,1079.534,138.62,177.741
lesions:D3_1W_Ev_1,14,19249,1374.929,9.255,255,208.721,78.191,10.201,122.817
leaf:D3_1W_EvA,1,527298,527298,26.454,255,8515.777,3524.795,190.473,179.476
lesions:D3_1W_EvA,22,74424,3382.909,8.31,255,230.549,90.881,16.29,116.135
leaf:D3_2F_EvA,1,575975,575975,22.152,255,9010.948,3666.113,200.036,176.184
lesions:D3_2F_EvA,45,337889,7508.644,21.218,255,310.62,85.037,14.548,102.301
leaf:D3_2W_Ev_3,1,145046,145046,14.054,255,4134.227,1763.115,104.745,178.503
lesions:D3_2W_Ev_3,5,3823,764.6,1.614,255,151.703,61.645,12.274,73.138
leaf:D3_2W_EvA,1,733125,733125,41.514,255,8978.672,3848.268,242.562,177.386
lesions:D3_2W_EvA,82,155321,1894.159,11.552,255,171.932,60.451,11.505,96.726
leaf:D3_3F_EvA,1,373527,373527,13.045,255,8010.39,2875.528,165.392,0.421
lesions:D3_3F_EvA,9,217605,24178.333,26.718,255,1087.393,287.814,28.395,94.026
leaf:D3_3W_Ev_3,1,271544,271544,25.668,255,5349.273,2326.437,148.614,0.212
lesions:D3_3W_Ev_3,11,18854,1714,4.546,255,182.985,68.913,9.954,102.942
leaf:D3_3W_EvA_edited,1,907981,907981,40.123,255,10523.951,4755.032,243.127,178.333
lesions:D3_3W_EvA_edited,148,254316,1718.351,16.183,255,103.29,34.515,9.083,109.446
leaf:D3_4F_Ev_2,1,381459,381459,13.098,254.999,8609.677,3709.971,130.914,178.898
lesions:D3_4F_Ev_2,34,75613,2223.912,11.362,255,189.719,67.057,13.676,96.818
leaf:D3_4F_EvA,1,747102,747102,13.838,254.999,10662.847,4206.515,226.135,174.05
lesions:D3_4F_EvA,71,117418,1653.775,4.231,255,138.575,49.393,10.951,111.668
leaf:D3_4W_Ev_2,1,266553,266553,30.444,254.991,4547.121,1886.136,179.937,1.052
lesions:D3_4W_Ev_2,18,82340,4574.444,22.882,255,414.302,135.738,17.483,64.264
leaf:D3_4W_EvA,1,277646,277646,16.598,255,5678.28,2366.199,149.4,176.396
lesions:D3_4W_EvA,19,79411,4179.526,10.124,255,181.717,60.964,13.643,110.77
leaf:D3_5F_EvA,1,472184,472184,27.833,255,6780.886,3152.68,190.696,177.332
lesions:D3_5F_EvA,38,197523,5197.974,21.683,255,328.442,100.313,18.865,120.869
leaf:D3_5W_Ev_1,1,528568,528568,21.183,255,10430.512,4899.88,137.349,178.815
lesions:D3_5W_Ev_1,15,361341,24089.4,39.081,255,681.112,299.298,23.053,80.241
leaf:D3_5W_EvA,1,558989,558989,29.562,255,9757.046,4210.307,169.044,178.185
lesions:D3_5W_EvA,107,252527,2360.065,24.533,255,146.503,46.514,10.727,94.397
leaf:D3_6F_EvA,1,641701,641701,16.916,255,7077.846,3241.326,252.069,176.175
lesions:D3_6F_EvA,43,56349,1310.442,4.861,255,151.869,41.069,13.006,105.27
