site,plot,treatment,sp,ID,days,height.cm_jun,height.cm_jul,tillers_jun,tillers_jul,basal_circ.cm_jun,basal_circ.cm_jul,height_growth,tiller_growth,basal_growth,background,density,plant_growth,age,focal,foc,bg,fungicide,plotf
D3,6,water,Mv,1,29,40,45.6,9,8,0,0,0.14000000000000004,-0.1111111111111111,0,Ev seedling,11,-0.11778303565638351,seedling,Mv,m,s,0,D36w
D3,6,water,Mv,2,29,41.7,60.2,5,11,0,0,0.4436450839328537,1.2,0,Ev seedling,11,0.7884573603642703,seedling,Mv,m,s,0,D36w
D3,6,water,Mv,3,29,30.6,41.8,9,25,0,0,0.3660130718954247,1.7777777777777777,0,Ev seedling,11,1.0216512475319812,seedling,Mv,m,s,0,D36w
D3,6,water,Ev,A,29,64.3,66.5,38,30,6.9,14.5,0.03421461897356148,-0.21052631578947367,1.1014492753623186,Ev seedling,11,-0.2363887780642304,adult,Ev adult,a,s,0,D36w
D3,7,water,Mv,1,29,27.1,49.8,9,27,0,0,0.8376383763837636,2,0,Ev seedling,19,1.0986122886681098,seedling,Mv,m,s,0,D37w
D3,7,water,Mv,2,29,31.5,35,6,12,0,0,0.1111111111111111,1,0,Ev seedling,19,0.6931471805599453,seedling,Mv,m,s,0,D37w
D3,7,water,Mv,3,29,45.7,61.6,4,24,0,0,0.34792122538293213,5,0,Ev seedling,19,1.791759469228055,seedling,Mv,m,s,0,D37w
D3,7,water,Ev,3,29,18.5,23.5,17,1,11.5,2.4,0.2702702702702703,-0.9411764705882352,-0.7913043478260869,Ev seedling,19,-2.833213344056216,seedling,Ev seedling,s,s,0,D37w
D3,7,water,Ev,A,29,57.1,55.8,6,9,8,7.1,-0.02276707530647993,0.5,-0.11250000000000004,Ev seedling,19,0.4054651081081644,adult,Ev adult,a,s,0,D37w
D3,8,water,Mv,1,29,14.9,53.5,9,50,0,0,2.5906040268456376,4.555555555555555,0,Ev adult,3,1.7147984280919266,seedling,Mv,m,a,0,D38w
D3,8,water,Mv,2,29,18.7,73.4,12,39,0,0,2.9251336898395723,2.25,0,Ev adult,3,1.1786549963416462,seedling,Mv,m,a,0,D38w
D3,8,water,Mv,3,29,32.7,67.1,14,18,0,0,1.0519877675840974,0.2857142857142857,0,Ev adult,3,0.25131442828090617,seedling,Mv,m,a,0,D38w
D3,8,water,Ev,A,29,63.8,28.5,5,3,4.5,3.4,-0.5532915360501567,-0.4,-0.2444444444444445,Ev adult,3,-0.5108256237659907,adult,Ev adult,a,a,0,D38w
D3,9,water,Mv,3,29,27.4,47.8,14,25,0,0,0.7445255474452555,0.7857142857142857,0,Ev adult,5,0.5798184952529422,seedling,Mv,m,a,0,D39w
D3,9,water,Ev,1,29,15.4,7.5,1,1,2.3,2.4,-0.512987012987013,0,0.04347826086956526,Ev adult,5,0,seedling,Ev seedling,s,a,0,D39w
D3,9,water,Ev,A,29,62,60.6,7,8,7,4.9,-0.0225806451612903,0.14285714285714285,-0.29999999999999993,Ev adult,5,0.13353139262452257,adult,Ev adult,a,a,0,D39w
D3,10,water,Mv,1,29,17.9,45.6,23,31,0,0,1.5474860335195533,0.34782608695652173,0,Ev adult,9,0.29849298855599654,seedling,Mv,m,a,0,D310w
D3,10,water,Mv,2,29,24.4,25.8,7,2,0,0,0.05737704918032796,-0.7142857142857143,0,Ev adult,9,-1.252762968495368,seedling,Mv,m,a,0,D310w
D3,10,water,Mv,3,29,16.8,20.7,5,10,0,0,0.23214285714285704,1,0,Ev adult,9,0.6931471805599453,seedling,Mv,m,a,0,D310w
D3,10,water,Ev,1,29,32.5,25.5,3,1,5.3,2.4,-0.2153846153846154,-0.6666666666666666,-0.5471698113207547,Ev adult,9,-1.0986122886681098,seedling,Ev seedling,s,a,0,D310w
D3,10,water,Ev,2,29,40.9,42.4,4,2,4.5,3.2,0.03667481662591687,-0.5,-0.28888888888888886,Ev adult,9,-0.6931471805599453,seedling,Ev seedling,s,a,0,D310w
D3,10,water,Ev,3,29,31.5,27.4,4,1,5.4,2.4,-0.1301587301587302,-0.75,-0.5555555555555556,Ev adult,9,-1.3862943611198906,seedling,Ev seedling,s,a,0,D310w
D3,10,water,Ev,A,29,55.8,54.8,5,5,3.2,3.6,-0.01792114695340502,0,0.12499999999999996,Ev adult,9,0,adult,Ev adult,a,a,0,D310w
D4,2,fungicide,Mv,2,29,42.5,60.3,9,11,0,0,0.41882352941176465,0.2222222222222222,0,Mv,7,0.20067069546215124,seedling,Mv,m,m,1,D42f
D4,2,fungicide,Mv,3,29,28,31.5,5,18,0,0,0.125,2.6,0,Mv,7,1.2809338454620642,seedling,Mv,m,m,1,D42f
D4,2,fungicide,Ev,1,29,33.3,40.2,9,4,6.5,5.1,0.2072072072072074,-0.5555555555555556,-0.21538461538461545,Mv,7,-0.8109302162163288,seedling,Ev seedling,s,m,1,D42f
D4,2,fungicide,Ev,2,29,26.8,43,11,2,7.6,2.7,0.6044776119402985,-0.8181818181818182,-0.6447368421052632,Mv,7,-1.7047480922384253,seedling,Ev seedling,s,m,1,D42f
D4,2,fungicide,Ev,A,29,55.4,52.9,10,8,9.5,9.5,-0.04512635379061372,-0.2,0,Mv,7,-0.2231435513142097,adult,Ev adult,a,m,1,D42f
D4,3,fungicide,Mv,1,29,48.6,73.2,8,30,0,0,0.5061728395061729,2.75,0,Mv,19,1.3217558399823195,seedling,Mv,m,m,1,D43f
D4,3,fungicide,Mv,2,29,41.7,63.3,5,24,0,0,0.5179856115107911,3.8,0,Mv,19,1.5686159179138452,seedling,Mv,m,m,1,D43f
D4,3,fungicide,Mv,3,29,40.1,50.6,11,14,0,0,0.26184538653366585,0.2727272727272727,0,Mv,19,0.24116205681688804,seedling,Mv,m,m,1,D43f
D4,3,fungicide,Ev,1,29,25.4,34.1,13,9,8.4,5.3,0.3425196850393702,-0.3076923076923077,-0.369047619047619,Mv,19,-0.3677247801253174,seedling,Ev seedling,s,m,1,D43f
D4,3,fungicide,Ev,2,29,23.5,20.1,13,5,8.2,6.4,-0.14468085106382972,-0.6153846153846154,-0.2195121951219511,Mv,19,-0.9555114450274363,seedling,Ev seedling,s,m,1,D43f
D4,3,fungicide,Ev,3,29,20.9,27,9,4,8.2,3.1,0.29186602870813405,-0.5555555555555556,-0.6219512195121951,Mv,19,-0.8109302162163288,seedling,Ev seedling,s,m,1,D43f
D4,3,fungicide,Ev,A,29,81.9,75.8,18,16,10.4,11.3,-0.07448107448107458,-0.1111111111111111,0.08653846153846156,Mv,19,-0.11778303565638351,adult,Ev adult,a,m,1,D43f
D4,4,fungicide,Mv,1,29,21.6,24.1,13,39,0,0,0.11574074074074071,2,0,Mv,67,1.0986122886681098,seedling,Mv,m,m,1,D44f
D4,4,fungicide,Mv,2,29,54,63,6,38,0,0,0.16666666666666666,5.333333333333333,0,Mv,67,1.8458266904983307,seedling,Mv,m,m,1,D44f
D4,4,fungicide,Mv,3,29,31.2,70,5,15,0,0,1.2435897435897436,2,0,Mv,67,1.0986122886681098,seedling,Mv,m,m,1,D44f
D4,4,fungicide,Ev,1,29,23.5,20.1,15,9,6.1,NA,-0.14468085106382972,-0.4,NA,Mv,67,-0.5108256237659907,seedling,Ev seedling,s,m,1,D44f
D4,4,fungicide,Ev,2,29,26.1,22.5,11,3,7,NA,-0.13793103448275867,-0.7272727272727273,NA,Mv,67,-1.2992829841302609,seedling,Ev seedling,s,m,1,D44f
D4,4,fungicide,Ev,A,29,81.1,78.6,19,11,11.8,NA,-0.03082614056720099,-0.42105263157894735,NA,Mv,67,-0.5465437063680699,adult,Ev adult,a,m,1,D44f
D4,5,fungicide,Mv,1,29,42.6,37.8,12,29,0,0,-0.11267605633802828,1.4166666666666667,0,Ev seedling,7,0.8823891801984737,seedling,Mv,m,s,1,D45f
D4,5,fungicide,Mv,2,29,38.4,41.1,8,41,0,0,0.07031250000000008,4.125,0,Ev seedling,7,1.634130525024472,seedling,Mv,m,s,1,D45f
D4,5,fungicide,Ev,2,29,22.9,16.6,13,9,7,5.7,-0.2751091703056768,-0.3076923076923077,-0.1857142857142857,Ev seedling,7,-0.3677247801253174,seedling,Ev seedling,s,s,1,D45f
D4,5,fungicide,Ev,3,29,26.4,25.1,12,4,7.5,5.5,-0.04924242424242413,-0.6666666666666666,-0.26666666666666666,Ev seedling,7,-1.0986122886681098,seedling,Ev seedling,s,s,1,D45f
D4,5,fungicide,Ev,A,29,77.9,72.4,12,15,5.5,7.8,-0.07060333761232349,0.25,0.41818181818181815,Ev seedling,7,0.22314355131420976,adult,Ev adult,a,s,1,D45f
D4,6,fungicide,Mv,1,29,44.7,46.9,16,39,0,0,0.04921700223713637,1.4375,0,Ev seedling,11,0.8909729238898652,seedling,Mv,m,s,1,D46f
D4,6,fungicide,Mv,2,29,42.5,65.6,11,18,0,0,0.5435294117647057,0.6363636363636364,0,Ev seedling,11,0.49247648509779424,seedling,Mv,m,s,1,D46f
D4,6,fungicide,Ev,1,29,24.5,4,6,1,4.6,2.4,-0.8367346938775511,-0.8333333333333334,-0.47826086956521735,Ev seedling,11,-1.791759469228055,seedling,Ev seedling,s,s,1,D46f
D4,6,fungicide,Ev,3,29,36.7,34,7,2,4.7,3.5,-0.07356948228882841,-0.7142857142857143,-0.25531914893617025,Ev seedling,11,-1.252762968495368,seedling,Ev seedling,s,s,1,D46f
D4,6,fungicide,Ev,A,29,68.1,65.5,18,24,8,9.9,-0.03817914831130682,0.3333333333333333,0.23750000000000004,Ev seedling,11,0.28768207245178085,adult,Ev adult,a,s,1,D46f
D4,7,fungicide,Mv,1,29,32.7,56.3,6,35,0,0,0.7217125382262994,4.833333333333333,0,Ev seedling,19,1.7635885922613586,seedling,Mv,m,s,1,D47f
D4,7,fungicide,Mv,2,29,28.8,40.5,6,10,0,0,0.40624999999999994,0.6666666666666666,0,Ev seedling,19,0.5108256237659907,seedling,Mv,m,s,1,D47f
D4,7,fungicide,Mv,3,29,29.6,52.5,7,48,0,0,0.7736486486486486,5.857142857142857,0,Ev seedling,19,1.9252908618525775,seedling,Mv,m,s,1,D47f
D4,7,fungicide,Ev,A,29,65.6,61.3,20,25,7.4,13.9,-0.06554878048780484,0.25,0.8783783783783783,Ev seedling,19,0.22314355131420976,adult,Ev adult,a,s,1,D47f
D4,9,fungicide,Mv,1,29,44.8,64.5,6,28,0,0,0.43973214285714296,3.6666666666666665,0,Ev adult,5,1.540445040947149,seedling,Mv,m,a,1,D49f
D4,9,fungicide,Mv,2,29,31.4,56.6,8,6,0,0,0.8025477707006371,-0.25,0,Ev adult,5,-0.2876820724517809,seedling,Mv,m,a,1,D49f
D4,9,fungicide,Ev,1,29,35.1,27.6,6,3,5.4,2.9,-0.2136752136752137,-0.5,-0.462962962962963,Ev adult,5,-0.6931471805599453,seedling,Ev seedling,s,a,1,D49f
D4,9,fungicide,Ev,A,29,71.4,71.2,10,7,7.2,9,-0.00280112044817931,-0.3,0.24999999999999997,Ev adult,5,-0.35667494393873245,adult,Ev adult,a,a,1,D49f
D4,2,water,Mv,1,29,39.8,57.3,7,19,0,0,0.4396984924623116,1.7142857142857142,0,Mv,7,0.9985288301111273,seedling,Mv,m,m,0,D42w
D4,2,water,Mv,3,29,37.3,48.7,5,18,0,0,0.3056300268096516,2.6,0,Mv,7,1.2809338454620642,seedling,Mv,m,m,0,D42w
D4,2,water,Ev,1,29,38.5,48.7,8,7,4,6.6,0.264935064935065,-0.125,0.6499999999999999,Mv,7,-0.13353139262452263,seedling,Ev seedling,s,m,0,D42w
D4,2,water,Ev,2,29,41.4,46.1,10,5,4.9,5.3,0.11352657004830924,-0.5,0.08163265306122437,Mv,7,-0.6931471805599453,seedling,Ev seedling,s,m,0,D42w
D4,2,water,Ev,3,29,37.9,48.6,7,6,4.6,8.7,0.28232189973614785,-0.14285714285714285,0.8913043478260869,Mv,7,-0.15415067982725836,seedling,Ev seedling,s,m,0,D42w
D4,2,water,Ev,A,29,58.1,88.6,12,19,4.7,12.3,0.5249569707401032,0.5833333333333334,1.6170212765957448,Mv,7,0.45953232937844013,adult,Ev adult,a,m,0,D42w
D4,3,water,Mv,1,29,46.5,79.1,11,40,0,0,0.7010752688172042,2.636363636363636,0,Mv,19,1.2909841813155658,seedling,Mv,m,m,0,D43w
D4,3,water,Mv,2,29,49.5,69.5,7,26,0,0,0.404040404040404,2.7142857142857144,0,Mv,19,1.3121863889661687,seedling,Mv,m,m,0,D43w
D4,3,water,Mv,3,29,49.1,79.5,8,33,0,0,0.6191446028513238,3.125,0,Mv,19,1.4170660197866443,seedling,Mv,m,m,0,D43w
D4,3,water,Ev,1,29,50.9,64.2,6,4,4.1,5.2,0.2612966601178783,-0.3333333333333333,0.2682926829268294,Mv,19,-0.40546510810816444,seedling,Ev seedling,s,m,0,D43w
D4,3,water,Ev,2,29,29.5,34.3,13,4,4.8,4.8,0.16271186440677957,-0.6923076923076923,0,Mv,19,-1.1786549963416462,seedling,Ev seedling,s,m,0,D43w
D4,3,water,Ev,A,29,82.2,81.1,11,9,7.1,9.4,-0.01338199513382005,-0.18181818181818185,0.3239436619718311,Mv,19,-0.2006706954621511,adult,Ev adult,a,m,0,D43w
D4,4,water,Mv,1,29,31.9,61.6,5,11,0,0,0.9310344827586208,1.2,0,Mv,67,0.7884573603642703,seedling,Mv,m,m,0,D44w
D4,4,water,Mv,2,29,61.1,75.6,11,23,0,0,0.23731587561374784,1.0909090909090908,0,Mv,67,0.7375989431307791,seedling,Mv,m,m,0,D44w
D4,4,water,Mv,3,29,58.8,75.5,5,14,0,0,0.2840136054421769,1.8,0,Mv,67,1.0296194171811581,seedling,Mv,m,m,0,D44w
D4,4,water,Ev,1,29,21.4,17.1,8,2,3.5,2.5,-0.20093457943925225,-0.75,-0.2857142857142857,Mv,67,-1.3862943611198906,seedling,Ev seedling,s,m,0,D44w
D4,4,water,Ev,2,29,22,10.1,8,1,5.3,2.4,-0.5409090909090909,-0.875,-0.5471698113207547,Mv,67,-2.0794415416798357,seedling,Ev seedling,s,m,0,D44w
D4,4,water,Ev,A,29,50.3,43.1,8,4,4.2,6.5,-0.14314115308151085,-0.5,0.5476190476190476,Mv,67,-0.6931471805599453,adult,Ev adult,a,m,0,D44w
D4,5,water,Mv,1,29,56.4,69.5,6,14,0,0,0.23226950354609932,1.3333333333333333,0,Ev seedling,7,0.8472978603872037,seedling,Mv,m,s,0,D45w
D4,5,water,Mv,2,29,51.9,63.5,10,15,0,0,0.22350674373795765,0.5,0,Ev seedling,7,0.4054651081081644,seedling,Mv,m,s,0,D45w
D4,5,water,Mv,3,29,45.5,73.4,6,25,0,0,0.6131868131868133,3.1666666666666665,0,Ev seedling,7,1.4271163556401458,seedling,Mv,m,s,0,D45w
D4,5,water,Ev,1,29,28.1,22.5,8,2,4,4.6,-0.1992882562277581,-0.75,0.1499999999999999,Ev seedling,7,-1.3862943611198906,seedling,Ev seedling,s,s,0,D45w
D4,5,water,Ev,2,29,28.3,9.5,7,1,3.6,2.4,-0.6643109540636043,-0.8571428571428571,-0.33333333333333337,Ev seedling,7,-1.9459101490553135,seedling,Ev seedling,s,s,0,D45w
D4,5,water,Ev,3,29,38.9,26.6,7,1,3.6,4,-0.31619537275064263,-0.8571428571428571,0.11111111111111108,Ev seedling,7,-1.9459101490553135,seedling,Ev seedling,s,s,0,D45w
D4,5,water,Ev,A,29,95,99.2,11,10,7.4,8.8,0.0442105263157895,-0.09090909090909093,0.18918918918918923,Ev seedling,7,-0.0953101798043249,adult,Ev adult,a,s,0,D45w
D4,6,water,Mv,1,29,30.4,48.7,11,31,0,0,0.6019736842105264,1.818181818181818,0,Ev seedling,11,1.0360919316867758,seedling,Mv,m,s,0,D46w
D4,6,water,Mv,2,29,38.3,70.9,8,28,0,0,0.8511749347258488,2.5,0,Ev seedling,11,1.252762968495368,seedling,Mv,m,s,0,D46w
D4,6,water,Mv,3,29,56.1,84.7,13,23,0,0,0.5098039215686274,0.7692307692307693,0,Ev seedling,11,0.5705448584676129,seedling,Mv,m,s,0,D46w
D4,6,water,Ev,1,29,39.9,54.8,5,4,3,3.5,0.3734335839598998,-0.2,0.16666666666666666,Ev seedling,11,-0.2231435513142097,seedling,Ev seedling,s,s,0,D46w
D4,6,water,Ev,2,29,32.7,53.9,11,9,4.7,5.7,0.6483180428134555,-0.18181818181818185,0.2127659574468085,Ev seedling,11,-0.2006706954621511,seedling,Ev seedling,s,s,0,D46w
D4,6,water,Ev,3,29,43.5,61,9,5,4,6.1,0.40229885057471265,-0.4444444444444444,0.5249999999999999,Ev seedling,11,-0.587786664902119,seedling,Ev seedling,s,s,0,D46w
D4,6,water,Ev,A,29,70.7,67.4,14,18,11.5,12.9,-0.04667609618104663,0.2857142857142857,0.12173913043478264,Ev seedling,11,0.25131442828090617,adult,Ev adult,a,s,0,D46w
D4,7,water,Mv,1,29,30.2,71.4,5,17,0,0,1.3642384105960266,2.4,0,Ev seedling,19,1.2237754316221157,seedling,Mv,m,s,0,D47w
D4,7,water,Mv,2,29,47.1,66,25,36,0,0,0.4012738853503184,0.44,0,Ev seedling,19,0.36464311358790924,seedling,Mv,m,s,0,D47w
D4,7,water,Mv,3,29,33.1,75.4,17,26,0,0,1.2779456193353476,0.5294117647058824,0,Ev seedling,19,0.4248831939652659,seedling,Mv,m,s,0,D47w
D4,7,water,Ev,1,29,40.4,30.9,4,5,0.9,3.6,-0.23514851485148516,0.25,3,Ev seedling,19,0.22314355131420976,seedling,Ev seedling,s,s,0,D47w
D4,7,water,Ev,3,29,28.7,30.8,10,5,3.9,5.1,0.07317073170731712,-0.5,0.30769230769230765,Ev seedling,19,-0.6931471805599453,seedling,Ev seedling,s,s,0,D47w
D4,7,water,Ev,A,29,75.8,74.6,16,17,13,15.4,-0.01583113456464384,0.0625,0.18461538461538465,Ev seedling,19,0.06062462181643484,adult,Ev adult,a,s,0,D47w
D4,8,water,Mv,1,29,27.2,44.9,6,18,0,0,0.6507352941176471,2,0,Ev adult,3,1.0986122886681098,seedling,Mv,m,a,0,D48w
D4,8,water,Mv,2,29,36.2,50.4,6,19,0,0,0.3922651933701656,2.1666666666666665,0,Ev adult,3,1.1526795099383853,seedling,Mv,m,a,0,D48w
D4,8,water,Mv,3,29,39.1,54.1,6,25,0,0,0.3836317135549872,3.1666666666666665,0,Ev adult,3,1.4271163556401458,seedling,Mv,m,a,0,D48w
D4,8,water,Ev,1,29,31.4,35.2,7,3,3.7,4.4,0.12101910828025492,-0.5714285714285714,0.18918918918918923,Ev adult,3,-0.8472978603872037,seedling,Ev seedling,s,a,0,D48w
D4,8,water,Ev,A,29,89.4,95.4,11,14,8.4,12.1,0.06711409395973154,0.2727272727272727,0.4404761904761903,Ev adult,3,0.24116205681688804,adult,Ev adult,a,a,0,D48w
D4,9,water,Mv,1,29,51,65.3,11,56,0,0,0.28039215686274505,4.090909090909091,0,Ev adult,5,1.6274564179367788,seedling,Mv,m,a,0,D49w
D4,9,water,Mv,2,29,38.9,67.6,6,20,0,0,0.7377892030848329,2.3333333333333335,0,Ev adult,5,1.2039728043259361,seedling,Mv,m,a,0,D49w
D4,9,water,Mv,3,29,51.9,66.2,7,26,0,0,0.2755298651252409,2.7142857142857144,0,Ev adult,5,1.3121863889661687,seedling,Mv,m,a,0,D49w
D4,9,water,Ev,1,29,35.3,36.9,4,2,2.8,2.4,0.04532577903682724,-0.5,-0.14285714285714282,Ev adult,5,-0.6931471805599453,seedling,Ev seedling,s,a,0,D49w
D4,9,water,Ev,2,29,45.1,49.7,5,5,2.7,4.9,0.10199556541019958,0,0.8148148148148149,Ev adult,5,0,seedling,Ev seedling,s,a,0,D49w
D4,9,water,Ev,A,29,65.3,64.7,8,6,4.6,4.5,-0.00918836140888199,-0.25,-0.02173913043478253,Ev adult,5,-0.2876820724517809,adult,Ev adult,a,a,0,D49w
D4,10,water,Mv,1,29,41,61.6,8,40,0,0,0.5024390243902439,4,0,Ev adult,9,1.6094379124341003,seedling,Mv,m,a,0,D410w
D4,10,water,Mv,2,29,58.8,74.2,7,51,0,0,0.26190476190476203,6.285714285714286,0,Ev adult,9,1.9859154836690125,seedling,Mv,m,a,0,D410w
D4,10,water,Mv,3,29,38.1,56.4,12,34,0,0,0.4803149606299212,1.8333333333333333,0,Ev adult,9,1.0414538748281612,seedling,Mv,m,a,0,D410w
D4,10,water,Ev,1,29,42.3,36.4,6,4,2.9,8.7,-0.13947990543735225,-0.3333333333333333,2,Ev adult,9,-0.40546510810816444,seedling,Ev seedling,s,a,0,D410w
D4,10,water,Ev,2,29,39.8,39.6,4,5,2.6,4.5,-0.00502512562814059,0.25,0.7307692307692307,Ev adult,9,0.22314355131420976,seedling,Ev seedling,s,a,0,D410w
D4,10,water,Ev,3,29,47.6,27.4,3,2,3.3,6,-0.4243697478991597,-0.3333333333333333,0.8181818181818182,Ev adult,9,-0.40546510810816444,seedling,Ev seedling,s,a,0,D410w
D4,10,water,Ev,A,29,67.2,67.4,13,13,4.6,10.5,0.00297619047619051,0,1.282608695652174,Ev adult,9,0,adult,Ev adult,a,a,0,D410w
