site,plot,treatment,sp,ID,days,height.cm_jun,height.cm_jul,tillers_jun,tillers_jul,basal_circ.cm_jun,basal_circ.cm_jul,height_growth,tiller_growth,basal_growth
D2,6,water,Ev,1,30,36.7,18.1,5,2,6.4,6,-0.5068119891008175,-0.6,-0.06250000000000006
D2,6,water,Ev,2,30,48.3,70.2,8,6,6.6,6.2,0.4534161490683231,-0.25,-0.06060606060606053
D2,6,water,Ev,3,30,48.9,69.6,4,4,4.9,3.2,0.42331288343558277,0,-0.3469387755102041
D2,6,water,Ev,A,30,50.8,63.6,12,15,7.4,8.7,0.251968503937008,0.25,0.17567567567567552
D2,7,water,Mv,1,30,50.5,106.7,48,28,0,0,1.112871287128713,-0.4166666666666667,0
D2,7,water,Mv,2,30,45.5,96.5,35,42,0,0,1.120879120879121,0.2,0
D2,7,water,Mv,3,30,56.6,92.3,22,40,0,0,0.6307420494699646,0.8181818181818182,0
D2,7,water,Ev,1,30,57,70,7,4,6,6.6,0.22807017543859648,-0.42857142857142855,0.09999999999999994
D2,7,water,Ev,2,30,54.9,62.8,10,6,6.8,7.7,0.14389799635701273,-0.4,0.13235294117647065
D2,7,water,Ev,3,30,53.1,63.1,5,8,6.1,6.4,0.18832391713747645,0.6,0.049180327868852576
D2,7,water,Ev,A,30,59.4,123.9,22,15,16.5,18.3,1.0858585858585859,-0.3181818181818182,0.10909090909090913
D2,8,water,Mv,1,30,54.1,96.5,38,57,0,0,0.7837338262476894,0.5,0
D2,8,water,Mv,2,30,30,85.1,11,57,0,0,1.8366666666666664,4.181818181818182,0
D2,8,water,Mv,3,30,53.5,86.5,11,55,0,0,0.616822429906542,4,0
D2,8,water,Ev,1,30,65.3,66.8,9,4,4.4,4.8,0.022970903522205207,-0.5555555555555556,0.09090909090909079
D2,8,water,Ev,2,30,65.8,65.2,10,6,7.8,7.2,-0.009118541033434565,-0.4,-0.07692307692307689
D2,8,water,Ev,3,30,62.6,66.7,8,6,5.4,6,0.06549520766773165,-0.25,0.11111111111111104
D2,8,water,Ev,A,30,79.1,58.5,11,27,9.6,16.1,-0.2604298356510745,1.4545454545454546,0.6770833333333336
D2,9,water,Mv,1,30,41,69.7,12,16,0,0,0.7000000000000001,0.3333333333333333,0
D2,9,water,Mv,2,30,60.4,91.1,17,34,0,0,0.5082781456953642,1,0
D2,9,water,Mv,3,30,50.6,75.7,25,60,0,0,0.49604743083003955,1.4,0
D2,9,water,Ev,1,30,57.2,70.1,5,4,4,3.5,0.22552447552447535,-0.2,-0.125
D2,9,water,Ev,2,30,62.5,73,8,4,4.7,4.4,0.168,-0.5,-0.0638297872340425
D2,9,water,Ev,3,30,47.9,59.9,10,8,8.2,6.7,0.25052192066805845,-0.2,-0.1829268292682926
D2,9,water,Ev,A,30,70.4,62.1,13,18,10.9,12.3,-0.11789772727272732,0.38461538461538464,0.1284403669724771
D2,10,water,Mv,1,30,48.8,70,14,29,0,0,0.4344262295081968,1.0714285714285714,0
D2,10,water,Mv,2,30,40.4,81.7,16,34,0,0,1.0222772277227725,1.125,0
D2,10,water,Mv,3,30,54.1,90.3,17,25,0,0,0.6691312384473197,0.47058823529411764,0
D2,10,water,Ev,1,30,67.6,76.3,4,3,6.2,5.2,0.12869822485207105,-0.25,-0.16129032258064516
D2,10,water,Ev,2,30,45.8,52.5,6,5,5.4,5.7,0.14628820960698696,-0.16666666666666666,0.05555555555555552
D2,10,water,Ev,3,30,58.1,53.5,6,3,4.9,3.6,-0.0791738382099828,-0.5,-0.2653061224489796
D2,10,water,Ev,A,30,79.6,62.6,10,8,8,7.9,-0.21356783919597983,-0.2,-0.012499999999999956
D3,1,fungicide,Mv,1,29,25.2,50.8,12,28,0,0,1.0158730158730158,1.3333333333333333,0
D3,1,fungicide,Mv,2,29,41.6,73.3,13,15,0,0,0.7620192307692306,0.15384615384615385,0
D3,1,fungicide,Mv,3,29,21.9,35,7,29,0,0,0.5981735159817353,3.142857142857143,0
D3,1,fungicide,Ev,1,29,9,0,2,0,2.6,0,-1,-1,-1
D3,1,fungicide,Ev,2,29,14.1,0,2,0,2.3,0,-1,-1,-1
D3,1,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,1,fungicide,Ev,A,29,63.8,70.2,22,26,17.5,11.7,0.10031347962382454,0.18181818181818182,-0.33142857142857146
D3,2,fungicide,Mv,1,29,25.2,63.5,21,29,0,0,1.5198412698412698,0.38095238095238093,0
D3,2,fungicide,Mv,2,29,0,38.4,0,6,0,0,0,0,0
D3,2,fungicide,Mv,3,29,22.3,31.1,7,25,0,0,0.3946188340807175,2.5714285714285716,0
D3,2,fungicide,Ev,1,29,12.1,0,7,0,4.1,0,-1,-1,-1
D3,2,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,2,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,2,fungicide,Ev,A,29,53.7,54.8,33,25,12.9,7.9,0.02048417132216004,-0.24242424242424243,-0.38759689922480617
D3,3,fungicide,Mv,1,29,20,22.3,16,21,0,0,0.11500000000000003,0.3125,0
D3,3,fungicide,Mv,2,29,18.9,35.7,10,25,0,0,0.8888888888888892,1.5,0
D3,3,fungicide,Mv,3,29,37.7,44.5,16,26,0,0,0.1803713527851458,0.625,0
D3,3,fungicide,Ev,1,29,28.4,0,11,0,6.1,0,-1,-1,-1
D3,3,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,3,fungicide,Ev,3,29,15.2,0,4,0,4,0,-1,-1,-1
D3,3,fungicide,Ev,A,29,61.5,59.6,16,13,11.1,9.6,-0.030894308943089407,-0.1875,-0.13513513513513514
D3,4,fungicide,Mv,1,29,26.4,29.8,7,28,0,0,0.12878787878787887,3,0
D3,4,fungicide,Mv,2,29,27.5,43.5,6,51,0,0,0.5818181818181818,7.5,0
D3,4,fungicide,Mv,3,29,27.4,32.5,14,91,0,0,0.18613138686131392,5.5,0
D3,4,fungicide,Ev,1,29,15,0,14,0,8.6,0,-1,-1,-1
D3,4,fungicide,Ev,2,29,26.4,25.8,35,9,10.5,5.1,-0.022727272727272648,-0.7428571428571429,-0.5142857142857143
D3,4,fungicide,Ev,3,29,12.1,0,3,0,5.4,0,-1,-1,-1
D3,4,fungicide,Ev,A,29,65.7,66.6,31,29,12,9.5,0.01369863013698617,-0.06451612903225806,-0.20833333333333334
D3,5,fungicide,Mv,1,29,20.2,28.5,18,63,0,0,0.4108910891089109,2.5,0
D3,5,fungicide,Mv,2,29,27.3,32,30,62,0,0,0.17216117216117213,1.0666666666666667,0
D3,5,fungicide,Mv,3,29,14.7,29.3,9,29,0,0,0.9931972789115647,2.2222222222222223,0
D3,5,fungicide,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,5,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,5,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,5,fungicide,Ev,A,29,58,58.9,18,14,15.4,16.9,0.01551724137931032,-0.2222222222222222,0.09740259740259728
D3,6,fungicide,Mv,1,29,24.5,30.3,5,4,0,0,0.23673469387755106,-0.2,0
D3,6,fungicide,Mv,2,29,22.4,0,6,0,0,0,-1,-1,0
D3,6,fungicide,Mv,3,29,29.6,36.8,9,15,0,0,0.2432432432432431,0.6666666666666666,0
D3,6,fungicide,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,6,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,6,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,6,fungicide,Ev,A,29,45.4,52.6,32,32,16.1,14,0.15859030837004412,0,-0.13043478260869573
D3,7,fungicide,Mv,1,29,14.1,23.9,9,11,0,0,0.6950354609929077,0.2222222222222222,0
D3,7,fungicide,Mv,2,29,18.6,56.6,24,43,0,0,2.043010752688172,0.7916666666666666,0
D3,7,fungicide,Mv,3,29,21.2,54.3,22,21,0,0,1.561320754716981,-0.045454545454545456,0
D3,7,fungicide,Ev,1,29,21.1,8.4,11,2,8.4,2.4,-0.6018957345971564,-0.8181818181818182,-0.7142857142857143
D3,7,fungicide,Ev,2,29,29.4,36.5,9,3,5.1,3.1,0.24149659863945586,-0.6666666666666666,-0.392156862745098
D3,7,fungicide,Ev,3,29,26.3,19.4,13,2,5.4,2.4,-0.2623574144486693,-0.8461538461538461,-0.5555555555555556
D3,7,fungicide,Ev,A,29,77.4,76.2,20,26,16.9,19.6,-0.015503875968992284,0.3,0.15976331360946763
D3,8,fungicide,Mv,1,29,33.8,44.5,13,7,0,0,0.3165680473372782,-0.46153846153846156,0
D3,8,fungicide,Mv,2,29,57.2,35.6,16,25,0,0,-0.3776223776223776,0.5625,0
D3,8,fungicide,Mv,3,29,44.6,54.2,7,31,0,0,0.2152466367713005,3.4285714285714284,0
D3,8,fungicide,Ev,1,29,0,25.4,0,1,0,2.4,0,0,0
D3,8,fungicide,Ev,2,29,0,8,0,1,0,2.4,0,0,0
D3,8,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,8,fungicide,Ev,A,29,45.3,61.6,5,4,5.7,3.9,0.359823399558499,-0.2,-0.31578947368421056
D3,9,fungicide,Mv,1,29,35.5,65.9,3,24,0,0,0.8563380281690143,7,0
D3,9,fungicide,Mv,2,29,27.9,79,13,70,0,0,1.831541218637993,4.384615384615385,0
D3,9,fungicide,Mv,3,29,31.4,42,6,21,0,0,0.33757961783439494,2.5,0
D3,9,fungicide,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,9,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,9,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,9,fungicide,Ev,A,29,63.9,63.6,31,33,14.1,13.4,-0.00469483568075113,0.06451612903225806,-0.04964539007092194
D3,10,fungicide,Mv,1,29,40.8,69.4,13,31,0,0,0.700980392156863,1.3846153846153846,0
D3,10,fungicide,Mv,2,29,56.6,70.1,8,30,0,0,0.23851590106007053,2.75,0
D3,10,fungicide,Mv,3,29,49.7,61.2,14,62,0,0,0.23138832997987926,3.4285714285714284,0
D3,10,fungicide,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,10,fungicide,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,10,fungicide,Ev,3,29,11.6,0,3,0,3.4,0,-1,-1,-1
D3,10,fungicide,Ev,A,29,55.5,54.1,24,21,13.2,12.8,-0.0252252252252252,-0.125,-0.030303030303030196
D3,1,water,Mv,1,29,26.9,68.5,5,27,0,0,1.546468401486989,4.4,0
D3,1,water,Mv,2,29,42.5,64.6,10,32,0,0,0.5199999999999999,2.2,0
D3,1,water,Mv,3,29,22.9,38.9,11,36,0,0,0.6986899563318778,2.272727272727273,0
D3,1,water,Ev,1,29,23.4,14.4,7,3,4.6,3.1,-0.3846153846153846,-0.5714285714285714,-0.3260869565217391
D3,1,water,Ev,2,29,9.9,0,2,0,4.1,0,-1,-1,-1
D3,1,water,Ev,3,29,19.6,0,5,0,4.6,0,-1,-1,-1
D3,1,water,Ev,A,29,63.4,47.6,16,11,11.2,10.7,-0.24921135646687692,-0.3125,-0.044642857142857144
D3,2,water,Mv,1,29,47.9,35.5,8,4,0,0,-0.2588726513569937,-0.5,0
D3,2,water,Mv,2,29,27.5,22,14,8,0,0,-0.2,-0.42857142857142855,0
D3,2,water,Mv,3,29,41.6,80.1,11,26,0,0,0.925480769230769,1.3636363636363635,0
D3,2,water,Ev,1,29,19.1,0,9,0,6,0,-1,-1,-1
D3,2,water,Ev,2,29,21,0,10,0,7,0,-1,-1,-1
D3,2,water,Ev,3,29,20.4,21.5,14,1,8.6,2,0.05392156862745105,-0.9285714285714286,-0.7674418604651163
D3,2,water,Ev,A,29,63.3,64.6,22,26,17.7,12.5,0.020537124802527604,0.18181818181818182,-0.29378531073446323
D3,3,water,Mv,1,29,40.6,80.1,28,52,0,0,0.9729064039408865,0.8571428571428571,0
D3,3,water,Mv,2,29,43.9,88.3,16,29,0,0,1.0113895216400912,0.8125,0
D3,3,water,Mv,3,29,33.8,74.7,14,31,0,0,1.2100591715976334,1.2142857142857142,0
D3,3,water,Ev,1,29,7.1,0,3,0,5.3,0,-1,-1,-1
D3,3,water,Ev,2,29,15.6,0,9,0,7.6,0,-1,-1,-1
D3,3,water,Ev,3,29,26.4,46,19,6,8.5,8,0.7424242424242425,-0.6842105263157895,-0.058823529411764705
D3,3,water,Ev,A,29,66.6,82.8,30,31,13.9,15.5,0.2432432432432433,0.03333333333333333,0.11510791366906473
D3,4,water,Mv,1,29,63.9,91.9,15,25,0,0,0.4381846635367763,0.6666666666666666,0
D3,4,water,Mv,2,29,52.8,85,19,17,0,0,0.609848484848485,-0.10526315789473684,0
D3,4,water,Mv,3,29,52.6,92.1,10,5,0,0,0.7509505703422051,-0.5,0
D3,4,water,Ev,1,29,26.6,27,13,2,6.2,2.4,0.015037593984962351,-0.8461538461538461,-0.6129032258064516
D3,4,water,Ev,2,29,23.1,15.1,15,3,9.1,2.4,-0.34632034632034636,-0.8,-0.7362637362637362
D3,4,water,Ev,3,29,19.1,17.1,11,2,8.6,2.4,-0.10471204188481674,-0.8181818181818182,-0.7209302325581395
D3,4,water,Ev,A,29,34.2,32.4,14,7,8.9,6.1,-0.05263157894736854,-0.5,-0.31460674157303375
D3,5,water,Mv,1,29,22.6,50.9,14,11,0,0,1.2522123893805308,-0.21428571428571427,0
D3,5,water,Mv,2,29,12.3,22.2,5,20,0,0,0.8048780487804876,3,0
D3,5,water,Mv,3,29,37.4,47,9,11,0,0,0.25668449197860965,0.2222222222222222,0
D3,5,water,Ev,1,29,26.8,32.4,10,6,5.1,3.5,0.20895522388059692,-0.4,-0.31372549019607837
D3,5,water,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,5,water,Ev,3,29,12.5,0,2,0,3.1,0,-1,-1,-1
D3,5,water,Ev,A,29,7.2,69.9,27,24,12.6,13,NA,-0.1111111111111111,0.03174603174603177
D3,6,water,Mv,1,29,40,45.6,9,8,0,0,0.14000000000000004,-0.1111111111111111,0
D3,6,water,Mv,2,29,41.7,60.2,5,11,0,0,0.4436450839328537,1.2,0
D3,6,water,Mv,3,29,30.6,41.8,9,25,0,0,0.3660130718954247,1.7777777777777777,0
D3,6,water,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,6,water,Ev,2,29,4.9,0,1,0,2.3,0,-1,-1,-1
D3,6,water,Ev,3,29,11.4,0,4,0,3.1,0,-1,-1,-1
D3,6,water,Ev,A,29,64.3,66.5,38,30,6.9,14.5,0.03421461897356148,-0.21052631578947367,1.1014492753623186
D3,7,water,Mv,1,29,27.1,49.8,9,27,0,0,0.8376383763837636,2,0
D3,7,water,Mv,2,29,31.5,35,6,12,0,0,0.1111111111111111,1,0
D3,7,water,Mv,3,29,45.7,61.6,4,24,0,0,0.34792122538293213,5,0
D3,7,water,Ev,1,29,0,0,0,0,0,0,0,0,0
D3,7,water,Ev,2,29,0,7.9,0,1,0,2.4,0,0,0
D3,7,water,Ev,3,29,18.5,23.5,17,1,11.5,2.4,0.2702702702702703,-0.9411764705882353,-0.7913043478260869
D3,7,water,Ev,A,29,57.1,55.8,6,9,8,7.1,-0.022767075306479933,0.5,-0.11250000000000004
D3,8,water,Mv,1,29,14.9,53.5,9,50,0,0,2.5906040268456376,4.555555555555555,0
D3,8,water,Mv,2,29,18.7,73.4,12,39,0,0,2.9251336898395723,2.25,0
D3,8,water,Mv,3,29,32.7,67.1,14,18,0,0,1.0519877675840974,0.2857142857142857,0
D3,8,water,Ev,1,29,25.2,0,13,0,7.9,0,-1,-1,-1
D3,8,water,Ev,2,29,23.6,0,7,0,6.3,0,-1,-1,-1
D3,8,water,Ev,3,29,0,0,0,0,0,0,0,0,0
D3,8,water,Ev,A,29,63.8,28.5,5,3,4.5,3.4,-0.5532915360501567,-0.4,-0.24444444444444446
D3,9,water,Mv,1,29,0,0,0,0,0,0,0,0,0
D3,9,water,Mv,2,29,0,0,0,0,0,0,0,0,0
D3,9,water,Mv,3,29,27.4,47.8,14,25,0,0,0.7445255474452555,0.7857142857142857,0
D3,9,water,Ev,1,29,15.4,7.5,1,1,2.3,2.4,-0.512987012987013,0,0.04347826086956526
D3,9,water,Ev,2,29,0,0,0,0,0,0,0,0,0
D3,9,water,Ev,3,29,27.4,0,2,0,3.1,0,-1,-1,-1
D3,9,water,Ev,A,29,62,60.6,7,8,7,4.9,-0.0225806451612903,0.14285714285714285,-0.29999999999999993
D3,10,water,Mv,1,29,17.9,45.6,23,31,0,0,1.5474860335195533,0.34782608695652173,0
D3,10,water,Mv,2,29,24.4,25.8,7,2,0,0,0.05737704918032796,-0.7142857142857143,0
D3,10,water,Mv,3,29,16.8,20.7,5,10,0,0,0.23214285714285704,1,0
D3,10,water,Ev,1,29,32.5,25.5,3,1,5.3,2.4,-0.2153846153846154,-0.6666666666666666,-0.5471698113207547
D3,10,water,Ev,2,29,40.9,42.4,4,2,4.5,3.2,0.03667481662591687,-0.5,-0.28888888888888886
D3,10,water,Ev,3,29,31.5,27.4,4,1,5.4,2.4,-0.1301587301587302,-0.75,-0.5555555555555556
D3,10,water,Ev,A,29,55.8,54.8,5,5,3.2,3.6,-0.01792114695340502,0,0.12499999999999997
D4,1,fungicide,Mv,1,29,47.6,47.5,6,17,0,0,-0.0021008403361344836,1.8333333333333333,0
D4,1,fungicide,Mv,2,29,32,39.7,12,32,0,0,0.2406250000000001,1.6666666666666667,0
D4,1,fungicide,Mv,3,29,22.8,40,18,40,0,0,0.7543859649122806,1.2222222222222223,0
D4,1,fungicide,Ev,1,29,18.5,0,3,0,4.6,0,-1,-1,-1
D4,1,fungicide,Ev,2,29,15.5,0,11,0,5.7,0,-1,-1,-1
D4,1,fungicide,Ev,3,29,14.5,0,10,0,4.2,0,-1,-1,-1
D4,1,fungicide,Ev,A,29,73.6,0,11,0,7.6,0,-1,-1,-1
D4,2,fungicide,Mv,1,29,21.6,0,5,0,0,0,-1,-1,0
D4,2,fungicide,Mv,2,29,42.5,60.3,9,11,0,0,0.41882352941176465,0.2222222222222222,0
D4,2,fungicide,Mv,3,29,28,31.5,5,18,0,0,0.125,2.6,0
D4,2,fungicide,Ev,1,29,33.3,40.2,9,4,6.5,5.1,0.2072072072072074,-0.5555555555555556,-0.21538461538461545
D4,2,fungicide,Ev,2,29,26.8,43,11,2,7.6,2.7,0.6044776119402985,-0.8181818181818182,-0.6447368421052632
D4,2,fungicide,Ev,3,29,25.1,0,9,0,6.6,0,-1,-1,-1
D4,2,fungicide,Ev,A,29,55.4,52.9,10,8,9.5,9.5,-0.04512635379061372,-0.2,0
D4,3,fungicide,Mv,1,29,48.6,73.2,8,30,0,0,0.5061728395061729,2.75,0
D4,3,fungicide,Mv,2,29,41.7,63.3,5,24,0,0,0.5179856115107911,3.8,0
D4,3,fungicide,Mv,3,29,40.1,50.6,11,14,0,0,0.26184538653366585,0.2727272727272727,0
D4,3,fungicide,Ev,1,29,25.4,34.1,13,9,8.4,5.3,0.3425196850393702,-0.3076923076923077,-0.36904761904761907
D4,3,fungicide,Ev,2,29,23.5,20.1,13,5,8.2,6.4,-0.14468085106382972,-0.6153846153846154,-0.2195121951219511
D4,3,fungicide,Ev,3,29,20.9,27,9,4,8.2,3.1,0.29186602870813405,-0.5555555555555556,-0.6219512195121951
D4,3,fungicide,Ev,A,29,81.9,75.8,18,16,10.4,11.3,-0.07448107448107458,-0.1111111111111111,0.08653846153846156
D4,4,fungicide,Mv,1,29,21.6,24.1,13,39,0,0,0.11574074074074073,2,0
D4,4,fungicide,Mv,2,29,54,63,6,38,0,0,0.16666666666666666,5.333333333333333,0
D4,4,fungicide,Mv,3,29,31.2,70,5,15,0,0,1.2435897435897436,2,0
D4,4,fungicide,Ev,1,29,23.5,20.1,15,9,6.1,NA,-0.14468085106382972,-0.4,NA
D4,4,fungicide,Ev,2,29,26.1,22.5,11,3,7,NA,-0.13793103448275867,-0.7272727272727273,NA
D4,4,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D4,4,fungicide,Ev,A,29,81.1,78.6,19,11,11.8,NA,-0.03082614056720099,-0.42105263157894735,NA
D4,5,fungicide,Mv,1,29,42.6,37.8,12,29,0,0,-0.11267605633802827,1.4166666666666667,0
D4,5,fungicide,Mv,2,29,38.4,41.1,8,41,0,0,0.07031250000000008,4.125,0
D4,5,fungicide,Mv,3,29,0,0,0,0,0,0,0,0,0
D4,5,fungicide,Ev,1,29,0,0,0,0,0,0,0,0,0
D4,5,fungicide,Ev,2,29,22.9,16.6,13,9,7,5.7,-0.2751091703056768,-0.3076923076923077,-0.1857142857142857
D4,5,fungicide,Ev,3,29,26.4,25.1,12,4,7.5,5.5,-0.049242424242424136,-0.6666666666666666,-0.26666666666666666
D4,5,fungicide,Ev,A,29,77.9,72.4,12,15,5.5,7.8,-0.07060333761232349,0.25,0.41818181818181815
D4,6,fungicide,Mv,1,29,44.7,46.9,16,39,0,0,0.04921700223713637,1.4375,0
D4,6,fungicide,Mv,2,29,42.5,65.6,11,18,0,0,0.5435294117647057,0.6363636363636364,0
D4,6,fungicide,Mv,3,29,22.8,0,6,0,0,0,-1,-1,0
D4,6,fungicide,Ev,1,29,24.5,4,6,1,4.6,2.4,-0.8367346938775511,-0.8333333333333334,-0.47826086956521735
D4,6,fungicide,Ev,2,29,26.6,0,6,0,4.1,0,-1,-1,-1
D4,6,fungicide,Ev,3,29,36.7,34,7,2,4.7,3.5,-0.07356948228882841,-0.7142857142857143,-0.25531914893617025
D4,6,fungicide,Ev,A,29,68.1,65.5,18,24,8,9.9,-0.038179148311306824,0.3333333333333333,0.23750000000000004
D4,7,fungicide,Mv,1,29,32.7,56.3,6,35,0,0,0.7217125382262994,4.833333333333333,0
D4,7,fungicide,Mv,2,29,28.8,40.5,6,10,0,0,0.40624999999999994,0.6666666666666666,0
D4,7,fungicide,Mv,3,29,29.6,52.5,7,48,0,0,0.7736486486486486,5.857142857142857,0
D4,7,fungicide,Ev,1,29,22.9,0,8,0,5,0,-1,-1,-1
D4,7,fungicide,Ev,2,29,24.7,0,5,0,3.4,0,-1,-1,-1
D4,7,fungicide,Ev,3,29,0,0,0,0,0,0,0,0,0
D4,7,fungicide,Ev,A,29,65.6,61.3,20,25,7.4,13.9,-0.06554878048780484,0.25,0.8783783783783783
D4,9,fungicide,Mv,1,29,44.8,64.5,6,28,0,0,0.43973214285714296,3.6666666666666665,0
D4,9,fungicide,Mv,2,29,31.4,56.6,8,6,0,0,0.8025477707006371,-0.25,0
D4,9,fungicide,Mv,3,29,25.2,0,5,0,0,0,-1,-1,0
D4,9,fungicide,Ev,1,29,35.1,27.6,6,3,5.4,2.9,-0.21367521367521367,-0.5,-0.462962962962963
D4,9,fungicide,Ev,2,29,14.5,0,2,0,4.4,0,-1,-1,-1
D4,9,fungicide,Ev,3,29,13.8,0,5,0,3.8,0,-1,-1,-1
D4,9,fungicide,Ev,A,29,71.4,71.2,10,7,7.2,9,-0.002801120448179311,-0.3,0.24999999999999997
D4,1,water,Mv,1,29,49.4,57.5,13,22,0,0,0.1639676113360324,0.6923076923076923,0
D4,1,water,Mv,2,29,33.4,50.2,10,46,0,0,0.5029940119760481,3.6,0
D4,1,water,Mv,3,29,43.2,46,10,14,0,0,0.06481481481481474,0.4,0
D4,1,water,Ev,1,29,26,18.5,10,4,3.1,3.4,-0.28846153846153844,-0.6,0.09677419354838704
D4,1,water,Ev,2,29,29.5,42.4,9,4,3.1,5.2,0.4372881355932203,-0.5555555555555556,0.6774193548387097
D4,1,water,Ev,3,29,23.4,23.3,11,5,2.5,3.2,-0.004273504273504183,-0.5454545454545454,0.2800000000000001
D4,1,water,Ev,A,29,59.9,55,6,9,4.5,9.2,-0.08180300500834722,0.5,1.0444444444444443
D4,2,water,Mv,1,29,39.8,57.3,7,19,0,0,0.4396984924623116,1.7142857142857142,0
D4,2,water,Mv,2,29,25,0,5,0,0,0,-1,-1,0
D4,2,water,Mv,3,29,37.3,48.7,5,18,0,0,0.3056300268096516,2.6,0
D4,2,water,Ev,1,29,38.5,48.7,8,7,4,6.6,0.264935064935065,-0.125,0.6499999999999999
D4,2,water,Ev,2,29,41.4,46.1,10,5,4.9,5.3,0.11352657004830925,-0.5,0.08163265306122437
D4,2,water,Ev,3,29,37.9,48.6,7,6,4.6,8.7,0.28232189973614785,-0.14285714285714285,0.8913043478260869
D4,2,water,Ev,A,29,58.1,88.6,12,19,4.7,12.3,0.5249569707401032,0.5833333333333334,1.6170212765957448
D4,3,water,Mv,1,29,46.5,79.1,11,40,0,0,0.7010752688172042,2.6363636363636362,0
D4,3,water,Mv,2,29,49.5,69.5,7,26,0,0,0.40404040404040403,2.7142857142857144,0
D4,3,water,Mv,3,29,49.1,79.5,8,33,0,0,0.6191446028513238,3.125,0
D4,3,water,Ev,1,29,50.9,64.2,6,4,4.1,5.2,0.2612966601178783,-0.3333333333333333,0.2682926829268294
D4,3,water,Ev,2,29,29.5,34.3,13,4,4.8,4.8,0.16271186440677957,-0.6923076923076923,0
D4,3,water,Ev,3,29,31.2,0,8,0,5.1,0,-1,-1,-1
D4,3,water,Ev,A,29,82.2,81.1,11,9,7.1,9.4,-0.013381995133820055,-0.18181818181818182,0.3239436619718311
D4,4,water,Mv,1,29,31.9,61.6,5,11,0,0,0.9310344827586208,1.2,0
D4,4,water,Mv,2,29,61.1,75.6,11,23,0,0,0.23731587561374784,1.0909090909090908,0
D4,4,water,Mv,3,29,58.8,75.5,5,14,0,0,0.2840136054421769,1.8,0
D4,4,water,Ev,1,29,21.4,17.1,8,2,3.5,2.5,-0.20093457943925222,-0.75,-0.2857142857142857
D4,4,water,Ev,2,29,22,10.1,8,1,5.3,2.4,-0.5409090909090909,-0.875,-0.5471698113207547
D4,4,water,Ev,3,29,20.5,0,8,0,4.1,0,-1,-1,-1
D4,4,water,Ev,A,29,50.3,43.1,8,4,4.2,6.5,-0.14314115308151085,-0.5,0.5476190476190476
D4,5,water,Mv,1,29,56.4,69.5,6,14,0,0,0.23226950354609932,1.3333333333333333,0
D4,5,water,Mv,2,29,51.9,63.5,10,15,0,0,0.22350674373795765,0.5,0
D4,5,water,Mv,3,29,45.5,73.4,6,25,0,0,0.6131868131868133,3.1666666666666665,0
D4,5,water,Ev,1,29,28.1,22.5,8,2,4,4.6,-0.19928825622775806,-0.75,0.1499999999999999
D4,5,water,Ev,2,29,28.3,9.5,7,1,3.6,2.4,-0.6643109540636043,-0.8571428571428571,-0.33333333333333337
D4,5,water,Ev,3,29,38.9,26.6,7,1,3.6,4,-0.31619537275064263,-0.8571428571428571,0.11111111111111108
D4,5,water,Ev,A,29,95,99.2,11,10,7.4,8.8,0.044210526315789506,-0.09090909090909091,0.18918918918918923
D4,6,water,Mv,1,29,30.4,48.7,11,31,0,0,0.6019736842105264,1.8181818181818181,0
D4,6,water,Mv,2,29,38.3,70.9,8,28,0,0,0.8511749347258488,2.5,0
D4,6,water,Mv,3,29,56.1,84.7,13,23,0,0,0.5098039215686274,0.7692307692307693,0
D4,6,water,Ev,1,29,39.9,54.8,5,4,3,3.5,0.37343358395989973,-0.2,0.16666666666666666
D4,6,water,Ev,2,29,32.7,53.9,11,9,4.7,5.7,0.6483180428134555,-0.18181818181818182,0.2127659574468085
D4,6,water,Ev,3,29,43.5,61,9,5,4,6.1,0.40229885057471265,-0.4444444444444444,0.5249999999999999
D4,6,water,Ev,A,29,70.7,67.4,14,18,11.5,12.9,-0.046676096181046636,0.2857142857142857,0.12173913043478264
D4,7,water,Mv,1,29,30.2,71.4,5,17,0,0,1.3642384105960266,2.4,0
D4,7,water,Mv,2,29,47.1,66,25,36,0,0,0.40127388535031844,0.44,0
D4,7,water,Mv,3,29,33.1,75.4,17,26,0,0,1.2779456193353476,0.5294117647058824,0
