month,site,plot,treatment,sp,ID,focal,age,bp_example,leaves_tot,leaves_infec,Bp_spots_Ev,leaf_area.pix,lesion_area.pix,leaf_count
sep,D4,5,fungicide,Mv,1,1,seedling,0,2,1,NA,158752,1430,1
sep,D4,5,fungicide,Mv,2,1,seedling,0,4,2,NA,70086,104,1
sep,D4,5,water,Mv,1,1,seedling,0,3,3,NA,260641,23007,1
sep,D4,5,water,Mv,2,1,seedling,0,3,3,NA,200980,8019,1
sep,D4,5,water,Mv,3,1,seedling,0,5,5,NA,158850,2862,1
sep,D4,6,fungicide,Mv,1,1,seedling,0,4,1,NA,150226,801,1
sep,D4,6,fungicide,Mv,2,1,seedling,0,4,2,NA,122175,4297,1
sep,D4,6,water,Mv,1,1,seedling,0,7,7,NA,98411,18070,1
sep,D4,6,water,Mv,2,1,seedling,0,5,5,NA,113706,42106,1
sep,D4,6,water,Mv,3,1,seedling,0,4,4,NA,149316,5485,1
sep,D4,7,fungicide,Mv,1,1,seedling,0,5,4,NA,313802,2456,1
sep,D4,7,fungicide,Mv,2,1,seedling,0,5,4,NA,183747,2979,1
sep,D4,7,fungicide,Mv,3,1,seedling,0,5,5,NA,376064,8704,1
sep,D4,7,water,Mv,1,1,seedling,0,2,2,NA,70341,2772,1
sep,D4,7,water,Mv,2,1,seedling,0,2,2,NA,76271,41023,1
sep,D4,7,water,Mv,3,1,seedling,0,3,3,NA,80270,3229,1
sep,D4,8,water,Mv,1,1,seedling,0,4,3,NA,58180,57353,1
sep,D4,8,water,Mv,2,1,seedling,0,4,4,NA,161743,15386,1
sep,D4,8,water,Mv,3,1,seedling,0,3,3,NA,165010,8428,1
sep,D4,9,fungicide,Mv,1,1,seedling,0,4,2,NA,88899,228,1
sep,D4,9,fungicide,Mv,2,1,seedling,0,4,3,NA,134915,10777,1
sep,D4,9,water,Mv,1,1,seedling,0,3,3,NA,44374,721,1
sep,D4,9,water,Mv,2,1,seedling,0,4,4,NA,88677,20464,1
sep,D4,9,water,Mv,3,1,seedling,0,4,4,NA,120087,6629,1
