date,month,site,plot,treatment,sp,ID,focal,age,leaves_tot,leaves_infec,Bp_spots,leaf_area.pix,lesion_area.pix,leaf_count,scan_notes
20190828,late_aug,D4,9,water,Mv,2,1,seedling,4,2,1,38484,37696,1,NA
20190828,late_aug,D4,9,water,Mv,3,1,seedling,5,1,1,62544,61744,1,NA
20190828,late_aug,D4,10,water,Mv,1,1,seedling,6,5,1,48093,47129,1,NA
20190828,late_aug,D4,10,water,Mv,2,1,seedling,6,4,1,44247,43263,1,NA
20190828,late_aug,D4,10,water,Mv,3,1,seedling,7,3,1,22037,21287,1,NA
20190830,late_aug,D1,1,fungicide,Ev,1,1,seedling,4,2,1,43858,12493,1,NA
20190830,late_aug,D1,1,fungicide,Ev,A,1,adult,5,4,0,138588,114221,2,NA
20190831,late_aug,D1,2,fungicide,Ev,1,1,seedling,7,3,0,96704,55331,1,NA
20190831,late_aug,D1,2,fungicide,Ev,2,1,seedling,6,5,0,134555,131380,1,NA
20190831,late_aug,D1,2,fungicide,Ev,3,1,seedling,5,2,0,66352,51227,1,NA
20190831,late_aug,D1,2,fungicide,Ev,A,1,adult,6,2,0,30082,28239,1,NA
20190830,late_aug,D1,3,fungicide,Ev,1,1,seedling,9,8,0,84586,81344,1,NA
20190830,late_aug,D1,3,fungicide,Ev,2,1,seedling,9,4,0,116060,106597,1,NA
20190830,late_aug,D1,3,fungicide,Ev,3,1,seedling,9,5,0,58359,18578,1,NA
20190830,late_aug,D1,3,fungicide,Ev,A,1,adult,5,2,0,97024,42881,1,NA
20190830,late_aug,D1,4,fungicide,Ev,1,1,seedling,6,4,0,48539,45117,1,NA
20190830,late_aug,D1,4,fungicide,Ev,2,1,seedling,6,3,0,52212,33607,1,NA
20190830,late_aug,D1,4,fungicide,Ev,3,1,seedling,4,3,0,11892,2994,1,NA
20190830,late_aug,D1,5,fungicide,Ev,1,1,seedling,4,1,0,48173,47016,1,NA
20190830,late_aug,D1,5,fungicide,Ev,2,1,seedling,6,4,1,64750,55446,1,NA
20190830,late_aug,D1,5,fungicide,Ev,3,1,seedling,7,3,0,73450,70659,1,NA
20190830,late_aug,D1,5,fungicide,Ev,A,1,adult,5,5,0,16401,12190,1,NA
20190830,late_aug,D1,6,fungicide,Ev,1,1,seedling,7,6,0,67800,63372,1,NA
20190830,late_aug,D1,6,fungicide,Ev,2,1,seedling,9,3,0,54300,29189,1,NA
20190830,late_aug,D1,6,fungicide,Ev,3,1,seedling,9,4,0,75195,43991,1,NA
20190830,late_aug,D1,6,fungicide,Ev,A,1,adult,4,4,0,65546,63011,1,NA
20190830,late_aug,D1,7,fungicide,Ev,1,1,seedling,6,5,0,63399,52676,1,NA
20190830,late_aug,D1,7,fungicide,Ev,2,1,seedling,6,4,0,49998,37988,1,NA
20190830,late_aug,D1,7,fungicide,Ev,3,1,seedling,9,5,0,134301,114373,1,NA
20190830,late_aug,D1,7,fungicide,Ev,A,1,adult,7,5,0,44260,16236,1,NA
20190831,late_aug,D1,8,fungicide,Ev,1,1,seedling,9,5,1,132191,87997,1,NA
20190831,late_aug,D1,8,fungicide,Ev,2,1,seedling,8,4,1,82421,75720,1,NA
20190831,late_aug,D1,8,fungicide,Ev,3,1,seedling,5,3,0,82583,55999,1,NA
20190831,late_aug,D1,8,fungicide,Ev,A,1,adult,10,4,0,64354,51622,1,NA
20190830,late_aug,D1,9,fungicide,Ev,1,1,seedling,5,2,0,56241,41633,1,NA
20190830,late_aug,D1,9,fungicide,Ev,2,1,seedling,6,3,0,22559,7525,1,NA
20190830,late_aug,D1,9,fungicide,Ev,3,1,seedling,7,6,0,40753,23684,1,NA
20190830,late_aug,D1,9,fungicide,Ev,A,1,adult,5,5,0,138007,130668,1,NA
20190830,late_aug,D1,10,fungicide,Ev,2,1,seedling,7,4,0,34537,33014,1,NA
20190830,late_aug,D1,10,fungicide,Ev,3,1,seedling,4,4,0,83763,81034,1,NA
20190830,late_aug,D1,1,water,Ev,1,1,seedling,7,3,0,65122,45073,1,NA
20190830,late_aug,D1,1,water,Ev,2,1,seedling,8,5,0,140451,32169,1,NA
20190830,late_aug,D1,1,water,Ev,3,1,seedling,8,5,0,148878,144109,1,NA
20190830,late_aug,D1,1,water,Ev,A,1,adult,3,3,1,193815,108585,1,NA
20190830,late_aug,D1,2,water,Ev,2,1,seedling,7,6,0,226595,223798,1,NA
20190830,late_aug,D1,2,water,Ev,3,1,seedling,6,5,0,195988,156657,1,NA
20190830,late_aug,D1,3,water,Ev,1,1,seedling,9,6,0,253206,232817,1,NA
20190830,late_aug,D1,3,water,Ev,2,1,seedling,7,3,0,156546,119755,1,NA
20190830,late_aug,D1,4,water,Ev,1,1,seedling,7,5,0,274460,253873,1,NA
20190830,late_aug,D1,4,water,Ev,2,1,seedling,6,2,0,173435,78436,1,NA
20190830,late_aug,D1,4,water,Ev,3,1,seedling,7,3,0,180602,157010,1,NA
20190830,late_aug,D1,4,water,Ev,A,1,adult,4,3,0,347791,342783,1,NA
20190830,late_aug,D1,5,water,Ev,2,1,seedling,3,0,0,154386,71787,1,NA
20190830,late_aug,D1,5,water,Ev,3,1,seedling,7,3,0,197792,157928,1,NA
20190830,late_aug,D1,5,water,Ev,A,1,adult,4,3,0,369551,364170,1,NA
20190831,late_aug,D1,6,water,Ev,1,1,seedling,8,4,0,342500,311531,1,NA
20190831,late_aug,D1,6,water,Ev,3,1,seedling,5,1,0,155727,133918,1,NA
20190831,late_aug,D1,6,water,Ev,A,1,adult,11,8,0,458672,453983,1,NA
20190830,late_aug,D1,7,water,Ev,1,1,seedling,5,3,1,108933,82087,1,NA
20190830,late_aug,D1,7,water,Ev,2,1,seedling,7,5,1,116471,83105,1,NA
20190831,late_aug,D1,8,water,Ev,2,1,seedling,7,6,1,276205,143678,1,NA
20190831,late_aug,D1,8,water,Ev,3,1,seedling,8,4,1,293949,210523,1,NA
20190831,late_aug,D1,8,water,Ev,A,1,adult,3,2,0,419204,412668,2,NA
20190830,late_aug,D1,9,water,Ev,3,1,seedling,9,3,0,260359,255526,3,NA
20190830,late_aug,D1,10,water,Ev,1,1,seedling,5,5,0,70246,5548,1,NA
20190830,late_aug,D1,10,water,Ev,3,1,seedling,6,2,0,114987,88486,1,NA
20190830,late_aug,D2,1,fungicide,Ev,1,1,seedling,9,6,0,39317,32536,1,NA
20190830,late_aug,D2,1,fungicide,Ev,2,1,seedling,11,7,1,107539,29232,1,NA
20190830,late_aug,D2,1,fungicide,Ev,3,1,seedling,6,6,0,46452,38298,1,NA
20190830,late_aug,D2,1,fungicide,Ev,A,1,adult,6,6,1,39158,18716,1,NA
20190830,late_aug,D2,2,fungicide,Ev,1,1,seedling,8,4,0,35082,8908,1,NA
20190830,late_aug,D2,2,fungicide,Ev,2,1,seedling,10,3,0,31863,30265,1,NA
20190830,late_aug,D2,2,fungicide,Ev,3,1,seedling,5,2,0,53096,21469,1,NA
20190830,late_aug,D2,3,fungicide,Ev,1,1,seedling,4,3,0,97060,61710,1,NA
20190830,late_aug,D2,3,fungicide,Ev,2,1,seedling,4,4,1,151238,145450,1,NA
20190830,late_aug,D2,3,fungicide,Ev,3,1,seedling,3,3,1,86879,30658,1,NA
20190830,late_aug,D2,3,fungicide,Ev,A,1,adult,4,1,0,31989,4129,1,NA
20190830,late_aug,D2,4,fungicide,Ev,1,1,seedling,6,5,0,65303,43131,1,NA
20190830,late_aug,D2,4,fungicide,Ev,2,1,seedling,4,4,1,74689,56139,1,NA
20190830,late_aug,D2,4,fungicide,Ev,3,1,seedling,7,5,0,88925,76456,1,NA
20190830,late_aug,D2,4,fungicide,Ev,A,1,adult,5,4,0,59676,42808,1,NA
20190829,late_aug,D2,5,fungicide,Ev,1,1,seedling,4,4,0,33177,25959,2,NA
20190829,late_aug,D2,5,fungicide,Ev,2,1,seedling,6,5,0,52578,22243,1,NA
20190829,late_aug,D2,5,fungicide,Ev,A,1,adult,4,4,0,67411,63746,1,NA
20190830,late_aug,D2,6,fungicide,Ev,3,1,seedling,3,1,0,16091,15137,1,NA
20190829,late_aug,D2,7,fungicide,Ev,1,1,seedling,3,3,0,87205,46086,1,NA
20190829,late_aug,D2,7,fungicide,Ev,2,1,seedling,4,3,0,31347,13543,1,NA
20190829,late_aug,D2,7,fungicide,Ev,3,1,seedling,8,7,0,40409,5675,1,NA
20190829,late_aug,D2,7,fungicide,Ev,A,1,adult,4,4,1,49083,23686,1,NA
20190830,late_aug,D2,8,fungicide,Ev,1,1,seedling,5,5,1,78473,74923,1,NA
20190830,late_aug,D2,8,fungicide,Ev,2,1,seedling,7,4,1,35022,7375,1,NA
20190830,late_aug,D2,8,fungicide,Ev,3,1,seedling,5,5,1,156616,151786,1,NA
20190830,late_aug,D2,8,fungicide,Ev,A,1,adult,5,3,1,44898,41539,1,NA
20190829,late_aug,D2,9,fungicide,Ev,A,1,adult,8,7,0,46007,9982,1,NA
20190830,late_aug,D2,10,fungicide,Ev,1,1,seedling,5,4,0,96709,94240,1,NA
20190830,late_aug,D2,10,fungicide,Ev,2,1,seedling,5,5,0,97391,55839,1,NA
20190830,late_aug,D2,10,fungicide,Ev,3,1,seedling,3,3,0,112306,103603,1,NA
20190830,late_aug,D2,10,fungicide,Ev,A,1,adult,4,4,1,125300,120591,1,NA
20190830,late_aug,D2,2,water,Ev,A,1,adult,6,5,0,13275,4426,1,NA
20190830,late_aug,D2,3,water,Ev,1,1,seedling,9,7,1,64237,61129,1,NA
20190830,late_aug,D2,3,water,Ev,2,1,seedling,4,1,0,69533,41350,1,NA
20190830,late_aug,D2,3,water,Ev,3,1,seedling,9,5,0,69510,17027,1,NA
20190830,late_aug,D2,3,water,Ev,A,1,adult,7,7,0,54699,38345,1,NA
20190829,late_aug,D2,4,water,Ev,1,1,seedling,4,4,1,14152,6451,1,NA
20190830,late_aug,D2,5,water,Ev,2,1,seedling,9,5,0,72455,24241,1,NA
20190830,late_aug,D2,5,water,Ev,3,1,seedling,9,4,1,76046,14888,1,NA
20190830,late_aug,D2,5,water,Ev,A,1,adult,4,3,0,26074,5877,1,NA
20190830,late_aug,D2,6,water,Ev,1,1,seedling,5,5,0,45283,42878,1,NA
20190830,late_aug,D2,6,water,Ev,2,1,seedling,6,3,1,42051,22477,1,NA
20190830,late_aug,D2,6,water,Ev,3,1,seedling,1,1,0,26021,10590,1,NA
20190830,late_aug,D2,7,water,Ev,1,1,seedling,4,4,1,21501,18058,1,NA
20190830,late_aug,D2,7,water,Ev,2,1,seedling,7,4,1,39830,6741,1,NA
20190830,late_aug,D2,7,water,Ev,3,1,seedling,8,5,0,31048,11682,1,NA
20190830,late_aug,D2,7,water,Ev,A,1,adult,5,3,1,53356,44568,1,NA
20190830,late_aug,D2,8,water,Ev,1,1,seedling,4,4,1,36485,21006,1,NA
20190830,late_aug,D2,8,water,Ev,2,1,seedling,5,4,1,7078,1912,1,NA
20190830,late_aug,D2,8,water,Ev,3,1,seedling,8,4,1,46233,26525,1,NA
20190830,late_aug,D2,8,water,Ev,A,1,adult,4,4,0,43340,3549,1,NA
20190829,late_aug,D2,9,water,Ev,1,1,seedling,5,5,1,49785,43347,1,NA
20190829,late_aug,D2,9,water,Ev,2,1,seedling,4,3,1,20365,15712,1,NA
20190829,late_aug,D2,9,water,Ev,3,1,seedling,5,3,0,33772,14215,1,NA
20190829,late_aug,D2,9,water,Ev,A,1,adult,4,4,0,16583,12295,1,NA
20190829,late_aug,D2,10,water,Ev,2,1,seedling,5,3,1,56187,25735,1,NA
20190829,late_aug,D2,10,water,Ev,3,1,seedling,4,2,0,42463,20510,1,NA
20190829,late_aug,D3,1,fungicide,Ev,1,1,seedling,6,5,0,315608,178322,1,NA
20190829,late_aug,D3,1,fungicide,Ev,3,1,seedling,6,6,0,460176,440340,1,NA
20190829,late_aug,D3,1,fungicide,Ev,A,1,adult,3,2,0,1235481,1223762,1,NA
20190829,late_aug,D3,2,fungicide,Ev,1,1,seedling,4,4,1,507553,450437,1,NA
20190829,late_aug,D3,2,fungicide,Ev,2,1,seedling,5,5,1,406023,391618,1,NA
20190829,late_aug,D3,2,fungicide,Ev,3,1,seedling,5,5,1,543397,501223,1,NA
20190829,late_aug,D3,2,fungicide,Ev,A,1,adult,6,5,1,137059,130742,1,NA
20190829,late_aug,D3,3,fungicide,Ev,1,1,seedling,4,4,1,407976,403266,1,NA
20190829,late_aug,D3,3,fungicide,Ev,3,1,seedling,6,6,0,603256,152521,1,NA
20190829,late_aug,D3,3,fungicide,Ev,A,1,adult,3,3,1,241425,229818,1,NA
20190829,late_aug,D3,4,fungicide,Ev,1,1,seedling,5,5,0,386138,197568,1,NA
20190829,late_aug,D3,4,fungicide,Ev,2,1,seedling,3,3,0,812813,161839,1,NA
20190829,late_aug,D3,5,fungicide,Ev,1,1,seedling,9,7,1,175752,120866,1,NA
20190829,late_aug,D3,5,fungicide,Ev,2,1,seedling,7,5,0,463680,414853,1,NA
20190829,late_aug,D3,5,fungicide,Ev,3,1,seedling,8,5,1,480330,431575,1,NA
20190829,late_aug,D3,5,fungicide,Ev,A,1,adult,3,3,1,104700,42189,1,NA
20190829,late_aug,D3,6,fungicide,Ev,1,1,seedling,9,8,1,236208,203974,1,NA
20190829,late_aug,D3,6,fungicide,Ev,2,1,seedling,9,8,1,276184,257621,1,NA
20190829,late_aug,D3,6,fungicide,Ev,3,1,seedling,8,8,0,148657,119488,1,NA
20190829,late_aug,D3,6,fungicide,Ev,A,1,adult,5,4,1,61446,38062,1,NA
20190829,late_aug,D3,7,fungicide,Ev,1,1,seedling,3,3,1,599924,533478,1,NA
20190829,late_aug,D3,7,fungicide,Ev,3,1,seedling,7,7,1,114406,51127,1,NA
20190829,late_aug,D3,7,fungicide,Ev,A,1,adult,7,6,1,129931,78457,1,NA
20190829,late_aug,D3,8,fungicide,Ev,1,1,seedling,11,9,1,290929,284268,1,NA
20190829,late_aug,D3,8,fungicide,Ev,2,1,seedling,8,8,1,250347,150193,1,NA
20190829,late_aug,D3,8,fungicide,Ev,3,1,seedling,7,7,0,361580,286137,1,NA
20190829,late_aug,D3,8,fungicide,Ev,A,1,adult,4,3,1,78135,75243,1,NA
20190829,late_aug,D3,9,fungicide,Ev,1,1,seedling,11,9,1,292055,245112,1,NA
20190829,late_aug,D3,9,fungicide,Ev,2,1,seedling,7,4,0,222518,103282,1,NA
20190829,late_aug,D3,9,fungicide,Ev,3,1,seedling,6,5,1,363496,336384,1,NA
20190829,late_aug,D3,9,fungicide,Ev,A,1,adult,11,10,1,186689,96768,1,NA
20190829,late_aug,D3,1,water,Ev,1,1,seedling,6,5,1,265859,182517,1,NA
20190829,late_aug,D3,1,water,Ev,2,1,seedling,5,5,0,282106,274688,1,NA
20190829,late_aug,D3,1,water,Ev,3,1,seedling,6,5,1,299866,213971,2,NA
20190829,late_aug,D3,1,water,Ev,A,1,adult,4,3,1,45988,37752,1,NA
20190829,late_aug,D3,2,water,Ev,1,1,seedling,5,4,0,109038,10607,1,NA
20190829,late_aug,D3,2,water,Ev,2,1,seedling,6,3,0,192565,190046,1,NA
20190829,late_aug,D3,2,water,Ev,3,1,seedling,5,5,0,474506,438119,1,NA
20190829,late_aug,D3,2,water,Ev,A,1,adult,6,5,1,176617,43397,1,NA
20190829,late_aug,D3,3,water,Ev,1,1,seedling,4,4,1,235423,226099,1,NA
20190829,late_aug,D3,3,water,Ev,2,1,seedling,6,5,0,272904,219799,1,NA
20190829,late_aug,D3,3,water,Ev,3,1,seedling,4,4,0,315198,260416,1,NA
20190829,late_aug,D3,3,water,Ev,A,1,adult,6,6,1,226856,217278,1,NA
20190829,late_aug,D3,4,water,Ev,1,1,seedling,8,7,1,258137,223173,1,NA
20190829,late_aug,D3,4,water,Ev,2,1,seedling,6,4,1,305114,289700,1,NA
20190829,late_aug,D3,4,water,Ev,3,1,seedling,7,5,0,265082,74616,1,NA
20190829,late_aug,D3,4,water,Ev,A,1,adult,8,6,1,176041,120805,1,NA
20190829,late_aug,D3,5,water,Ev,1,1,seedling,3,3,1,346674,291222,1,NA
20190829,late_aug,D3,6,water,Ev,1,1,seedling,3,3,1,461961,455670,1,NA
20190829,late_aug,D3,6,water,Ev,2,1,seedling,3,3,0,818260,533119,1,NA
20190829,late_aug,D3,6,water,Ev,3,1,seedling,2,2,0,588194,564969,1,NA
20190829,late_aug,D3,6,water,Ev,A,1,adult,4,2,0,83341,4989,1,NA
20190829,late_aug,D3,7,water,Ev,2,1,seedling,3,1,0,66647,55783,1,NA
20190829,late_aug,D3,8,water,Ev,1,1,seedling,8,6,1,370146,340392,1,NA
20190829,late_aug,D3,8,water,Ev,2,1,seedling,7,4,0,417887,393646,1,NA
20190829,late_aug,D3,8,water,Ev,3,1,seedling,7,3,0,360644,176465,1,NA
20190829,late_aug,D3,8,water,Ev,A,1,adult,6,5,1,156218,109749,1,NA
20190829,late_aug,D3,9,water,Ev,1,1,seedling,3,2,0,26325,12926,1,NA
20190829,late_aug,D3,9,water,Ev,2,1,seedling,6,4,0,195820,175299,1,NA
20190829,late_aug,D3,9,water,Ev,3,1,seedling,8,6,0,232456,214187,1,NA
20190829,late_aug,D3,10,water,Ev,1,1,seedling,6,6,1,109142,69370,1,NA
20190829,late_aug,D3,10,water,Ev,3,1,seedling,8,5,0,196630,69286,1,NA
20190828,late_aug,D4,1,fungicide,Ev,1,1,seedling,11,6,1,225420,123134,1,NA
20190828,late_aug,D4,1,fungicide,Ev,2,1,seedling,8,7,1,181138,103569,1,NA
20190828,late_aug,D4,1,fungicide,Ev,3,1,seedling,10,9,0,295687,122747,1,NA
20190828,late_aug,D4,1,fungicide,Ev,A,1,adult,6,4,1,348083,324184,1,NA
20190828,late_aug,D4,2,fungicide,Ev,2,1,seedling,4,3,0,189211,150401,1,NA
20190828,late_aug,D4,2,fungicide,Ev,3,1,seedling,9,8,1,290570,213906,1,NA
20190828,late_aug,D4,2,fungicide,Ev,A,1,adult,6,6,1,186682,161079,2,NA
20190828,late_aug,D4,3,fungicide,Ev,1,1,seedling,6,6,1,322887,119710,1,NA
20190828,late_aug,D4,3,fungicide,Ev,2,1,seedling,7,7,1,307813,184746,1,NA
20190828,late_aug,D4,3,fungicide,Ev,3,1,seedling,4,2,1,347703,210626,1,NA
20190828,late_aug,D4,3,fungicide,Ev,A,1,adult,4,3,0,740649,385637,1,NA
20190828,late_aug,D4,4,fungicide,Ev,1,1,seedling,6,4,0,257406,198369,1,NA
20190828,late_aug,D4,4,fungicide,Ev,2,1,seedling,5,4,0,194467,128516,1,NA
20190828,late_aug,D4,4,fungicide,Ev,3,1,seedling,6,5,0,146607,107376,1,NA
20190828,late_aug,D4,4,fungicide,Ev,A,1,adult,5,4,0,476020,387570,1,NA
20190828,late_aug,D4,5,fungicide,Ev,1,1,seedling,8,6,1,332160,167339,1,NA
20190828,late_aug,D4,5,fungicide,Ev,2,1,seedling,6,4,1,327700,294515,1,NA
20190828,late_aug,D4,5,fungicide,Ev,3,1,seedling,6,3,1,195020,93486,1,NA
20190828,late_aug,D4,6,fungicide,Ev,1,1,seedling,10,9,1,235225,131830,1,NA
20190828,late_aug,D4,6,fungicide,Ev,2,1,seedling,11,10,1,324262,261380,1,NA
20190828,late_aug,D4,6,fungicide,Ev,3,1,seedling,13,10,1,292566,233565,2,NA
20190828,late_aug,D4,6,fungicide,Ev,A,1,adult,4,4,1,340605,296212,1,NA
20190828,late_aug,D4,7,fungicide,Ev,1,1,seedling,9,6,1,437755,431000,1,NA
20190828,late_aug,D4,7,fungicide,Ev,2,1,seedling,8,7,1,286528,272237,1,NA
20190828,late_aug,D4,7,fungicide,Ev,3,1,seedling,8,7,1,219257,168955,1,NA
20190828,late_aug,D4,7,fungicide,Ev,A,1,adult,6,3,1,91871,60036,1,NA
20190828,late_aug,D4,8,fungicide,Ev,1,1,seedling,7,5,1,147232,84931,1,NA
20190828,late_aug,D4,8,fungicide,Ev,2,1,seedling,6,5,0,209775,196610,1,NA
20190828,late_aug,D4,8,fungicide,Ev,3,1,seedling,9,4,0,225676,47444,1,NA
20190828,late_aug,D4,8,fungicide,Ev,A,1,adult,4,2,1,147970,130943,1,NA
20190828,late_aug,D4,9,fungicide,Ev,1,1,seedling,7,3,0,308455,297303,1,NA
20190828,late_aug,D4,9,fungicide,Ev,2,1,seedling,7,5,1,243765,222194,1,NA
20190828,late_aug,D4,9,fungicide,Ev,3,1,seedling,9,9,1,264724,181147,1,NA
20190828,late_aug,D4,10,fungicide,Ev,1,1,seedling,7,6,0,186551,130089,1,NA
20190828,late_aug,D4,10,fungicide,Ev,2,1,seedling,11,8,1,222819,217227,1,NA
20190828,late_aug,D4,10,fungicide,Ev,3,1,seedling,9,6,1,303916,246098,1,NA
20190828,late_aug,D4,1,water,Ev,1,1,seedling,9,7,1,296706,209274,1,NA
20190828,late_aug,D4,1,water,Ev,2,1,seedling,3,2,1,103239,102041,1,NA
20190828,late_aug,D4,1,water,Ev,3,1,seedling,8,3,1,263725,201341,1,NA
20190828,late_aug,D4,2,water,Ev,1,1,seedling,4,2,0,55917,24784,1,NA
20190828,late_aug,D4,2,water,Ev,3,1,seedling,8,4,1,194789,181765,1,NA
20190828,late_aug,D4,2,water,Ev,A,1,adult,5,3,1,65862,13246,1,NA
20190828,late_aug,D4,3,water,Ev,2,1,seedling,7,6,1,130549,90018,1,NA
20190828,late_aug,D4,3,water,Ev,3,1,seedling,3,3,1,40857,18895,1,NA
20190828,late_aug,D4,3,water,Ev,A,1,adult,6,6,1,257922,247194,1,NA
20190828,late_aug,D4,4,water,Ev,1,1,seedling,4,4,0,272118,249475,1,NA
20190828,late_aug,D4,4,water,Ev,2,1,seedling,2,2,0,397776,390098,1,NA
20190828,late_aug,D4,4,water,Ev,3,1,seedling,7,6,1,233805,145011,1,NA
20190828,late_aug,D4,5,water,Ev,2,1,seedling,11,10,0,123324,61922,1,NA
20190828,late_aug,D4,5,water,Ev,3,1,seedling,7,5,0,313248,286536,1,NA
20190828,late_aug,D4,5,water,Ev,A,1,adult,3,1,0,122131,32465,1,NA
20190828,late_aug,D4,6,water,Ev,1,1,seedling,7,4,0,172743,143706,3,NA
20190828,late_aug,D4,6,water,Ev,2,1,seedling,9,7,0,231488,222553,1,NA
20190828,late_aug,D4,6,water,Ev,3,1,seedling,8,5,0,180158,99726,1,NA
20190828,late_aug,D4,6,water,Ev,A,1,adult,6,6,0,163164,131117,1,NA
20190828,late_aug,D4,7,water,Ev,1,1,seedling,8,7,1,53647,17089,1,NA
20190828,late_aug,D4,7,water,Ev,2,1,seedling,9,7,1,253203,158662,1,NA
20190828,late_aug,D4,7,water,Ev,3,1,seedling,9,8,1,408183,327667,1,NA
20190828,late_aug,D4,7,water,Ev,A,1,adult,5,5,1,59170,24291,1,NA
20190828,late_aug,D4,8,water,Ev,1,1,seedling,6,3,1,118285,1854,1,NA
20190828,late_aug,D4,8,water,Ev,A,1,adult,7,5,0,218285,139361,1,NA
20190828,late_aug,D4,9,water,Ev,3,1,seedling,4,2,1,86532,18018,1,NA
20190828,late_aug,D4,10,water,Ev,3,1,seedling,8,7,1,136022,17781,1,NA
20190927,sep,D2,1,water,Mv,1,1,seedling,2,0,NA,10381,0,1,NA
20190927,sep,D2,1,water,Mv,2,1,seedling,2,0,NA,9868,0,1,NA
20190927,sep,D2,1,water,Mv,3,1,seedling,3,0,NA,8101,173,1,NA
20190927,sep,D2,2,water,Mv,1,1,seedling,2,2,NA,20994,19892,1,NA
20190927,sep,D2,2,water,Mv,2,1,seedling,3,1,NA,12973,634,1,NA
20190927,sep,D2,2,water,Mv,3,1,seedling,5,5,NA,16648,1950,1,NA
20190927,sep,D2,3,water,Mv,1,1,seedling,4,1,NA,43276,42379,1,NA
20190927,sep,D2,3,water,Mv,2,1,seedling,3,1,NA,14895,1816,1,NA
20190927,sep,D2,3,water,Mv,3,1,seedling,3,2,NA,52133,51188,1,NA
20190927,sep,D2,4,water,Mv,1,1,seedling,2,1,NA,7828,4395,1,NA
20190927,sep,D2,4,water,Mv,2,1,seedling,3,0,NA,4731,883,1,NA
20190927,sep,D2,4,water,Mv,3,1,seedling,3,1,NA,5439,1573,1,NA
20190927,sep,D2,5,water,Mv,1,1,seedling,4,2,NA,25709,12446,1,NA
20190927,sep,D2,5,water,Mv,2,1,seedling,3,2,NA,66405,42670,1,NA
20190927,sep,D2,5,water,Mv,3,1,seedling,3,1,NA,7891,608,1,NA
20190927,sep,D2,6,water,Mv,1,1,seedling,3,2,NA,23697,23382,1,NA
20190927,sep,D2,6,water,Mv,2,1,seedling,4,1,NA,18989,10632,1,NA
20190927,sep,D2,6,water,Mv,3,1,seedling,2,1,NA,17635,16492,1,NA
20190927,sep,D2,7,water,Mv,1,1,seedling,4,1,NA,40835,6121,1,NA
20190927,sep,D2,7,water,Mv,2,1,seedling,3,1,NA,56357,17748,1,NA
20190927,sep,D2,7,water,Mv,3,1,seedling,5,5,NA,12418,380,1,NA
20190927,sep,D2,8,water,Mv,1,1,seedling,4,2,NA,23549,22771,1,NA
20190927,sep,D2,8,water,Mv,3,1,seedling,3,2,NA,13951,5235,1,NA
20190927,sep,D2,9,water,Mv,1,1,seedling,3,2,NA,6481,1066,1,NA
20190927,sep,D2,9,water,Mv,2,1,seedling,3,1,NA,5668,2380,1,NA
20190927,sep,D2,9,water,Mv,3,1,seedling,3,0,NA,5906,32,1,NA
20190927,sep,D2,10,water,Mv,1,1,seedling,2,1,NA,13305,708,1,NA
20190927,sep,D2,10,water,Mv,2,1,seedling,2,1,NA,8127,758,1,NA
20190927,sep,D2,10,water,Mv,3,1,seedling,3,1,NA,5511,721,1,NA
20190925,sep,D3,1,fungicide,Mv,1,1,seedling,3,0,NA,9181,0,1,NA
20190925,sep,D3,1,fungicide,Mv,2,1,seedling,2,0,NA,10012,0,1,NA
20190925,sep,D3,1,fungicide,Mv,3,1,seedling,2,0,NA,7899,0,1,NA
20190925,sep,D3,2,fungicide,Mv,1,1,seedling,3,1,NA,15343,1124,1,NA
20190925,sep,D3,2,fungicide,Mv,2,1,seedling,3,1,NA,8084,2220,1,NA
20190925,sep,D3,2,fungicide,Mv,3,1,seedling,3,1,NA,21717,382,1,NA
20190925,sep,D3,3,fungicide,Mv,1,1,seedling,2,0,NA,9018,0,1,NA
20190925,sep,D3,3,fungicide,Mv,2,1,seedling,2,1,NA,30428,1391,1,NA
20190925,sep,D3,3,fungicide,Mv,3,1,seedling,3,1,NA,24387,429,1,NA
20190925,sep,D3,4,fungicide,Mv,1,1,seedling,2,1,NA,17566,74,1,NA
20190925,sep,D3,4,fungicide,Mv,2,1,seedling,2,1,NA,21580,8075,1,NA
20190925,sep,D3,4,fungicide,Mv,3,1,seedling,2,1,NA,15340,7234,1,NA
20190925,sep,D3,5,fungicide,Mv,1,1,seedling,3,1,NA,30978,326,1,NA
20190925,sep,D3,5,fungicide,Mv,2,1,seedling,4,1,NA,21760,631,1,NA
20190925,sep,D3,5,fungicide,Mv,3,1,seedling,2,1,NA,9993,1212,1,NA
20190925,sep,D3,6,fungicide,Mv,1,1,seedling,2,0,NA,8178,78,1,NA
20190925,sep,D3,6,fungicide,Mv,2,1,seedling,1,1,NA,15233,2233,1,NA
20190925,sep,D3,6,fungicide,Mv,3,1,seedling,2,0,NA,8798,232,1,NA
20190926,sep,D3,7,fungicide,Mv,1,1,seedling,2,0,NA,8982,1047,1,NA
20190926,sep,D3,7,fungicide,Mv,2,1,seedling,2,1,NA,16384,4872,1,NA
20190926,sep,D3,7,fungicide,Mv,3,1,seedling,2,1,NA,7377,1213,1,NA
20190926,sep,D3,8,fungicide,Mv,1,1,seedling,3,1,NA,8490,849,1,NA
20190926,sep,D3,8,fungicide,Mv,2,1,seedling,2,1,NA,7332,859,1,NA
